year_month,n_obs,const,gamma_beta,gamma_size,gamma_beme,r_squared
2023-10,696,0.502055182425112,0.1605078581605995,-0.027036247497597282,0.03194125340620849,0.0108329881650574
2023-11,696,-0.18913545783972885,0.11258200265921389,0.006564827474772479,0.0037180585040769544,0.10236471729506247
2023-12,695,-0.13268001479264632,0.005977354123781389,0.005474144314091122,-0.0025362636726714498,0.006793850955557512
2024-01,695,0.06261581678146959,-0.021353961905316934,-0.0043012332167859345,0.02332950281353582,0.06994434926596704
2024-02,694,-0.23263162023043263,0.006207125648386813,0.00866908260983188,0.017010498139861472,0.013659233263076609
2024-03,693,0.02053577963807675,0.024835500203874608,-0.0003126842280786348,-0.01210774107462243,0.022360289126025834
2024-04,693,-0.09934707793075585,0.00919080634014009,0.003089399850250587,0.015011056079959811,0.0028649104733962094
2024-05,693,0.15546118599776118,0.009113470695886099,-0.005643095205850882,0.0004182666958499276,0.0022105921275868967
2024-06,692,-0.27901574139107355,-0.020354268101724877,0.011225183844078558,0.0006018300517397308,0.01876673577513477
2024-07,692,-0.015942296532947167,-0.04230161300082058,-3.853169630604024e-05,0.012477701314378692,0.03478850065533634
2024-08,701,-0.2554438673003103,-0.018355281249925234,0.008308069068218826,0.006861370674395571,0.020357141152398395
2024-09,701,0.08730430462918519,-0.018923021697962946,-0.0024836116820507923,-0.003273816110594385,0.00312805363759161
2024-10,701,0.5054698687167454,-0.09170057637261791,-0.015098703383228666,-0.02362444869224818,0.012140026910281487
2024-11,700,0.8707163114564801,-0.39751296929592533,-0.020844174117648693,-0.013906838409896842,0.006907016179148351
2024-12,700,0.42885716019529285,0.013735277789237447,-0.015859338347920113,-0.010839503884038152,0.02170190474932765
2025-01,699,-0.1682528460433749,0.08480198895842143,0.004839982943802673,0.0013640672563422639,0.08146006141185824
2025-02,699,-0.11602471132225817,0.025656326096163723,0.003555997588468727,0.009908529481984367,0.023614027832331574
2025-03,698,0.41249252906573053,-0.020206406522711932,-0.016335183934417668,0.00255298928066228,0.003022642964220945
2025-04,698,0.3266839506297873,0.014254945746221092,-0.01016053670128682,-0.000890467319549464,0.014091701319659089
2025-05,697,-0.46918474184699727,0.02334156807310073,0.0160970468690059,0.042353020400334555,0.058911569398085284
2025-06,696,-0.5376879496878423,0.04269258182381706,0.021224691386297852,-0.0010567588033528832,0.09649166016721045
2025-07,696,0.22508130680781427,0.0647338016802955,-0.009429028656749308,0.006437823516920922,0.002228628846428937
2025-08,711,0.03417541556309573,0.011003670353956618,-0.0019549239344411073,-0.007272966188122251,0.007449079340720144
2025-09,711,0.06300289149790796,0.044283429752824184,-0.0029435178951488367,-0.004748302691679208,0.0109946350700596
2025-10,708,-0.56398818812082,0.14041321425303,0.018557712338219054,-0.0044828462267966765,0.28387060091130556
2025-11,707,0.08923308662789696,-0.04651562731044195,-0.002194932453874949,0.0048205416244135445,0.00945567102324174
2025-12,705,0.3836614047411275,-0.004815645292042265,-0.013676202326098437,0.00903377401337295,0.006115268329874968
