종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"28513K","SK케미칼우","30300","300","1.00",,,,,,,"1550","5.12"
"017670","SK텔레콤","50100","850","1.73","4118","12.17","5151","9.73","51911","0.97","3320","6.63"
"000660","SK하이닉스","141500","1100","0.78","3242","43.65","7821","18.09","92004","1.54","1200","0.85"
"003570","SNT다이내믹스","14400","50","0.35","1027","14.02","1495","9.63","29430","0.49","500","3.47"
"064960","SNT모티브","43200","750","1.77","6470","6.68","7146","6.05","66442","0.65","1600","3.70"
"100840","SNT에너지","22000","350","1.62","2292","9.60",,,"38778","0.57","800","3.64"
"036530","SNT홀딩스","17290","230","1.35","3556","4.86","5704","3.03","68239","0.25","700","4.05"
"005610","SPC삼립","62600","300","0.48","6568","9.53","8431","7.43","48007","1.30","1700","2.72"
"011810","STX","12670","150","1.20",,,,,"1647","7.69","0","0.00"
"465770","STX그린로지스","12330","30","0.24",,,,,,,"0","0.00"
"077970","STX엔진","11850","60","0.51",,,,,"9413","1.26","0","0.00"
"071970","STX중공업","11700","690","6.27","498","23.49","953","12.28","6770","1.73","0","0.00"
"002820","SUN&L","2495","15","0.60",,,,,"12936","0.19","0","0.00"
"084870","TBH글로벌","1773","-1","-0.06","236","7.51",,,"2886","0.61","0","0.00"
"002710","TCC스틸","58800","800","1.38","1239","47.46",,,"8127","7.24","120","0.20"
"069260","TKG휴켐스","21500","150","0.70","2132","10.08","2743","7.84","19290","1.11","1000","4.65"
"002900","TYM","5520","50","0.91","2262","2.44",,,"7778","0.71","300","5.43"
"024070","WISCOM","2595","5","0.19",,,,,"7345","0.35","50","1.93"
"037270","YG PLUS","4380","45","1.04","183","23.93","355","12.35","2248","1.95","0","0.00"
"000500","가온전선","21200","400","1.92","2350","9.02",,,"47277","0.45","50","0.24"
"000860","강남제비스코","20750","250","1.22","952","21.80",,,"92542","0.22","500","2.41"
"035250","강원랜드","16000","130","0.82","570","28.07","1224","13.07","16846","0.95","350","2.19"
"011420","갤럭시아에스엠","2635","100","3.94","167","15.78",,,"1210","2.18","0","0.00"
"002100","경농","10170","50","0.49","1503","6.77",,,"12997","0.78","400","3.93"
"009450","경동나비엔","47200","700","1.51","3707","12.73",,,"35820","1.32","500","1.06"
"267290","경동도시가스","19450","-10","-0.05","4105","4.74",,,"67007","0.29","875","4.50"
"012320","경동인베스트","67700","-100","-0.15","6519","10.39",,,"205405","0.33","750","1.11"
"000050","경방","8840","20","0.23","177","49.94",,,"30304","0.29","125","1.41"
"214390","경보제약","8390","60","0.72","26","322.69",,,"6011","1.40","50","0.60"
"012610","경인양행","3850","90","2.39","345","11.16",,,"5831","0.66","50","1.30"
"009140","경인전자","21300","100","0.47","2080","10.24",,,"49149","0.43","350","1.64"
"013580","계룡건설","14450","190","1.33","6828","2.12","7272","1.99","84371","0.17","500","3.46"
"012200","계양전기","1855","28","1.53",,,,,"3762","0.49","25","1.35"
"012205","계양전기우","4035","-65","-1.59",,,,,,,"30","0.74"
"002140","고려산업","3140","10","0.32","28","112.14",,,"4286","0.73","25","0.80"
"010130","고려아연","498000","2500","0.50","42967","11.59","28796","17.29","455251","1.09","20000","4.02"
"002240","고려제강","20300","320","1.60","3242","6.26",,,"64024","0.32","300","1.48"
"009290","광동제약","7430","60","0.81","588","12.64",,,"12593","0.59","100","1.35"
"017040","광명전기","2360","20","0.85","124","19.03",,,"2621","0.90","10","0.42"
"017900","광전자","2090","10","0.48","275","7.60",,,"4514","0.46","50","2.39"
"037710","광주신세계","30050","-250","-0.83","7157","4.20",,,"99270","0.30","2200","7.32"
"030610","교보증권","4950","-5","-0.10","681","7.27",,,"24572","0.20","200","4.04"
"339770","교촌에프앤비","7430","30","0.41","214","34.72","837","8.88","7157","1.04","200","2.69"
"007690","국도화학","40950","650","1.61","8626","4.75","6359","6.44","99565","0.41","1400","3.42"
"005320","국동","779","19","2.50","25","31.16",,,"1827","0.43","0","0.00"
"001140","국보","2015","-20","-0.98",,,,,"4100","0.49","0","0.00"
"002720","국제약품","5920","60","1.02","176","33.64",,,"3666","1.61","0","0.00"
"083420","그린케미칼","6720","10","0.15","123","54.63",,,"5251","1.28","230","3.42"
"014530","극동유화","4340","55","1.28","593","7.32",,,"5808","0.75","200","4.61"
"014280","금강공업","5680","30","0.53","1933","2.94",,,"13368","0.42","120","2.11"
"014285","금강공업우","9380","10","0.11",,,,,,,"130","1.39"
"008870","금비","71300","3400","5.01",,,,,"106871","0.67","1300","1.82"
"001570","금양","109200","-6700","-5.78",,,,,"2188","49.91","0","0.00"
"002990","금호건설","5190","-70","-1.33","587","8.84","470","11.03","15028","0.35","500","9.63"
"002995","금호건설우","16440","-80","-0.48",,,,,,,"550","3.35"
"011780","금호석유","132900","2000","1.53","37290","3.56","15223","8.73","208647","0.64","5400","4.06"
"011785","금호석유우","61400","-300","-0.49",,,,,,,"5450","8.88"
"214330","금호에이치티","640","7","1.11",,,,,"1749","0.37","0","0.00"
"001210","금호전기","830","5","0.61",,,,,"890","0.93","0","0.00"
"073240","금호타이어","5390","20","0.37",,,"522","10.32","3920","1.38","0","0.00"
"092440","기신정기","3065","0","0.00","150","20.43",,,"8601","0.36","150","4.89"
"000270","기아","100000","3000","3.09","13495","7.41","22977","4.35","98117","1.02","3500","3.50"
"024110","기업은행","11860","120","1.02","3320","3.57","3652","3.25","36302","0.33","960","8.09"
"013700","까뮤이앤씨","1670","50","3.09",,,,,"1753","0.95","20","1.20"
"004540","깨끗한나라","2425","0","0.00",,,,,"6419","0.38","0","0.00"
"004545","깨끗한나라우","13710","120","0.88",,,,,,,"0","0.00"
"001260","남광토건","7660","40","0.52","1969","3.89",,,"10896","0.70","0","0.00"
"008350","남선알미늄","2355","55","2.39","238","9.89",,,"2370","0.99","0","0.00"
"008355","남선알미우","36650","3850","11.74",,,,,,,"0","0.00"
"004270","남성","2230","10","0.45","102","21.86",,,"3821","0.58","25","1.12"
"003920","남양유업","607000","17000","2.88",,,,,"866808","0.70","1000","0.16"
"003925","남양유업우","335000","12000","3.72",,,,,,,"1050","0.31"
"025860","남해화학","7400","60","0.82","986","7.51",,,"10670","0.69","100","1.35"
"005720","넥센","4165","10","0.24","317","13.14",,,"20883","0.20","110","2.64"
"005725","넥센우","2890","-10","-0.34",,,,,,,"115","3.98"
"002350","넥센타이어","8040","80","1.01",,,"1799","4.47","15474","0.52","100","1.24"
"002355","넥센타이어1우B","3145","25","0.80",,,,,,,"105","3.34"
"092790","넥스틸","7160","-70","-0.97","8850","0.81",,,"259899","0.03","0","0.00"
"251270","넷마블","58100","500","0.87",,,"298","195.12","66649","0.87","0","0.00"
"090350","노루페인트","9250","50","0.54","564","16.40",,,"17235","0.54","275","2.97"
"090355","노루페인트우","17650","120","0.68",,,,,,,"280","1.59"
"000320","노루홀딩스","11460","10","0.09","2391","4.79","1330","8.62","37585","0.30","500","4.36"
"000325","노루홀딩스우","38000","650","1.74",,,,,,,"505","1.33"
"006280","녹십자","125500","1700","1.37","5735","21.88","2596","48.34","116367","1.08","1750","1.39"
"005250","녹십자홀딩스","16350","500","3.15","727","22.49",,,"22857","0.72","300","1.83"
"005257","녹십자홀딩스2우","31200","250","0.81",,,,,,,"300","0.96"
"004370","농심","407000","0","0.00","20081","20.27","33027","12.32","398464","1.02","5000","1.23"
"072710","농심홀딩스","64800","100","0.15","7353","8.81",,,"231914","0.28","2500","3.86"
"058730","다스코","4250","10","0.24","88","48.30",,,"7408","0.57","0","0.00"
"030210","다올투자증권","3900","-10","-0.26","1019","3.83",,,"9765","0.40","150","3.85"
"023590","다우기술","17890","130","0.73","8634","2.07",,,"53655","0.33","600","3.35"
"145210","다이나믹디자인","5600","500","9.80",,,,,"3499","1.60","0","0.00"
"019680","대교","2590","170","7.02",,,,,"4829","0.54","30","1.16"
"019685","대교우B","1529","56","3.80",,,,,,,"45","2.94"
"006370","대구백화점","9070","-180","-1.95",,,,,"27795","0.33","50","0.55"
"008060","대덕","6390","40","0.63","549","11.64",,,"17272","0.37","400","6.26"
"00806K","대덕1우","7860","-90","-1.13",,,,,,,"405","5.15"
"353200","대덕전자","27050","-200","-0.73","3570","7.58","1807","14.97","16598","1.63","400","1.48"
"35320K","대덕전자1우","10150","-20","-0.20",,,,,,,"405","3.99"
"000490","대동","17020","90","0.53","1812","9.39","2605","6.53","14922","1.14","100","0.59"
"008110","대동전자","6880","160","2.38","1122","6.13",,,"26394","0.26","0","0.00"
"005750","대림B&Co","3645","-30","-0.82",,,,,"9514","0.38","110","3.02"
"006570","대림통상","2975","25","0.85","252","11.81",,,"5308","0.56","30","1.01"
"001680","대상","20750","350","1.72","2306","9.00","2878","7.21","36185","0.57","800","3.86"
"001685","대상우","26350","6050","29.80",,,,,,,"810","3.07"
"084690","대상홀딩스","13330","2050","18.17","868","15.36",,,"19815","0.67","270","2.03"
"084695","대상홀딩스우","37550","8650","29.93",,,,,,,"280","0.75"
"128820","대성산업","3580","55","1.56",,,,,"16329","0.22","0","0.00"
"117580","대성에너지","8120","240","3.05",,,,,"11539","0.70","250","3.08"
"016710","대성홀딩스","10030","160","1.62","225","44.58",,,"29781","0.34","250","2.49"
"003540","대신증권","14300","-20","-0.14","1750","8.17","2184","6.55","40616","0.35","1200","8.39"
"003547","대신증권2우B","13000","10","0.08",,,,,,,"1200","9.23"
"003545","대신증권우","13630","-20","-0.15",,,,,,,"1250","9.17"
"009190","대양금속","1121","13","1.17","252","4.45",,,"2426","0.46","0","0.00"
"014160","대영포장","1136","9","0.80","134","8.48",,,"1753","0.65","0","0.00"
"047040","대우건설","4145","0","0.00","1227","3.38","1275","3.25","9040","0.46","0","0.00"
"009320","대우부품","1340","21","1.59",,,,,"539","2.49","0","0.00"
"003090","대웅","20650","500","2.48","2467","8.37","3443","6.00","19933","1.04","100","0.48"
"069620","대웅제약","116800","800","0.69","3816","30.61","7736","15.10","54929","2.13","600","0.51"
"000430","대원강업","5440","90","1.68","304","17.89","819","6.64","7802","0.70","100","1.84"
"006340","대원전선","1157","15","1.31","18","64.28",,,"1228","0.94","0","0.00"
"006345","대원전선우","2530","-15","-0.59",,,,,,,"0","0.00"
"003220","대원제약","15660","380","2.49","1510","10.37","1427","10.97","11967","1.31","350","2.23"
"024890","대원화성","1985","10","0.51",,,,,"1532","1.30","0","0.00"
"002880","대유에이텍","1202","-53","-4.22",,,,,"2826","0.43","0","0.00"
"000300","대유플러스","165","-1","-0.60",,,,,"503","0.33","0","0.00"
"012800","대창","1266","16","1.28","48","26.38",,,"3225","0.39","0","0.00"
"015230","대창단조","6100","60","0.99","1417","4.30",,,"9161","0.67","200","3.28"
"001070","대한방직","8140","160","2.01",,,,,"37439","0.22","0","0.00"
"006650","대한유화","153000","500","0.33",,,"10277","14.89","301477","0.51","1000","0.65"
"001440","대한전선","10080","260","2.65","180","56.00",,,"7000","1.44","0","0.00"
"084010","대한제강","12920","50","0.39","6605","1.96","3413","3.79","38135","0.34","780","6.04"
"001790","대한제당","3180","30","0.95","276","11.52",,,"5589","0.57","120","3.77"
"001795","대한제당우","3035","100","3.41",,,,,,,"125","4.12"
"001130","대한제분","127800","-1200","-0.93","24697","5.17",,,"558185","0.23","2500","1.96"
"003490","대한항공","23900","450","1.92","4787","4.99","3117","7.67","24353","0.98","750","3.14"
"003495","대한항공우","24850","-50","-0.20",,,,,,,"800","3.22"
"005880","대한해운","2155","50","2.38","507","4.25","337","6.39","4912","0.44","0","0.00"
"003830","대한화섬","105700","600","0.57","29768","3.55",,,"635611","0.17","750","0.71"
"016090","대현","2010","5","0.25","574","3.50",,,"5480","0.37","110","5.47"
"069460","대호에이엘","1267","-3","-0.24","114","11.11",,,"1456","0.87","0","0.00"
"192080","더블유게임즈","47550","-800","-1.65",,,"8530","5.57","43874","1.08","600","1.26"
"012510","더존비즈온","28950","-200","-0.69","676","42.83","1220","23.73","14728","1.97","123","0.42"
"004830","덕성","7860","550","7.52","157","50.06",,,"5340","1.47","45","0.57"
"004835","덕성우","18050","4160","29.95",,,,,,,"50","0.28"
"024900","덕양산업","5920","120","2.07","487","12.16",,,"2608","2.27","0","0.00"
"145720","덴티움","131000","3100","2.42","9980","13.13","10352","12.65","43354","3.02","300","0.23"
"002150","도화엔지니어링","7930","10","0.13","47","168.72",,,"7986","0.99","280","3.53"
"460850","동국씨엠","7100","140","2.01",,,"1540","4.61",,,"0","0.00"
"460860","동국제강","12040","-210","-1.71",,,"8166","1.47",,,"0","0.00"
"001230","동국홀딩스","8780","80","0.92","4474","1.96",,,"34362","0.26","500","5.69"
"023450","동남합성","34000","0","0.00","2983","11.40",,,"14281","2.38","875","2.57"
"004140","동방","2060","15","0.73","17","121.18",,,"2685","0.77","0","0.00"
"007590","동방아그로","6360","20","0.32","546","11.65",,,"12112","0.53","250","3.93"
"005960","동부건설","5870","-80","-1.34","1737","3.38","1141","5.14","25293","0.23","500","8.52"
"005965","동부건설우","26400","500","1.93",,,,,,,"550","2.08"
"026960","동서","18200","130","0.72","1701","10.70",,,"15510","1.17","730","4.01"
"002210","동성제약","5760","60","1.05",,,,,"1872","3.08","0","0.00"
"102260","동성케미컬","4500","5","0.11","714","6.30",,,"7735","0.58","200","4.44"
"000640","동아쏘시오홀딩스","101000","1700","1.71","1784","56.61","12233","8.26","157100","0.64","1500","1.49"
"170900","동아에스티","69100","1600","2.37","1546","44.70","1992","34.68","76890","0.90","700","1.01"
"028100","동아지질","12940","-120","-0.92",,,,,"15999","0.81","500","3.86"
"282690","동아타이어","11980","-70","-0.58","1747","6.86",,,"27514","0.44","1000","8.35"
