종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"001520","동양","999","-8","-0.79",,,,,"4044","0.25","40","4.00"
"001527","동양2우B","12490","1030","8.99",,,,,,,"150","1.20"
"084670","동양고속","13030","0","0.00",,,,,"28704","0.45","0","0.00"
"082640","동양생명","4530","80","1.80","475","9.54","1755","2.58","12252","0.37","0","0.00"
"001525","동양우","6010","10","0.17",,,,,,,"90","1.50"
"008970","동양철관","823","51","6.61","33","24.94",,,"740","1.11","0","0.00"
"092780","동양피스톤","4855","10","0.21","198","24.52",,,"9239","0.53","60","1.24"
"049770","동원F&B","32700","-50","-0.15","4711","6.94","6053","5.40","45847","0.71","701","2.14"
"018500","동원금속","1892","72","3.96","389","4.86",,,"1919","0.99","20","1.06"
"006040","동원산업","33300","350","1.06","5748","5.79",,,"69698","0.48","1100","3.30"
"030720","동원수산","7140","40","0.56","1328","5.38",,,"13454","0.53","250","3.50"
"014820","동원시스템즈","34500","-200","-0.58","2472","13.96","2184","15.80","24886","1.39","600","1.74"
"014825","동원시스템즈우","25800","-400","-1.53",,,,,,,"650","2.52"
"111380","동인기연","21250","50","0.24","5665","3.75","6196","3.43","10236","2.08","800","3.76"
"163560","동일고무벨트","6200","-10","-0.16","561","11.05",,,"15353","0.40","120","1.94"
"004890","동일산업","47100","450","0.96","10085","4.67",,,"192642","0.24","3000","6.37"
"002690","동일제강","1868","22","1.19","169","11.05",,,"7970","0.23","10","0.54"
"000020","동화약품","10270","350","3.53","736","13.95",,,"13165","0.78","180","1.75"
"000150","두산","93900","2200","2.40",,,"10710","8.77","100601","0.93","2000","2.13"
"000157","두산2우B","71200","1400","2.01",,,,,,,"2000","2.81"
"454910","두산로보틱스","116100","7500","6.91",,,,,"880","131.93","0","0.00"
"241560","두산밥캣","50400","650","1.31","6421","7.85","7967","6.33","50136","1.01","1350","2.68"
"034020","두산에너빌리티","15900","260","1.66",,,"668","23.81","11146","1.43","0","0.00"
"000155","두산우","51400","500","0.98",,,,,,,"2050","3.99"
"336260","두산퓨얼셀","23200","400","1.75","47","493.62","211","109.97","6392","3.63","0","0.00"
"33626K","두산퓨얼셀1우","7120","140","2.01",,,,,,,"0","0.00"
"33626L","두산퓨얼셀2우B","10200","300","3.03",,,,,,,"0","0.00"
"016740","두올","3530","20","0.57","224","15.76",,,"5889","0.60","80","2.27"
"192650","드림텍","12990","-10","-0.08","965","13.46","1199","10.83","6133","2.12","200","1.54"
"024090","디씨엠","11100","-50","-0.45","4097","2.71",,,"28881","0.38","900","8.11"
"003160","디아이","6300","-60","-0.94","564","11.17","459","13.71","5841","1.08","100","1.59"
"092200","디아이씨","4980","70","1.43","79","63.04",,,"2625","1.90","0","0.00"
"013570","디와이","5880","60","1.03",,,,,"13814","0.43","120","2.04"
"210540","디와이파워","12330","60","0.49","1618","7.62",,,"21781","0.57","250","2.03"
"115390","락앤락","6210","10","0.16",,,,,"12030","0.52","1953","31.45"
"032350","롯데관광개발","9380","200","2.18",,,,,"3223","2.91","0","0.00"
"089860","롯데렌탈","27750","0","0.00","2577","10.77","4216","6.58","35333","0.79","900","3.24"
"000400","롯데손해보험","2390","70","3.02",,,,,"1451","1.65","0","0.00"
"023530","롯데쇼핑","75000","-600","-0.79",,,"8425","8.90","338431","0.22","3300","4.40"
"020150","롯데에너지머티리얼즈","42050","600","1.45","950","44.26","1025","41.01","31661","1.33","300","0.71"
"280360","롯데웰푸드","123800","-400","-0.32","6160","20.10","13226","9.36","228909","0.54","2300","1.86"
"004000","롯데정밀화학","58000","-600","-1.02","5738","10.11","9733","5.96","90075","0.64","3500","6.03"
"286940","롯데정보통신","29300","650","2.27","2015","14.54","3689","7.94","28084","1.04","700","2.39"
"004990","롯데지주","27050","0","0.00","2387","11.33","2154","12.56","99469","0.27","1500","5.55"
"00499K","롯데지주우","37000","0","0.00",,,,,,,"1550","4.19"
"005300","롯데칠성","146600","-3100","-2.07","12754","11.49","16721","8.77","138556","1.06","3300","2.25"
"005305","롯데칠성우","68600","100","0.15",,,,,,,"3305","4.82"
"011170","롯데케미칼","153200","1000","0.66","1716","89.28","8378","18.29","404799","0.38","3500","2.28"
"071840","롯데하이마트","10260","40","0.39",,,,,"55987","0.18","300","2.92"
"027740","마니커","1160","10","0.87","16","72.50",,,"777","1.49","0","0.00"
"001080","만호제강","47150","0","0.00","3106","15.18",,,"88854","0.53","0","0.00"
"138040","메리츠금융지주","59100","3300","5.91","8406","7.03","11871","4.98","27050","2.18","105","0.18"
"090370","메타랩스","2225","-10","-0.45",,,,,"3160","0.70","0","0.00"
"017180","명문제약","2285","30","1.33","233","9.81",,,"2648","0.86","0","0.00"
"009900","명신산업","19010","350","1.88","1633","11.64","3276","5.80","7315","2.60","0","0.00"
"012690","모나리자","2625","15","0.57","64","41.02",,,"2123","1.24","50","1.90"
"005360","모나미","3065","15","0.49","166","18.46",,,"5502","0.56","70","2.28"
"009680","모토닉","8270","-50","-0.60","988","8.37",,,"19912","0.42","400","4.84"
"009580","무림P&P","3170","35","1.12","721","4.40",,,"10484","0.30","150","4.73"
"009200","무림페이퍼","2290","165","7.76","365","6.27",,,"10014","0.23","50","2.18"
"033920","무학","5360","20","0.37",,,,,"18143","0.30","230","4.29"
"008420","문배철강","3120","20","0.65","1338","2.33",,,"8612","0.36","50","1.60"
"025560","미래산업","2545","30","1.19","303","8.40",,,"3527","0.72","0","0.00"
"007120","미래아이앤지","1405","90","6.84",,,,,"2635","0.53","0","0.00"
"085620","미래에셋생명","4765","-125","-2.56","441","10.80","1020","4.67","10179","0.47","0","0.00"
"006800","미래에셋증권","7630","230","3.11","1033","7.39","871","8.76","16617","0.46","200","2.62"
"00680K","미래에셋증권2우B","3700","35","0.95",,,,,,,"200","5.41"
"006805","미래에셋증권우","3985","35","0.89",,,,,,,"220","5.52"
"002840","미원상사","170400","-1800","-1.05","14752","11.55",,,"70659","2.41","1500","0.88"
"268280","미원에스씨","137400","-1100","-0.79","12932","10.62",,,"75680","1.82","2300","1.67"
"107590","미원홀딩스","78800","-100","-0.13","8717","9.04",,,"95466","0.83","700","0.89"
"134380","미원화학","71200","200","0.28","7959","8.95",,,"64815","1.10","2500","3.51"
"003650","미창석유","71700","-1100","-1.51","15455","4.64",,,"212260","0.34","2500","3.49"
"377740","바이오노트","4245","90","2.17","3277","1.30","53","80.17","15707","0.27","490","11.54"
"003610","방림","2170","55","2.60","152","14.28",,,"5532","0.39","45","2.07"
"001340","백광산업","7790","0","0.00","491","15.87",,,"4741","1.64","60","0.77"
"035150","백산","10650","550","5.45","1882","5.66","2222","4.79","7626","1.40","150","1.41"
"002410","범양건영","2100","-5","-0.24",,,,,"3085","0.68","0","0.00"
"007210","벽산","2625","-25","-0.94","175","15.00","715","3.67","4254","0.62","25","0.95"
"002760","보락","1309","20","1.55","51","25.67",,,"808","1.62","7","0.53"
"003850","보령","11890","60","0.51","636","18.69","783","15.18","7833","1.52","100","0.84"
"000890","보해양조","541","-7","-1.28",,,,,"593","0.91","0","0.00"
"003000","부광약품","6100","100","1.67",,,,,"3845","1.59","0","0.00"
"001270","부국증권","21700","150","0.70","4736","4.58",,,"78043","0.28","1500","6.91"
"001275","부국증권우","19610","0","0.00",,,,,,,"1550","7.90"
"026940","부국철강","4250","85","2.04","355","11.97",,,"6300","0.67","75","1.76"
"011390","부산산업","63400","-1100","-1.71","2451","25.87",,,"55020","1.15","250","0.39"
"005030","부산주공","486","0","0.00",,,,,"316","1.54","0","0.00"
"002070","비비안","1252","7","0.56",,,,,"3232","0.39","0","0.00"
"100220","비상교육","5420","0","0.00",,,,,"16097","0.34","100","1.85"
"090460","비에이치","21150","250","1.20","4551","4.65","3547","5.96","17692","1.20","250","1.18"
"030790","비케이탑스","904","0","0.00",,,,,"277","3.26","0","0.00"
"005180","빙그레","54700","300","0.55","2905","18.83","9041","6.05","65119","0.84","1500","2.74"
"003960","사조대림","31300","250","0.81","9689","3.23",,,"67652","0.46","350","1.12"
"008040","사조동아원","955","3","0.32","8","119.38",,,"1639","0.58","0","0.00"
"007160","사조산업","42000","-750","-1.75","13998","3.00",,,"102866","0.41","350","0.83"
"014710","사조씨푸드","3705","5","0.14","482","7.69",,,"13889","0.27","40","1.08"
"006090","사조오양","8600","-90","-1.04","905","9.50",,,"21856","0.39","120","1.40"
"001470","삼부토건","2300","-25","-1.08",,,,,"975","2.36","0","0.00"
"006400","삼성SDI","472000","16500","3.62","29191","16.17","31807","14.84","246524","1.91","1030","0.22"
"006405","삼성SDI우","246000","4000","1.65",,,,,,,"1080","0.44"
"006660","삼성공조","8740","0","0.00","5102","1.71",,,"32070","0.27","80","0.92"
"028260","삼성물산","129500","3400","2.70","12460","10.39","12680","10.21","163048","0.79","2300","1.78"
"02826K","삼성물산우B","99600","1600","1.63",,,,,,,"2350","2.36"
"207940","삼성바이오로직스","760000","31000","4.25","11442","66.42","14028","54.18","126233","6.02","0","0.00"
"032830","삼성생명","69100","500","0.73","8817","7.84","10213","6.77","124081","0.56","3000","4.34"
"018260","삼성에스디에스","170000","1300","0.77","14218","11.96","10310","16.49","106311","1.60","3200","1.88"
"028050","삼성엔지니어링","29000","1000","3.57","3392","8.55","3181","9.12","13741","2.11","0","0.00"
"009150","삼성전기","153200","2900","1.93","12977","11.81","8799","17.41","99785","1.54","2100","1.37"
"009155","삼성전기우","71300","500","0.71",,,,,,,"2150","3.02"
"005930","삼성전자","78500","500","0.64","8057","9.74","4234","18.54","50817","1.54","1444","1.84"
"005935","삼성전자우","62300","500","0.81",,,,,,,"1445","2.32"
"001360","삼성제약","2175","65","3.08",,,,,"1528","1.42","0","0.00"
"010140","삼성중공업","7750","160","2.11",,,"379","20.45","4208","1.84","0","0.00"
"016360","삼성증권","38500","400","1.05","4730","8.14","7521","5.12","69383","0.55","1700","4.42"
"068290","삼성출판사","19950","-200","-0.99","1179","16.92",,,"17559","1.14","200","1.00"
"029780","삼성카드","32350","200","0.62","5831","5.55","5069","6.38","73934","0.44","2500","7.73"
"000810","삼성화재","263000","6000","2.33","30113","8.73","43951","5.98","259084","1.02","13800","5.25"
"000815","삼성화재우","190000","-1100","-0.58",,,,,,,"13805","7.27"
"006110","삼아알미늄","106400","-600","-0.56","1564","68.03",,,"12540","8.48","250","0.23"
"145990","삼양사","44600","650","1.48","6872","6.49",,,"131917","0.34","1250","2.80"
"145995","삼양사우","26150","150","0.58",,,,,,,"1300","4.97"
"003230","삼양식품","216000","-2000","-0.92","10665","20.25","17784","12.15","60733","3.56","1400","0.65"
"002170","삼양통상","48550","300","0.62","5339","9.09",,,"147462","0.33","1500","3.09"
"272550","삼양패키징","15810","-70","-0.44","777","20.35",,,"22869","0.69","750","4.74"
"000070","삼양홀딩스","69000","200","0.29","9173","7.52",,,"231530","0.30","3500","5.07"
"000075","삼양홀딩스우","53000","400","0.76",,,,,,,"3550","6.70"
"003720","삼영","4520","30","0.67","80","56.50","405","11.16","1525","2.96","0","0.00"
"002810","삼영무역","12390","-10","-0.08","3054","4.06",,,"26238","0.47","600","4.84"
"005680","삼영전자","8570","60","0.71","909","9.43","800","10.71","26088","0.33","300","3.50"
"023000","삼원강재","3065","40","1.32","327","9.37",,,"5807","0.53","105","3.43"
"004380","삼익THK","10850","130","1.21","804","13.50",,,"10179","1.07","300","2.76"
"002450","삼익악기","1090","1","0.09","186","5.86",,,"3225","0.34","50","4.59"
"004440","삼일씨엔에스","4320","-5","-0.12",,,,,"21073","0.21","0","0.00"
"000520","삼일제약","6700","190","2.92",,,,,"8884","0.75","0","0.00"
"009770","삼정펄프","24950","50","0.20",,,,,"85204","0.29","1000","4.01"
"005500","삼진제약","21600","200","0.93","1728","12.50",,,"20811","1.04","800","3.70"
"004690","삼천리","95000","1900","2.04","14387","6.60","4686","20.28","410695","0.23","3000","3.16"
"010960","삼호개발","3395","-5","-0.15","265","12.81",,,"9788","0.35","190","5.60"
"004450","삼화왕관","31900","-150","-0.47",,,,,"65831","0.48","1200","3.76"
"009470","삼화전기","17420","-610","-3.38","1611","10.81",,,"10248","1.70","300","1.72"
"011230","삼화전자","4200","-375","-8.20",,,,,"994","4.23","0","0.00"
"001820","삼화콘덴서","38100","400","1.06","2840","13.42","3011","12.65","21828","1.75","500","1.31"
"000390","삼화페인트","6640","0","0.00","237","28.02",,,"12654","0.52","250","3.77"
"001290","상상인증권","768","13","1.72","35","21.94",,,"2103","0.37","0","0.00"
"041650","상신브레이크","3650","45","1.25","37","98.65",,,"9851","0.37","100","2.74"
"075180","새론오토모티브","4100","-100","-2.38",,,,,"11978","0.34","140","3.41"
"007540","샘표","49500","500","1.02","4831","10.25",,,"92028","0.54","200","0.40"
"248170","샘표식품","27500","450","1.66","2869","9.59",,,"49786","0.55","200","0.73"
"007860","서연","8590","480","5.92","3034","2.83",,,"24599","0.35","100","1.16"
"200880","서연이화","19180","1090","6.03","2060","9.31","6623","2.90","26709","0.72","150","0.78"
"017390","서울가스","61800","2300","3.87","4554","13.57",,,"270188","0.23","1750","2.83"
"004410","서울식품","192","2","1.05","2","96.00",,,"75","2.56","0","0.00"
"004415","서울식품우","1947","-1","-0.05",,,,,,,"0","0.00"
"021050","서원","1348","25","1.89","6","224.67",,,"2870","0.47","0","0.00"
"008490","서흥","28700","-200","-0.69","3056","9.39","1902","15.09","37893","0.76","400","1.39"
"007610","선도전기","3000","0","0.00",,,,,"3277","0.92","0","0.00"
"136490","선진","6620","90","1.38","975","6.79",,,"17831","0.37","100","1.51"
"014910","성문전자","1505","20","1.35","112","13.44",,,"1699","0.89","5","0.33"
"014915","성문전자우","6820","20","0.29",,,,,,,"10","0.15"
"003080","성보화학","2930","10","0.34","204","14.36",,,"6994","0.42","135","4.61"
"004980","성신양회","8500","100","1.19",,,,,"15917","0.53","200","2.35"
"004985","성신양회우","12430","90","0.73",,,,,,,"250","2.01"
"011300","성안","1631","52","3.29",,,,,"458","3.56","0","0.00"
"000180","성창기업지주","1940","67","3.58",,,,,"9349","0.21","0","0.00"
"002420","세기상사","6190","-10","-0.16",,,,,"5022","1.23","0","0.00"
"004360","세방","12230","300","2.51","4819","2.54",,,"45333","0.27","300","2.45"
"004365","세방우","7030","60","0.86",,,,,,,"305","4.34"
"004490","세방전지","58200","-200","-0.34","3222","18.06",,,"91306","0.64","600","1.03"
"001430","세아베스틸지주","24850","650","2.69","2572","9.66","4139","6.00","52580","0.47","1200","4.83"
"306200","세아제강","137600","2800","2.08","56889","2.42","54555","2.52","296062","0.46","6000","4.36"
"003030","세아제강지주","240000","5000","2.13","68897","3.48","70503","3.40","372105","0.64","2250","0.94"
"019440","세아특수강","13850","-10","-0.07","2185","6.34",,,"40593","0.34","1000","7.22"
"058650","세아홀딩스","108000","-400","-0.37","31597","3.42",,,"530930","0.20","4000","3.70"
"013000","세우글로벌","1349","7","0.52","53","25.45",,,"1596","0.85","0","0.00"
"091090","세원이앤씨","1270","0","0.00",,,,,"3875","0.33","0","0.00"
"021820","세원정공","6640","-10","-0.15",,,,,"51131","0.13","100","1.51"
"067830","세이브존I&C","2395","-25","-1.03","243","9.86",,,"12290","0.19","30","1.25"
"033530","세종공업","5940","180","3.13","64","92.81",,,"14878","0.40","100","1.68"
"075580","세진중공업","4755","220","4.85","212","22.43","342","13.91","2993","1.59","150","3.15"
"068270","셀트리온","201500","11700","6.16","3751","53.72","5514","36.54","28937","6.96","375","0.19"
"336370","솔루스첨단소재","26500","400","1.53",,,,,"12000","2.21","100","0.38"
"33637K","솔루스첨단소재1우","6720","30","0.45",,,,,,,"101","1.50"
"33637L","솔루스첨단소재2우B","9760","220","2.31",,,,,,,"100","1.02"
"248070","솔루엠","27300","200","0.74","954","28.62","2860","9.55","5958","4.58","0","0.00"
"004430","송원산업","16360","-1050","-6.03","5497","2.98","2829","5.78","28443","0.58","500","3.06"
"126720","수산인더스트리","18930","50","0.26","3544","5.34","3360","5.63","32090","0.59","600","3.17"
"017550","수산중공업","2110","25","1.20","292","7.23",,,"2566","0.82","10","0.47"
"053210","스카이라이프","5920","20","0.34","470","12.60","869","6.81","17321","0.34","350","5.91"
"026890","스틱인베스트먼트","6930","-50","-0.72","428","16.19",,,"6347","1.09","200","2.89"
"134790","시디즈","28900","300","1.05","1516","19.06",,,"37778","0.76","400","1.38"
"016590","신대양제지","5620","40","0.72","1319","4.26",,,"15417","0.36","125","2.22"
"029530","신도리코","32700","-100","-0.30","5007","6.53",,,"109950","0.30","1500","4.59"
"004970","신라교역","8680","0","0.00","899","9.66",,,"35416","0.25","500","5.76"
"011930","신성이엔지","2040","10","0.49","168","12.14","194","10.50","1036","1.97","0","0.00"
"005390","신성통상","1841","21","1.15","579","3.18",,,"2950","0.62","50","2.72"
"004170","신세계","175200","1500","0.86","41282","4.24","35341","4.96","418209","0.42","3750","2.14"
"035510","신세계 I&C","12110","10","0.08","6381","1.90",,,"27495","0.44","500","4.13"
"034300","신세계건설","12160","-170","-1.38",,,,,"70930","0.17","500","4.11"
"031430","신세계인터내셔날","18300","180","0.99","3313","5.52","2152","8.50","23264","0.79","500","2.73"
"031440","신세계푸드","39450","650","1.68",,,"4597","8.58","75425","0.52","750","1.90"
"006880","신송홀딩스","6060","-40","-0.66","139","43.60",,,"8832","0.69","120","1.98"
"005800","신영와코루","9440","270","2.94","2611","3.62",,,"40302","0.23","150","1.59"
"001720","신영증권","59500","-300","-0.50","11893","5.00",,,"188226","0.32","4000","6.72"
"001725","신영증권우","59600","0","0.00",,,,,,,"4050","6.80"
"009270","신원","1425","75","5.56","224","6.36",,,"2863","0.50","100","7.02"
"002700","신일전자","1881","8","0.43","15","125.40",,,"1165","1.61","10","0.53"
"002870","신풍","835","2","0.24",,,,,"2895","0.29","50","5.99"
"019170","신풍제약","13520","220","1.65",,,,,"6430","2.10","0","0.00"
"019175","신풍제약우","20650","500","2.48",,,,,,,"0","0.00"
"055550","신한지주","40150","1150","2.95","8454","4.75","9288","4.32","92043","0.44","2065","5.14"
"004080","신흥","14340","-10","-0.07","901","15.92",,,"11398","1.26","250","1.74"
"102280","쌍방울","269","0","0.00",,,,,"528","0.51","0","0.00"
"003410","쌍용C&E","5750","60","1.05","254","22.64","205","28.07","3172","1.81","440","7.65"
"004770","써니전자","2365","-25","-1.05","144","16.42",,,"2101","1.13","0","0.00"
"403550","쏘카","15400","220","1.45",,,,,"7565","2.04","0","0.00"
"004920","씨아이테크","1470","-3","-0.20",,,,,"1240","1.19","0","0.00"
"112610","씨에스윈드","70200","3800","5.72",,,"2959","23.72","21158","3.32","500","0.71"
"308170","씨티알모빌리티","12300","210","1.74","131","93.89",,,"12061","1.02","0","0.00"
"008700","아남전자","2180","25","1.16","181","12.04",,,"1270","1.72","0","0.00"
"002790","아모레G","29250","800","2.81","657","44.52","1879","15.57","37406","0.78","205","0.70"
"00279K","아모레G3우(전환)","18860","450","2.44",,,,,,,"667","3.54"
"002795","아모레G우","10010","110","1.11",,,,,,,"210","2.10"
"090430","아모레퍼시픽","145000","7200","5.22","1949","74.40","4794","30.25","69550","2.08","680","0.47"
"090435","아모레퍼시픽우","36600","950","2.66",,,,,,,"685","1.87"
"002030","아세아","187000","8000","4.47","46012","4.06",,,"548397","0.34","3750","2.01"
"183190","아세아시멘트","10490","-20","-0.19","1631","6.43","1702","6.16","24770","0.42","225","2.14"
"002310","아세아제지","41250","-250","-0.60","10540","3.91","11277","3.66","89799","0.46","1000","2.42"
"012170","아센디오","888","68","8.29",,,,,"384","2.31","0","0.00"
"267850","아시아나IDT","19450","190","0.99","774","25.13",,,"14410","1.35","500","2.57"
"020560","아시아나항공","11160","160","1.45","498","22.41","1787","6.24","9289","1.20","0","0.00"
"122900","아이마켓코리아","8590","30","0.35","706","12.17","658","13.05","11376","0.76","600","6.98"
"010780","아이에스동서","28950","400","1.40","6426","4.51","4096","7.07","46278","0.63","0","0.00"
"139990","아주스틸","7100","110","1.57","51","139.22","113","62.60","9135","0.78","0","0.00"
"001780","알루코","3060","75","2.51","155","19.74",,,"2638","1.16","0","0.00"
"018250","애경산업","18620","-280","-1.48","632","29.46","2013","9.25","13672","1.36","310","1.66"
"161000","애경케미칼","15350","-400","-2.54","1249","12.29","781","19.65","15115","1.02","550","3.58"
"011090","에넥스","572","-2","-0.35",,,,,"748","0.76","0","0.00"
"137310","에스디바이오센서","11440","150","1.33","8997","1.27",,,"28794","0.40","990","8.65"
"118000","에스메디","400","8","2.04",,,,,"928","0.43","0","0.00"
"005850","에스엘","35700","1050","3.03","3360","10.63","7241","4.93","35492","1.01","600","1.68"
"010580","에스엠벡셀","1822","19","1.05","92","19.80",,,"603","3.02","0","0.00"
"012750","에스원","60000","1000","1.69","4467","13.43","4738","12.66","45045","1.33","2500","4.17"
"023960","에쓰씨엔지니어링","1739","59","3.51","175","9.94",,,"1320","1.32","0","0.00"
"298690","에어부산","3060","175","6.07",,,,,"1086","2.82","0","0.00"
"078520","에이블씨엔씨","6770","60","0.89","36","188.06",,,"4422","1.53","0","0.00"
"015260","에이엔피","1350","19","1.43",,,,,"741","1.82","0","0.00"
"007460","에이프로젠","960","18","1.91",,,,,"923","1.04","0","0.00"
"003060","에이프로젠바이오로직스","290","3","1.05","19","15.26",,,"720","0.40","0","0.00"
"244920","에이플러스에셋","4335","5","0.12","2226","1.95",,,"6449","0.67","200","4.61"
"450080","에코프로머티","188500","16900","9.85","294","641.16","805","234.05","5428","34.73","0","0.00"
"036570","엔씨소프트","240500","-500","-0.21","21456","11.21","12723","18.90","157391","1.53","6680","2.78"
"380440","엔에이치스팩19호","10290","20","0.19",,,,,,,"0","0.00"
"085310","엔케이","1005","0","0.00","136","7.39",,,"1457","0.69","0","0.00"
"097520","엠씨넥스","30250","0","0.00","1293","23.40","2074","14.59","17477","1.73","500","1.65"
"014440","영보화학","3760","30","0.80","343","10.96",,,"8125","0.46","50","1.33"
"111770","영원무역","45600","500","1.11","15377","2.97","11690","3.90","64162","0.71","1530","3.36"
"009970","영원무역홀딩스","78000","0","0.00","37988","2.05","28088","2.78","176464","0.44","3050","3.91"
"003520","영진약품","2125","45","2.16",,,,,"491","4.33","0","0.00"
"000670","영풍","516000","-2000","-0.39","213453","2.42",,,"2272640","0.23","10000","1.94"
"006740","영풍제지","2805","-5","-0.18","194","14.46",,,"3320","0.84","779","27.77"
"012280","영화금속","886","6","0.68","9","98.44",,,"1191","0.74","0","0.00"
"012160","영흥","563","2","0.36",,,,,"2456","0.23","0","0.00"
"015360","예스코홀딩스","33000","-200","-0.60",,,,,"112673","0.29","2500","7.58"
"007310","오뚜기","400000","5000","1.27","80501","4.97","40920","9.78","528433","0.76","9000","2.25"
"002630","오리엔트바이오","607","9","1.51",,,,,"602","1.01","0","0.00"
"271560","오리온","116100","1600","1.40","9926","11.70","10430","11.13","64606","1.80","950","0.82"
"001800","오리온홀딩스","14600","-200","-1.35","1712","8.53",,,"35982","0.41","700","4.79"
"011690","와이투솔루션","2790","60","2.20",,,,,"2590","1.08","0","0.00"
"070960","용평리조트","3050","-15","-0.49",,,"686","4.45","7847","0.39","0","0.00"
"316140","우리금융지주","13000","110","0.85","4191","3.10","4184","3.11","39505","0.33","1130","8.69"
"006980","우성","19830","-30","-0.15","49","404.69",,,"67491","0.29","0","0.00"
"017370","우신시스템","8840","290","3.39","171","51.70","1887","4.69","5701","1.55","30","0.34"
"105840","우진","9300","170","1.86","478","19.46","581","16.02","7877","1.18","150","1.61"
"010400","우진아이엔에스","5120","40","0.79",,,,,"13930","0.37","0","0.00"
"049800","우진플라임","3035","30","1.00","1092","2.78",,,"5139","0.59","50","1.65"
"016880","웅진","1264","14","1.12","103","12.27",,,"978","1.29","0","0.00"
"095720","웅진씽크빅","2560","15","0.59","27","94.81","263","9.72","3142","0.81","110","4.30"
"005820","원림","18650","210","1.14","3500","5.33",,,"55263","0.34","350","1.88"
"010600","웰바이오텍","1205","-6","-0.50",,,,,"561","2.15","0","0.00"
"008600","윌비스","635","16","2.58",,,,,"1522","0.42","0","0.00"
"033270","유나이티드제약","27000","1750","6.93","3058","8.83",,,"22971","1.18","400","1.48"
"014830","유니드","67800","-300","-0.44","14826","4.57","10306","6.58","135798","0.50","2000","2.95"
"446070","유니드비티플러스","7100","0","0.00","90","78.89",,,"18122","0.39","0","0.00"
"000910","유니온","5530","90","1.65",,,,,"7741","0.71","125","2.26"
"047400","유니온머티리얼","2905","80","2.83",,,,,"1996","1.46","35","1.20"
"011330","유니켐","2110","85","4.20","33","63.94",,,"1678","1.26","20","0.95"
"077500","유니퀘스트","6080","-120","-1.94","1853","3.28",,,"13196","0.46","200","3.29"
"002920","유성기업","2870","-45","-1.54","741","3.87",,,"11419","0.25","120","4.18"
"000700","유수홀딩스","5790","10","0.17","1218","4.75",,,"13726","0.42","400","6.91"
"003470","유안타증권","2550","40","1.59","209","12.20",,,"7578","0.34","110","4.31"
"003475","유안타증권우","2600","0","0.00",,,,,,,"160","6.15"
"072130","유엔젤","3610","0","0.00","185","19.51",,,"4499","0.80","0","0.00"
"000220","유유제약","5280","10","0.19",,,,,"6167","0.86","105","1.99"
"000225","유유제약1우","6010","400","7.13",,,,,,,"110","1.83"
"000227","유유제약2우B","12280","780","6.78",,,,,,,"110","0.90"
"001200","유진투자증권","3535","-25","-0.70","168","21.04",,,"10623","0.33","60","1.70"
"000100","유한양행","68800","900","1.33","1272","54.09","1738","39.58","26681","2.58","400","0.58"
"000105","유한양행우","63500","800","1.28",,,,,,,"410","0.65"
"003460","유화증권","2375","-5","-0.21","67","35.45",,,"8219","0.29","110","4.63"
"003465","유화증권우","2235","-55","-2.40",,,,,,,"120","5.37"
"008730","율촌화학","31700","-900","-2.76",,,,,"13460","2.36","250","0.79"
"008250","이건산업","6480","-50","-0.77","501","12.93",,,"18762","0.35","100","1.54"
"025820","이구산업","3855","75","1.98","171","22.54",,,"3804","1.01","50","1.30"
"214320","이노션","21400","350","1.66","1765","12.12","2500","8.56","21241","1.01","2150","10.05"
"139480","이마트","76600","300","0.39","37528","2.04","5302","14.45","418373","0.18","2000","2.61"
"457190","이수스페셜티케미컬","158100","700","0.44",,,,,,,"0","0.00"
"007660","이수페타시스","29450","0","0.00","1620","18.18","1518","19.40","3515","8.38","100","0.34"
"005950","이수화학","13670","110","0.81","1019","13.42",,,"11236","1.22","500","3.66"
"015020","이스타코","725","-4","-0.55",,,,,"1165","0.62","0","0.00"
"093230","이아이디","1392","0","0.00",,,,,"1584","0.88","0","0.00"
"074610","이엔플러스","3875","55","1.44",,,,,"1107","3.50","0","0.00"
"102460","이연제약","16540","540","3.38","415","39.86",,,"13574","1.22","150","0.91"
"084680","이월드","1730","39","2.31","40","43.25",,,"1742","0.99","0","0.00"
"000760","이화산업","15140","220","1.47","18","841.11",,,"54787","0.28","0","0.00"
"014990","인디에프","799","0","0.00",,,,,"537","1.49","0","0.00"
"101140","인바이오젠","9340","0","0.00",,,,,"14120","0.66","0","0.00"
"006490","인스코비","1227","5","0.41",,,,,"567","2.16","0","0.00"
"023800","인지컨트롤스","8100","100","1.25","947","8.55",,,"13364","0.61","200","2.47"
"034590","인천도시가스","25550","150","0.59","2956","8.64",,,"48520","0.53","1250","4.89"
"129260","인터지스","2370","-15","-0.63","1092","2.17",,,"8867","0.27","120","5.06"
"023810","인팩","9090","90","1.00","1320","6.89",,,"11399","0.80","180","1.98"
"249420","일동제약","18160","330","1.85",,,"1151","15.78","7140","2.54","0","0.00"
"000230","일동홀딩스","10520","360","3.54",,,,,"1046","10.06","100","0.95"
"013360","일성건설","1441","-8","-0.55","115","12.53",,,"2224","0.65","5","0.35"
"003120","일성신약","23650","-100","-0.42","14122","1.67",,,"60174","0.39","4005","16.93"
"003200","일신방직","8880","-210","-2.31","5047","1.76",,,"39009","0.23","500","5.63"
