종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"322000","HD현대에너지솔루션","54700","-1100","-1.97","10","5470.00","3616","15.13","33007","1.66","0","0.00"
"042670","HD현대인프라코어","13800","0","0.00","556","24.82","1458","9.47","9602","1.44","70","0.51"
"267260","HD현대일렉트릭","774000","-14000","-1.78","13935","55.54","26268","29.47","41725","18.55","5350","0.69"
"329180","HD현대중공업","509000","-14000","-2.68","7001","72.70","26757","19.02","64259","7.92","2090","0.41"
"097230","HJ중공업","21050","-550","-2.55","64","328.91",,,"4125","5.10","0","0.00"
"014790","HL D&I","2700","80","3.05","258","10.47",,,"10129","0.27","0","0.00"
"003580","HLB글로벌","2320","145","6.67",,,,,"1888","1.23","0","0.00"
"204320","HL만도","58700","2500","4.45","2767","21.21","5064","11.59","53635","1.09","700","1.19"
"060980","HL홀딩스","44850","550","1.24","2087","21.49","5544","8.09","113030","0.40","2000","4.46"
"011200","HMM","20500","150","0.74","4999","4.10","1219","16.81","31615","0.65","600","2.93"
"035000","HS애드","8760","160","1.86","1400","6.26",,,"12518","0.70","550","6.28"
"002460","HS화성","11960","250","2.13","1293","9.25",,,"40576","0.29","500","4.18"
"487570","HS효성","57900","-400","-0.69","596","97.15",,,"148012","0.39","0","0.00"
"298050","HS효성첨단소재","181600","-2600","-1.41","11154","16.28","15520","11.70","233784","0.78","6500","3.58"
"003560","IHQ","10760","0","0.00",,,,,"15486","0.69","0","0.00"
"015360","INVENI","66500","400","0.61","6789","9.80",,,"111347","0.60","4000","6.02"
"175330","JB금융지주","25650","-400","-1.54","3439","7.46","3861","6.64","29348","0.87","995","3.88"
"234080","JW생명과학","12850","30","0.23","2841","4.52","1775","7.24","12945","0.99","500","3.89"
"001060","JW중외제약","25500","-400","-1.54","2644","9.64",,,"13406","1.90","450","1.76"
"001067","JW중외제약2우B","60700","-100","-0.16",,,,,,,"450","0.74"
"001065","JW중외제약우","29400","-100","-0.34",,,,,,,"475","1.62"
"096760","JW홀딩스","3590","30","0.84","874","4.11",,,"3248","1.11","115","3.20"
"008970","KBI동양철관","1717","-33","-1.89",,,,,"1278","1.34","0","0.00"
"105560","KB금융","124700","-900","-0.72","12880","9.68","15682","7.95","154949","0.80","3174","2.55"
"002380","KCC","420500","1500","0.36","42230","9.96","40670","10.34","685232","0.61","10000","2.38"
"344820","KCC글라스","26500","100","0.38","2318","11.43",,,"93390","0.28","1800","6.79"
"009070","KCTC","6270","60","0.97","860","7.29",,,"9858","0.64","75","1.20"
"009440","KC그린홀딩스","756","0","0.00","1642","0.46",,,"7136","0.11","0","0.00"
"119650","KC코트렐","918","0","0.00",,,,,"2632","0.35","0","0.00"
"092220","KEC","696","9","1.31",,,,,"1739","0.40","0","0.00"
"003620","KG모빌리티","3500","-5","-0.14","175","20.00",,,"7233","0.48","0","0.00"
"016380","KG스틸","5350","-10","-0.19","1338","4.00","1240","4.31","20053","0.27","250","4.67"
"001390","KG케미칼","5260","-150","-2.77","919","5.72",,,"13897","0.38","130","2.47"
"033180","KH 필룩스","5310","0","0.00",,,,,"18796","0.28","0","0.00"
"001940","KISCO홀딩스","25150","-50","-0.20","2548","9.87",,,"93328","0.27","1800","7.16"
"025000","KPX케미칼","46700","-300","-0.64","13453","3.47",,,"145041","0.32","3250","6.96"
"092230","KPX홀딩스","72900","400","0.55","19783","3.68",,,"256552","0.28","4250","5.83"
"000040","KR모터스","451","-19","-4.04",,,,,"543","0.83","0","0.00"
"044450","KSS해운","8980","-70","-0.77","2543","3.53",,,"23452","0.38","400","4.45"
"030200","KT","52600","-400","-0.75","1912","27.51","5816","9.04","65942","0.80","2000","3.80"
"033780","KT&G","142100","-1300","-0.91","11314","12.56","9906","14.35","85662","1.66","5400","3.80"
"058850","KTcs","2850","-30","-1.04","139","20.50",,,"5065","0.56","100","3.51"
"058860","KTis","2715","-35","-1.27","387","7.02",,,"6796","0.40","120","4.42"
"093050","LF","18240","-90","-0.49","2694","6.77",,,"57258","0.32","700","3.84"
"003550","LG","80700","-800","-0.98","3712","21.74","8860","9.11","175634","0.46","3100","3.84"
"034220","LG디스플레이","11810","-190","-1.58",,,"1344","8.79","13085","0.90","0","0.00"
"051900","LG생활건강","258500","500","0.19","11281","22.91","11254","22.97","332194","0.78","3500","1.35"
"051905","LG생활건강우","113400","-200","-0.18",,,,,,,"3550","3.13"
"064400","LG씨엔에스","61400","-700","-1.13","4180","14.69","4964","12.37","24257","2.53","1672","2.72"
"373220","LG에너지솔루션","368500","-11500","-3.03",,,"4292","85.85","90240","4.08","0","0.00"
"003555","LG우","66500","-200","-0.30",,,,,,,"3150","4.74"
"032640","LG유플러스","14720","-130","-0.88","871","16.90","1776","8.29","19906","0.74","650","4.42"
"011070","LG이노텍","271000","-500","-0.18","18985","14.27","25468","10.64","226240","1.20","2090","0.77"
"066570","LG전자","91900","100","0.11","2036","45.14","9261","9.92","116595","0.79","1000","1.09"
"066575","LG전자우","48500","-50","-0.10",,,,,,,"1050","2.16"
"037560","LG헬로비전","2345","5","0.21",,,"272","8.62","5734","0.41","0","0.00"
"051910","LG화학","333000","-5500","-1.62",,,"9372","35.53","425221","0.78","1000","0.30"
"051915","LG화학우","166100","-900","-0.54",,,,,,,"1050","0.63"
"079550","LIG넥스원","421000","-10000","-2.32","10173","41.38","17891","23.53","55550","7.58","2400","0.57"
"006260","LS","199900","-7100","-3.43","8677","23.04","14770","13.53","167908","1.19","1650","0.83"
"010120","LS ELECTRIC","460000","-14500","-3.06","8078","56.94","14115","32.59","61908","7.43","2900","0.63"
"000680","LS네트웍스","3400","60","1.80",,,,,"6927","0.49","0","0.00"
"229640","LS에코에너지","34550","-1000","-2.81","1030","33.54","1517","22.77","6048","5.71","200","0.58"
"108320","LX세미콘","49150","-400","-0.81","8024","6.13","6241","7.88","66378","0.74","2400","4.88"
"001120","LX인터내셔널","32500","550","1.72","4885","6.65","5992","5.42","73962","0.44","2000","6.15"
"108670","LX하우시스","28800","100","0.35","4435","6.49","4425","6.51","87164","0.33","1000","3.47"
"108675","LX하우시스우","16980","-150","-0.88",,,,,,,"1050","6.18"
"383800","LX홀딩스","8020","20","0.25","2063","3.89","1766","4.54","24061","0.33","290","3.62"
"38380K","LX홀딩스1우","8900","-190","-2.09",,,,,,,"300","3.37"
"023150","MH에탄올","4870","-35","-0.71",,,,,"10061","0.48","250","5.13"
"035420","NAVER","242500","500","0.21","12702","19.09","14349","16.90","170953","1.42","1130","0.47"
"181710","NHN","29050","450","1.57",,,"2178","13.34","45675","0.64","500","1.72"
"005940","NH투자증권","21100","-250","-1.17","1966","10.73","2738","7.71","23474","0.90","950","4.50"
"005945","NH투자증권우","19570","-130","-0.66",,,,,,,"1000","5.11"
"034310","NICE","12990","-100","-0.76","1349","9.63",,,"21632","0.60","500","3.85"
"030190","NICE평가정보","17000","0","0.00","1296","13.12","1518","11.20","7031","2.42","460","2.71"
"008260","NI스틸","3500","0","0.00","901","3.88",,,"9017","0.39","100","2.86"
"004250","NPC","3780","-25","-0.66","1893","2.00",,,"11496","0.33","105","2.78"
"004255","NPC우","2490","-30","-1.19",,,,,,,"110","4.42"
"456040","OCI","59600","100","0.17","10850","5.49",,,"134902","0.44","2200","3.69"
"010060","OCI홀딩스","115200","-1100","-0.95","5077","22.69","13543","8.51","211976","0.54","2200","1.91"
"178920","PI첨단소재","15620","60","0.39","796","19.62","1324","11.80","11507","1.36","350","2.24"
"001340","PKC","5630","-50","-0.88","82","68.66",,,"4834","1.16","0","0.00"
"005490","POSCO홀딩스","305000","-9000","-2.87","14451","21.11","23909","12.76","732527","0.42","10000","3.28"
"010950","S-Oil","83000","1700","2.09",,,"6466","12.84","74692","1.11","125","0.15"
"010955","S-Oil우","48200","850","1.80",,,,,,,"150","0.31"
"034120","SBS","18700","-20","-0.11","1825","10.25","1904","9.82","48749","0.38","0","0.00"
"003080","SB성보","2800","10","0.36",,,,,"6421","0.44","135","4.82"
"005090","SGC에너지","21950","-450","-2.01","4513","4.86","2245","9.78","52585","0.42","1700","7.74"
"001380","SG글로벌","1865","24","1.30","140","13.32",,,"3329","0.56","0","0.00"
"004060","SG세계물산","339","2","0.59","27","12.56",,,"1346","0.25","0","0.00"
"001770","SHD","18150","-30","-0.17","2410","7.53",,,"44133","0.41","100","0.55"
"002360","SH에너지화학","374","-3","-0.80",,,,,"733","0.51","0","0.00"
"009160","SIMPAC","5100","10","0.20","506","10.08",,,"11153","0.46","200","3.92"
"033530","SJG세종","10050","-380","-3.64","1247","8.06","2588","3.88","16867","0.60","150","1.49"
"123700","SJM","3755","10","0.27","1333","2.82",,,"13949","0.27","175","4.66"
"025530","SJM홀딩스","3750","-20","-0.53","699","5.36",,,"12262","0.31","225","6.00"
"034730","SK","256500","3000","1.18",,,"32153","7.98","455927","0.56","7000","2.73"
"011790","SKC","104400","-1700","-1.60",,,,,"34412","3.03","0","0.00"
"018670","SK가스","225000","-2000","-0.88","19926","11.29","39566","5.69","304064","0.74","8000","3.56"
"001740","SK네트웍스","4520","30","0.67","239","18.91","280","16.15","10588","0.43","300","6.64"
"006120","SK디스커버리","57800","1400","2.48","1281","45.12",,,"148036","0.39","1700","2.94"
"006125","SK디스커버리우","38850","350","0.91",,,,,,,"1750","4.50"
"210980","SK디앤디","12690","-40","-0.31","2296","5.53","1961","6.47","30637","0.41","600","4.73"
"302440","SK바이오사이언스","48200","-650","-1.33",,,,,"23007","2.10","0","0.00"
"326030","SK바이오팜","124600","-900","-0.72","3074","40.53","3532","35.28","6975","17.86","0","0.00"
"402340","SK스퀘어","368000","22000","6.36","27772","13.25","69335","5.31","142904","2.58","0","0.00"
"361610","SK아이이테크놀로지","25050","-950","-3.65",,,,,"32604","0.77","0","0.00"
"100090","SK오션플랜트","20250","-50","-0.25","277","73.10","977","20.73","11974","1.69","0","0.00"
"03473K","SK우","193100","2000","1.05",,,,,,,"7050","3.65"
"096770","SK이노베이션","101200","-1900","-1.84",,,"608","166.43","165656","0.61","2000","1.98"
"096775","SK이노베이션우","70400","-1400","-1.95",,,,,,,"2050","2.91"
"475150","SK이터닉스","20700","-400","-1.90","677","30.58","1370","15.11","7187","2.88","0","0.00"
"001510","SK증권","643","-5","-0.77",,,,,"1319","0.49","1","0.16"
"001515","SK증권우","2490","-60","-2.35",,,,,,,"6","0.24"
"285130","SK케미칼","65500","-100","-0.15","376","174.20","6367","10.29","114678","0.57","1150","1.76"
"28513K","SK케미칼우","28500","-200","-0.70",,,,,,,"1200","4.21"
"017670","SK텔레콤","53500","300","0.56","5780","9.26","5405","9.90","54952","0.97","3540","6.62"
"000660","SK하이닉스","651000","11000","1.72","28732","22.66","86563","7.52","107256","6.07","2204","0.34"
"003570","SNT다이내믹스","46600","550","1.19","4293","10.85","3146","14.81","35293","1.32","1300","2.79"
"064960","SNT모티브","34500","250","0.73","4299","8.03","4212","8.19","45531","0.76","937","2.72"
"100840","SNT에너지","36600","-300","-0.81","1753","20.88","4229","8.66","15499","2.36","500","1.37"
"036530","SNT홀딩스","54200","-800","-1.45","9885","5.48",,,"85501","0.63","1600","2.95"
"005610","SPC삼립","51900","-600","-1.14","10671","4.86",,,"59200","0.88","1800","3.47"
"011810","STX","3530","0","0.00",,,,,"1739","2.03","0","0.00"
"465770","STX그린로지스","5660","-90","-1.57","3470","1.63",,,"10564","0.54","0","0.00"
"077970","STX엔진","34000","-900","-2.58","622","54.66",,,"10004","3.40","0","0.00"
"002820","SUN&L","2635","0","0.00",,,,,"18466","0.14","0","0.00"
"084870","TBH글로벌","1210","-27","-2.18",,,,,"2952","0.41","40","3.31"
"002710","TCC스틸","13920","-520","-3.60","769","18.10",,,"9726","1.43","100","0.72"
"069260","TKG휴켐스","18940","120","0.64","2024","9.36","2135","8.87","22621","0.84","1000","5.28"
"007980","TP","1886","-13","-0.68","456","4.14",,,"5014","0.38","50","2.65"
"002900","TYM","6290","-260","-3.97","424","14.83",,,"9504","0.66","110","1.75"
"024070","WISCOM","1878","-23","-1.21",,,,,"5701","0.33","50","2.66"
"037270","YG PLUS","7270","290","4.15","19","382.63",,,"2595","2.80","0","0.00"
"139130","iM금융지주","15550","220","1.44","1121","13.87","3023","5.14","36006","0.43","500","3.22"
"000500","가온전선","82400","-2600","-3.06","3270","25.20",,,"46022","1.79","0","0.00"
"000860","강남제비스코","12850","250","1.98","1020","12.60",,,"47643","0.27","250","1.95"
"035250","강원랜드","18950","460","2.49","2257","8.40","1625","11.66","19379","0.98","1170","6.17"
"011420","갤럭시아에스엠","1912","12","0.63","105","18.21",,,"2286","0.84","0","0.00"
"002100","경농","9310","-10","-0.11","963","9.67",,,"14088","0.66","450","4.83"
"009450","경동나비엔","55500","200","0.36","8603","6.45","7159","7.75","48116","1.15","650","1.17"
"267290","경동도시가스","20600","-100","-0.48","4859","4.24",,,"75694","0.27","875","4.25"
"012320","경동인베스트","51900","-300","-0.57","9940","5.22",,,"219935","0.24","750","1.45"
"000050","경방","9360","140","1.52","947","9.88",,,"30489","0.31","150","1.60"
"214390","경보제약","5770","30","0.52","194","29.74",,,"6113","0.94","50","0.87"
"012610","경인양행","4875","-315","-6.07","370","13.18",,,"5828","0.84","50","1.03"
"009140","경인전자","20500","50","0.24","1966","10.43",,,"58776","0.35","350","1.71"
"013580","계룡건설","20350","300","1.50","5350","3.80","10301","1.98","95717","0.21","400","1.97"
"012200","계양전기","6630","0","0.00",,,,,"1962","3.38","0","0.00"
"012205","계양전기우","12480","0","0.00",,,,,,,"0","0.00"
"002140","고려산업","2540","-10","-0.39","163","15.58",,,"4414","0.58","30","1.18"
"010130","고려아연","1316000","-56000","-4.08","9488","138.70","38732","33.98","403756","3.26","17500","1.33"
"002240","고려제강","21400","400","1.90","1248","17.15",,,"66041","0.32","350","1.64"
"009290","광동제약","5860","-70","-1.18","1011","5.80",,,"14719","0.40","100","1.71"
"017040","광명전기","1234","-31","-2.45",,,,,"1709","0.72","0","0.00"
"017900","광전자","1802","1","0.06","209","8.62",,,"4746","0.38","50","2.77"
"037710","광주신세계","31650","0","0.00","5962","5.31",,,"109755","0.29","2200","6.95"
"030610","교보증권","9470","-20","-0.21","1043","9.08",,,"17593","0.54","500","5.28"
"339770","교촌에프앤비","4340","-90","-2.03","44","98.64","727","5.97","3573","1.21","100","2.30"
"007690","국도화학","32700","0","0.00","1032","31.69","4060","8.05","98042","0.33","600","1.83"
"001140","국보","2110","0","0.00",,,,,"619","3.41","0","0.00"
"002720","국제약품","4300","-85","-1.94","256","16.80",,,"4397","0.98","30","0.70"
"083420","그린케미칼","6560","10","0.15","351","18.69",,,"5244","1.25","240","3.66"
"014530","극동유화","3250","-25","-0.76","267","12.17",,,"6125","0.53","200","6.15"
"014280","금강공업","6060","-360","-5.61","216","28.06",,,"14439","0.42","120","1.98"
"014285","금강공업우","10010","-1940","-16.23",,,,,,,"130","1.30"
"008870","금비","51700","-500","-0.96","4384","11.79",,,"99570","0.52","1500","2.90"
"001570","금양","9900","0","0.00",,,,,"7941","1.25","0","0.00"
"002990","금호건설","3990","-10","-0.25",,,"923","4.32","6340","0.63","0","0.00"
"002995","금호건설우","20500","1230","6.38",,,,,,,"0","0.00"
"011780","금호석유화학","120700","-400","-0.33","13328","9.06","14231","8.48","232363","0.52","2200","1.82"
"011785","금호석유화학우","61100","-300","-0.49",,,,,,,"2250","3.68"
"214330","금호에이치티","532","-3","-0.56",,,,,"1497","0.36","0","0.00"
"001210","금호전기","521","-29","-5.27",,,,,"405","1.29","0","0.00"
"073240","금호타이어","5860","-20","-0.34","1131","5.18","1380","4.24","5990","0.98","0","0.00"
"092440","기신정기","2315","20","0.87","107","21.64",,,"8561","0.27","100","4.32"
"000270","기아","121800","700","0.58","24893","4.89","21474","5.67","141812","0.86","6500","5.34"
"024110","기업은행","20950","-150","-0.71","3106","6.75","3538","5.92","42570","0.49","1065","5.08"
"013700","까뮤이앤씨","1234","31","2.58",,,,,"1587","0.78","20","1.62"
"004540","깨끗한나라","1901","11","0.58",,,,,"5057","0.38","0","0.00"
"004545","깨끗한나라우","11870","120","1.02",,,,,,,"0","0.00"
"001260","남광토건","8290","80","0.97","631","13.14",,,"12183","0.68","0","0.00"
"008350","남선알미늄","1282","-87","-6.36",,,,,"2300","0.56","0","0.00"
"008355","남선알미우","18000","-3100","-14.69",,,,,,,"0","0.00"
"004270","남성","878","-14","-1.57","142","6.18",,,"3432","0.26","0","0.00"
"003920","남양유업","50100","-700","-1.38","27","1855.56",,,"76517","0.65","100","0.20"
"003925","남양유업우","34000","300","0.89",,,,,,,"105","0.31"
"025860","남해화학","6660","-40","-0.60","525","12.69",,,"11040","0.60","80","1.20"
"005720","넥센","6060","190","3.24","1637","3.70",,,"24397","0.25","135","2.23"
"005725","넥센우","4495","65","1.47",,,,,,,"140","3.11"
"002350","넥센타이어","7530","50","0.67","1231","6.12","1488","5.06","18139","0.42","130","1.73"
"002355","넥센타이어1우B","3750","-15","-0.40",,,,,,,"135","3.60"
"092790","넥스틸","9110","-260","-2.77","1334","6.83",,,"17880","0.51","250","2.74"
"251270","넷마블","48250","-150","-0.31","313","154.15","3785","12.75","66102","0.73","417","0.86"
"090350","노루페인트","8500","40","0.47","1718","4.95",,,"19881","0.43","350","4.12"
"090355","노루페인트우","13620","560","4.29",,,,,,,"355","2.61"
"000320","노루홀딩스","21050","-100","-0.47","4836","4.35",,,"44812","0.47","550","2.61"
"000325","노루홀딩스우","30550","250","0.83",,,,,,,"555","1.82"
"006280","녹십자","159000","9700","6.50",,,"4921","32.31","109754","1.45","1500","0.94"
"005250","녹십자홀딩스","15920","80","0.51","529","30.09",,,"21895","0.73","500","3.14"
"005257","녹십자홀딩스2우","26350","-350","-1.31",,,,,,,"500","1.90"
"004370","농심","432500","-1500","-0.35","27202","15.90","33194","13.03","462077","0.94","5000","1.16"
"072710","농심홀딩스","90500","-600","-0.66","16118","5.61",,,"262523","0.34","2500","2.76"
"058730","다스코","3345","-80","-2.34",,,,,"7969","0.42","0","0.00"
"030210","다올투자증권","3510","-5","-0.14",,,,,"8710","0.40","150","4.27"
"023590","다우기술","38850","-450","-1.15","8246","4.71",,,"66912","0.58","1400","3.60"
"145210","다이나믹디자인","712","0","0.00",,,,,"1374","0.52","0","0.00"
"483650","달바글로벌","147500","2800","1.94","1445","102.08","9993","14.76","8902","16.57","305","0.21"
"019680","대교","1896","-4","-0.21","50","37.92",,,"3826","0.50","0","0.00"
"019685","대교우B","1235","2","0.16",,,,,,,"45","3.64"
"006370","대구백화점","5510","-30","-0.54",,,,,"19938","0.28","0","0.00"
"008060","대덕","10470","250","2.45","644","16.26",,,"17629","0.59","500","4.78"
"00806K","대덕1우","9170","40","0.44",,,,,,,"505","5.51"
"353200","대덕전자","47100","-50","-0.11","461","102.17","2491","18.91","16996","2.77","400","0.85"
"35320K","대덕전자1우","14640","-10","-0.07",,,,,,,"405","2.77"
"000490","대동","9690","-280","-2.81",,,,,"17911","0.54","100","1.03"
"008110","대동전자","15040","0","0.00","1738","8.65",,,"36754","0.41","0","0.00"
"005750","대림바스","4710","15","0.32","322","14.63",,,"9258","0.51","150","3.18"
"006570","대림통상","2240","10","0.45",,,,,"3866","0.58","0","0.00"
"001680","대상","21050","100","0.48","2642","7.97","3094","6.80","39464","0.53","850","4.04"
"001685","대상우","17040","120","0.71",,,,,,,"860","5.05"
"084690","대상홀딩스","9800","70","0.72","548","17.88",,,"20676","0.47","270","2.76"
"084695","대상홀딩스우","13710","0","0.00",,,,,,,"280","2.04"
"128820","대성산업","7180","-500","-6.51","172","41.74",,,"16035","0.45","0","0.00"
"117580","대성에너지","8040","20","0.25","635","12.66",,,"12094","0.66","250","3.11"
"016710","대성홀딩스","8610","-70","-0.81","1997","4.31",,,"27366","0.31","250","2.90"
"003540","대신증권","27000","-400","-1.46","1962","13.76",,,"45901","0.59","1200","4.44"
"003547","대신증권2우B","20250","-200","-0.98",,,,,,,"1200","5.93"
"003545","대신증권우","21000","-150","-0.71",,,,,,,"1250","5.95"
"009190","대양금속","1296","9","0.70",,,,,"1640","0.79","0","0.00"
"014160","대영포장","1073","-2","-0.19",,,,,"1841","0.58","0","0.00"
"047040","대우건설","3820","110","2.96","570","6.70","585","6.53","10444","0.37","0","0.00"
"003090","대웅","22050","-300","-1.34","1416","15.57",,,"24370","0.90","200","0.91"
"069620","대웅제약","172300","-2800","-1.60","2150","80.14","14793","11.65","69061","2.49","600","0.35"
"000430","대원강업","3865","95","2.52","381","10.14",,,"8359","0.46","110","2.85"
"006340","대원전선","3720","-150","-3.88","89","41.80",,,"1467","2.54","0","0.00"
"006345","대원전선우","3820","-80","-2.05",,,,,,,"0","0.00"
"003220","대원제약","11950","-150","-1.24","668","17.89","255","46.81","12844","0.93","300","2.51"
"024890","대원화성","725","7","0.97",,,,,"1027","0.71","0","0.00"
"002880","대유에이텍","1085","-9","-0.82","111","9.77",,,"946","1.15","0","0.00"
"012800","대창","1278","-31","-2.37","58","22.03",,,"3670","0.35","0","0.00"
"015230","대창단조","6310","-170","-2.62","1317","4.79",,,"11880","0.53","160","2.54"
"001070","대한방직","6420","-10","-0.16","309","20.78",,,"36634","0.18","0","0.00"
"006650","대한유화","144800","-100","-0.07",,,"15341","9.44","292683","0.49","1000","0.69"
"001440","대한전선","22900","-850","-3.58","409","55.99","636","36.00","7931","2.89","0","0.00"
"084010","대한제강","19270","70","0.36","2154","8.95","1799","10.71","45587","0.42","500","2.59"
"001790","대한제당","2825","-60","-2.08","221","12.78",,,"5928","0.48","120","4.25"
"001795","대한제당우","2535","-75","-2.87",,,,,,,"125","4.93"
"001130","대한제분","146100","-1600","-1.08","29257","4.99",,,"628059","0.23","3500","2.40"
"439260","대한조선","67000","-1400","-2.05","12506","5.36","7933","8.45","14854","4.51","0","0.00"
"003490","대한항공","22550","-250","-1.10","3566","6.32","2710","8.32","28356","0.80","750","3.33"
"003495","대한항공우","23850","-450","-1.85",,,,,,,"800","3.35"
"005880","대한해운","1757","1","0.06","508","3.46","429","4.09","6289","0.28","0","0.00"
"003830","대한화섬","117200","-600","-0.51",,,,,"638754","0.18","750","0.64"
"016090","대현","1700","5","0.29","359","4.74",,,"6106","0.28","90","5.29"
"069460","대호에이엘","1400","-14","-0.99","21","66.67",,,"1398","1.00","0","0.00"
"475560","더본코리아","24200","-200","-0.82","2593","9.33",,,"18254","1.33","300","1.24"
"192080","더블유게임즈","53600","-200","-0.37","9441","5.68","8323","6.44","57067","0.94","1200","2.24"
"012510","더존비즈온","85600","800","0.94","2170","39.45","3016","28.38","18502","4.63","477","0.56"
"004830","덕성","4875","0","0.00","446","10.93",,,"6042","0.81","100","2.05"
"004835","덕성우","7380","20","0.27",,,,,,,"105","1.42"
