종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"145720","덴티움","46200","2250","5.12","8431","5.48","5159","8.96","64317","0.72","600","1.30"
"002150","도화엔지니어링","6380","-70","-1.09",,,,,"7679","0.83","280","4.39"
"460850","동국씨엠","5320","-50","-0.93","2137","2.49",,,"34015","0.16","500","9.40"
"460860","동국제강","8240","-110","-1.32","703","11.72","1075","7.66","34346","0.24","600","7.28"
"001230","동국홀딩스","7450","-80","-1.06","378","19.71",,,"52411","0.14","500","6.71"
"023450","동남합성","33750","-50","-0.15","1933","17.46",,,"15520","2.17","900","2.67"
"004140","동방","2555","-20","-0.78","429","5.96",,,"3280","0.78","20","0.78"
"007590","동방아그로","6000","-40","-0.66","787","7.62",,,"13342","0.45","300","5.00"
"005960","동부건설","5630","80","1.44",,,,,"19630","0.29","200","3.55"
"005965","동부건설우","24550","2550","11.59",,,,,,,"250","1.02"
"026960","동서","26850","-950","-3.42","1594","16.84",,,"17172","1.56","890","3.31"
"002210","동성제약","973","0","0.00",,,,,"2413","0.40","0","0.00"
"102260","동성케미컬","4250","-35","-0.82","908","4.68",,,"8953","0.47","50","1.18"
"000640","동아쏘시오홀딩스","109600","300","0.27","9017","12.15","17160","6.39","163120","0.67","1700","1.55"
"170900","동아에스티","52500","-300","-0.57",,,"2673","19.64","74613","0.70","700","1.33"
"028100","동아지질","17250","-310","-1.77","850","20.29",,,"17334","1.00","500","2.90"
"001520","동양","843","0","0.00",,,,,"3699","0.23","0","0.00"
"001527","동양2우B","8760","-160","-1.79",,,,,,,"0","0.00"
"084670","동양고속","73200","1600","2.23",,,,,"19475","3.76","0","0.00"
"082640","동양생명","6570","0","0.00","2015","3.26","1229","5.34","12611","0.52","0","0.00"
"001525","동양우","5600","-30","-0.53",,,,,,,"0","0.00"
"018500","동원금속","1390","5","0.36","453","3.07",,,"2844","0.49","50","3.60"
"006040","동원산업","41900","-150","-0.36","1900","22.05","7744","5.41","70584","0.59","1100","2.63"
"030720","동원수산","6080","-30","-0.49","1098","5.54",,,"10484","0.58","0","0.00"
"014820","동원시스템즈","25050","-300","-1.18","2475","10.12",,,"28545","0.88","600","2.40"
"014825","동원시스템즈우","17980","240","1.35",,,,,,,"650","3.62"
"111380","동인기연","13730","0","0.00","2883","4.76","5059","2.71","25210","0.54","620","4.52"
"163560","동일고무벨트","6870","-70","-1.01","783","8.77",,,"16290","0.42","150","2.18"
"004890","동일산업","39200","50","0.13","6724","5.83",,,"195176","0.20","1250","3.19"
"002690","동일제강","1630","-10","-0.61",,,,,"8099","0.20","0","0.00"
"000020","동화약품","6250","-40","-0.64","201","31.09",,,"13470","0.46","180","2.88"
"000150","두산","781000","-17000","-2.13",,,"23589","33.11","83153","9.39","2000","0.26"
"000157","두산2우B","433500","-9500","-2.14",,,,,,,"2000","0.46"
"454910","두산로보틱스","78000","-900","-1.14",,,,,"6210","12.56","0","0.00"
"241560","두산밥캣","57700","-300","-0.52","5647","10.22","5738","10.06","69807","0.83","1600","2.77"
"034020","두산에너빌리티","75300","-1200","-1.57","174","432.76","595","126.53","11705","6.43","0","0.00"
"000155","두산우","470000","-11500","-2.39",,,,,,,"2050","0.44"
"336260","두산퓨얼셀","28850","-750","-2.53",,,,,"6097","4.73","0","0.00"
"33626K","두산퓨얼셀1우","6860","-150","-2.14",,,,,,,"0","0.00"
"33626L","두산퓨얼셀2우B","10170","-120","-1.17",,,,,,,"0","0.00"
"016740","두올","3650","-80","-2.14","530","6.89",,,"7791","0.47","120","3.29"
"192650","드림텍","7060","40","0.57","57","123.86","516","13.69","6026","1.17","200","2.83"
"024090","디씨엠","12500","-130","-1.03","2141","5.84",,,"29705","0.42","800","6.40"
"003160","디아이","21350","-250","-1.16","42","508.33","1124","19.00","5902","3.62","100","0.47"
"092200","디아이씨","14420","230","1.62","370","38.97",,,"3852","3.74","0","0.00"
"013570","디와이","4670","-70","-1.48","892","5.24",,,"15566","0.30","120","2.57"
"024900","디와이덕양","2080","-15","-0.72","520","4.00",,,"3273","0.64","50","2.40"
"210540","디와이파워","13430","-230","-1.68","1987","6.76",,,"26589","0.51","350","2.61"
"032350","롯데관광개발","23250","750","3.33",,,"967","24.05","4156","5.59","0","0.00"
"089860","롯데렌탈","31500","100","0.32","2924","10.77","4654","6.77","40683","0.77","1200","3.81"
"000400","롯데손해보험","1739","-29","-1.64","68","25.57",,,"2569","0.68","0","0.00"
"023530","롯데쇼핑","72500","-200","-0.28",,,"8788","8.25","548412","0.13","3800","5.24"
"020150","롯데에너지머티리얼즈","30550","-1100","-3.48","137","222.99",,,"28922","1.06","0","0.00"
"280360","롯데웰푸드","114600","-800","-0.69","9571","11.97","12845","8.92","241452","0.47","3300","2.88"
"286940","롯데이노베이트","19360","-330","-1.68","849","22.80","1636","11.83","27718","0.70","700","3.62"
"004000","롯데정밀화학","44550","-500","-1.11","1428","31.20","6472","6.88","92999","0.48","1400","3.14"
"004990","롯데지주","26450","-250","-0.94",,,"189","139.81","87305","0.30","1200","4.54"
"00499K","롯데지주우","27200","-100","-0.37",,,,,,,"1250","4.60"
"005300","롯데칠성","139200","300","0.22","5878","23.68","12782","10.89","149082","0.93","3400","2.44"
"005305","롯데칠성우","80000","2300","2.96",,,,,,,"3405","4.26"
"011170","롯데케미칼","70300","-900","-1.26",,,,,"340367","0.21","2000","2.84"
"071840","롯데하이마트","7550","-40","-0.53",,,"360","20.97","40094","0.19","300","3.97"
"027740","마니커","784","3","0.38",,,,,"651","1.20","0","0.00"
"001080","만호제강","43700","-300","-0.68",,,,,"55441","0.79","0","0.00"
"138040","메리츠금융지주","113100","1200","1.07","12259","9.23","14371","7.87","56153","2.01","1350","1.19"
"090370","메타랩스","1645","-54","-3.18","8","205.63",,,"3138","0.52","0","0.00"
"118000","메타케어","305","2","0.66","62","4.92",,,"702","0.43","0","0.00"
"017180","명문제약","1850","24","1.31",,,,,"2897","0.64","0","0.00"
"009900","명신산업","8970","-150","-1.64","2460","3.65","1925","4.66","13293","0.67","150","1.67"
"317450","명인제약","68900","-1300","-1.85","6131","11.24",,,"47484","1.45","1000","1.45"
"012690","모나리자","2130","-15","-0.70","34","62.65",,,"2207","0.97","0","0.00"
"005360","모나미","1954","-1","-0.05",,,,,"4845","0.40","30","1.54"
"070960","모나용평","3305","-45","-1.34","167","19.79","208","15.91","8243","0.40","0","0.00"
"009680","모토닉","10400","-180","-1.70","1496","6.95",,,"21647","0.48","600","5.77"
"009580","무림P&P","2530","-10","-0.39","361","7.01","176","14.34","10215","0.25","100","3.95"
"009200","무림페이퍼","2010","0","0.00","978","2.06",,,"10852","0.19","100","4.98"
"033920","무학","9450","1110","13.31","1828","5.17",,,"21582","0.44","520","5.50"
"008420","문배철강","2090","0","0.00","346","6.04",,,"10009","0.21","50","2.39"
"025560","미래산업","13780","80","0.58","3232","4.26",,,"29136","0.47","0","0.00"
"007120","미래아이앤지","920","-38","-3.97",,,,,"1866","0.49","0","0.00"
"085620","미래에셋생명","9380","160","1.74","1043","8.99","737","12.72","19648","0.48","0","0.00"
"006800","미래에셋증권","23350","-350","-1.48","1545","15.11","1692","13.80","20662","1.13","250","1.07"
"00680K","미래에셋증권2우B","11250","-290","-2.51",,,,,,,"250","2.22"
"006805","미래에셋증권우","14700","-910","-5.83",,,,,,,"275","1.87"
"081660","미스토홀딩스","42700","-500","-1.16","1417","30.13","4591","9.30","33628","1.27","1200","2.81"
"002840","미원상사","150300","600","0.40","10790","13.93",,,"86039","1.75","2000","1.33"
"268280","미원에스씨","140300","0","0.00","11164","12.57",,,"83441","1.68","2500","1.78"
"107590","미원홀딩스","67500","200","0.30","10906","6.19",,,"112416","0.60","700","1.04"
"134380","미원화학","92700","1600","1.76","13446","6.89",,,"80809","1.15","4000","4.31"
"003650","미창석유","121700","100","0.08","34783","3.50",,,"272644","0.45","3000","2.47"
"377740","바이오노트","5470","-60","-1.08","542","10.09",,,"16138","0.34","200","3.66"
"003610","방림","5720","-20","-0.35","22","260.00",,,"5470","1.05","60","1.05"
"035150","백산","13060","0","0.00","2771","4.71",,,"11645","1.12","350","2.68"
"002410","범양건영","1935","0","0.00",,,,,"682","2.84","0","0.00"
"007210","벽산","1742","2","0.11","290","6.01",,,"4992","0.35","37","2.12"
"002760","보락","1047","1","0.10",,,,,"779","1.34","5","0.48"
"003850","보령","9010","20","0.22","1020","8.83","447","20.18","9343","0.96","100","1.11"
"000890","보해양조","426","3","0.71","49","8.69",,,"626","0.68","0","0.00"
"003000","부광약품","3785","45","1.20",,,,,"3254","1.16","0","0.00"
"001270","부국증권","56000","-1700","-2.95","3459","16.19",,,"86512","0.65","1500","2.68"
"001275","부국증권우","28900","-600","-2.03",,,,,,,"1550","5.36"
"026940","부국철강","2075","5","0.24","117","17.74",,,"6584","0.32","75","3.61"
"011390","부산산업","77700","200","0.26",,,,,"123683","0.63","250","0.32"
"005030","부산주공","486","0","0.00",,,,,"270","1.80","0","0.00"
"006740","블루산업개발","789","-19","-2.35",,,,,"1973","0.40","0","0.00"
"002070","비비안","627","-9","-1.42",,,,,"2922","0.21","0","0.00"
"100220","비상교육","4895","0","0.00",,,,,"14504","0.34","0","0.00"
"090460","비에이치","16100","-140","-0.86","2133","7.55","2442","6.59","23083","0.70","250","1.55"
"005180","빙그레","74500","-1000","-1.32","11675","6.38","9438","7.89","81640","0.91","3300","4.43"
"003960","사조대림","37250","-150","-0.40","11494","3.24",,,"83132","0.45","300","0.81"
"008040","사조동아원","1105","-8","-0.72","172","6.42",,,"1921","0.58","20","1.81"
"007160","사조산업","54100","-1000","-1.81","927","58.36",,,"110014","0.49","0","0.00"
"014710","사조씨푸드","9210","10","0.11","686","13.43",,,"13801","0.67","0","0.00"
"006090","사조오양","9050","-90","-0.98","1342","6.74",,,"24379","0.37","150","1.66"
"062040","산일전기","130100","-3900","-2.91","3136","41.49","6756","19.26","14292","9.10","420","0.32"
"001470","삼부토건","347","0","0.00",,,,,"49","7.08","0","0.00"
"028050","삼성E&A","24050","-250","-1.03","3862","6.23","3489","6.89","21591","1.11","660","2.74"
"006400","삼성SDI","269500","-8000","-2.88","8773","30.72","3371","79.95","289386","0.93","1000","0.37"
"006405","삼성SDI우","160600","-4300","-2.61",,,,,,,"1050","0.65"
"006660","삼성공조","14190","200","1.43","1838","7.72",,,"35620","0.40","80","0.56"
"028260","삼성물산","239500","-2000","-0.83","13629","17.57","13798","17.36","189865","1.26","2600","1.09"
"02826K","삼성물산우B","145000","-1000","-0.68",,,,,,,"2650","1.83"
"207940","삼성바이오로직스","1695000","-11000","-0.64","15221","111.36","27383","61.90","153212","11.06","0","0.00"
"032830","삼성생명","157600","0","0.00","11732","13.43","12280","12.83","171141","0.92","4500","2.86"
"018260","삼성에스디에스","171500","0","0.00","9787","17.52","11306","15.17","120661","1.42","2900","1.69"
"0126Z0","삼성에피스홀딩스","743000","4000","0.54",,,,,,,"0","0.00"
"009150","삼성전기","255000","-2500","-0.97","8988","28.37","12376","20.60","116340","2.19","1800","0.71"
"009155","삼성전기우","116000","-1200","-1.02",,,,,,,"1850","1.59"
"005930","삼성전자","119900","400","0.33","4950","24.22","11004","10.90","57951","2.07","1446","1.21"
"005935","삼성전자우","89200","-600","-0.67",,,,,,,"1447","1.62"
"001360","삼성제약","1530","5","0.33",,,,,"1125","1.36","0","0.00"
"010140","삼성중공업","24100","-500","-2.03","75","321.33","1332","18.09","4443","5.42","0","0.00"
"016360","삼성증권","75400","-800","-1.05","10068","7.49","12151","6.20","82018","0.92","3500","4.64"
"068290","삼성출판사","11040","-20","-0.18","1085","10.18",,,"17639","0.63","200","1.81"
"029780","삼성카드","55900","-300","-0.53","6228","8.98","5777","9.68","79525","0.70","2800","5.01"
"000810","삼성화재","497000","1000","0.20","48779","10.19","44089","11.27","366202","1.36","19000","3.82"
"000815","삼성화재우","377500","4500","1.21",,,,,,,"19005","5.03"
"006110","삼아알미늄","23800","-1200","-4.80",,,,,"16559","1.44","25","0.11"
"0120G0","삼양바이오팜","52500","-1500","-2.78",,,,,,,"0","0.00"
"145990","삼양사","47400","-1000","-2.07","12101","3.92",,,"172467","0.27","1750","3.69"
"145995","삼양사우","36800","-150","-0.41",,,,,,,"1800","4.89"
"003230","삼양식품","1231000","-35000","-2.76","36468","33.76","73320","16.79","109524","11.24","3300","0.27"
"002170","삼양통상","55800","-100","-0.18","4036","13.83",,,"163107","0.34","1500","2.69"
"272550","삼양패키징","13610","-110","-0.80","1310","10.39",,,"24759","0.55","500","3.67"
"000070","삼양홀딩스","57600","-1500","-2.54","3651","15.78",,,"272260","0.21","3500","6.08"
"003720","삼영","6160","30","0.49","243","25.35",,,"2228","2.76","20","0.32"
"002810","삼영무역","16030","180","1.14","3219","4.98",,,"31691","0.51","700","4.37"
"005680","삼영전자","10540","50","0.48","559","18.86","740","14.24","27850","0.38","300","2.85"
"023000","삼원강재","2400","-5","-0.21","333","7.21",,,"6304","0.38","110","4.58"
"004380","삼익THK","9960","0","0.00","74","134.59",,,"9605","1.04","100","1.00"
"002450","삼익악기","1240","-18","-1.43","41","30.24",,,"3592","0.35","50","4.03"
"004440","삼일씨엔에스","5990","480","8.71",,,,,"20976","0.29","0","0.00"
"000520","삼일제약","9690","90","0.94",,,,,"8296","1.17","0","0.00"
"009770","삼정펄프","31100","-500","-1.58","15182","2.05",,,"103335","0.30","1000","3.22"
"005500","삼진제약","19750","-250","-1.25","3111","6.35",,,"21346","0.93","800","4.05"
"004690","삼천리","128500","-1000","-0.77","29606","4.34",,,"461293","0.28","3000","2.33"
"010960","삼호개발","3610","-40","-1.10","235","15.36",,,"10045","0.36","150","4.16"
"004450","삼화왕관","29300","-550","-1.84","4443","6.59",,,"61866","0.47","1200","4.10"
"009470","삼화전기","29250","-500","-1.68","2967","9.86","5201","5.62","13239","2.21","500","1.71"
"011230","삼화전자","2725","55","2.06",,,,,"938","2.91","0","0.00"
"001820","삼화콘덴서","29250","-600","-2.01","2127","13.75","2665","10.98","25847","1.13","500","1.71"
"000390","삼화페인트","7760","530","7.33","654","11.87",,,"13171","0.59","350","4.51"
"001290","상상인증권","633","-7","-1.09",,,,,"1704","0.37","0","0.00"
"041650","상신브레이크","2705","-20","-0.73","840","3.22",,,"11620","0.23","100","3.70"
"075180","새론오토모티브","3370","85","2.59","505","6.67",,,"12753","0.26","140","4.15"
"007540","샘표","48900","-700","-1.41","5325","9.18",,,"101679","0.48","200","0.41"
"248170","샘표식품","28400","350","1.25","2203","12.89",,,"53866","0.53","200","0.70"
"007860","서연","9650","0","0.00","6172","1.56",,,"37694","0.26","200","2.07"
"200880","서연이화","13000","150","1.17","5451","2.38",,,"40698","0.32","250","1.92"
"017390","서울가스","62700","-1100","-1.72","8702","7.21",,,"278337","0.23","2500","3.99"
"031210","서울보증보험","49750","-100","-0.20","3052","16.30",,,"74048","0.67","2865","5.76"
"004410","서울식품","149","0","0.00",,,,,"61","2.44","0","0.00"
"004415","서울식품우","1340","37","2.84",,,,,,,"0","0.00"
"021050","서원","1101","-17","-1.52","1043","1.06",,,"3209","0.34","0","0.00"
"008490","서흥","21650","300","1.41","1644","13.17",,,"40892","0.53","200","0.92"
"007610","선도전기","3000","0","0.00","570","5.26",,,"1792","1.67","0","0.00"
"136490","선진","9700","160","1.68","230","42.17",,,"18895","0.51","100","1.03"
"014910","성문전자","1518","350","29.97","127","11.95",,,"1917","0.79","0","0.00"
"014915","성문전자우","6350","1460","29.86",,,,,,,"0","0.00"
"004980","성신양회","9500","-80","-0.84","1818","5.23",,,"22908","0.41","350","3.68"
"004985","성신양회우","11800","80","0.68",,,,,,,"400","3.39"
"011300","성안머티리얼스","350","-4","-1.13",,,,,"296","1.18","0","0.00"
"000180","성창기업지주","1511","-4","-0.26",,,,,"8292","0.18","0","0.00"
"002420","세기상사","5380","80","1.51",,,,,"4375","1.23","0","0.00"
"004360","세방","14420","-60","-0.41","3950","3.65",,,"52358","0.28","300","2.08"
"004365","세방우","9270","-10","-0.11",,,,,,,"305","3.29"
"004490","세방전지","62800","-600","-0.95","12887","4.87","13571","4.63","111559","0.56","1100","1.75"
"001430","세아베스틸지주","50200","1550","3.19","564","89.01","2677","18.75","54089","0.93","1200","2.39"
"306200","세아제강","117300","-1000","-0.85","48949","2.40","15663","7.49","397327","0.30","7000","5.97"
"003030","세아제강지주","128100","800","0.63","10599","12.09","35493","3.61","495174","0.26","1800","1.41"
"019440","세아특수강","16760","360","2.20","1314","12.75",,,"39624","0.42","1000","5.97"
"058650","세아홀딩스","144000","-1000","-0.69","8537","16.87","21650","6.65","564206","0.26","4000","2.78"
"013000","세우글로벌","1186","1","0.08","121","9.80",,,"1805","0.66","30","2.53"
"021820","세원정공","11700","50","0.43","4646","2.52",,,"63677","0.18","200","1.71"
"067830","세이브존I&C","3220","-20","-0.62","335","9.61",,,"12843","0.25","30","0.93"
"075580","세진중공업","17400","-330","-1.86","200","87.00","531","32.75","3303","5.27","200","1.15"
"068270","셀트리온","181000","-300","-0.17","1884","96.07","5367","33.73","78248","2.31","750","0.41"
"336370","솔루스첨단소재","7300","-160","-2.14","51","143.14","93","78.69","8495","0.86","10","0.14"
"33637K","솔루스첨단소재1우","1990","-80","-3.86",,,,,,,"11","0.55"
"33637L","솔루스첨단소재2우B","3615","-5","-0.14",,,,,,,"10","0.28"
"248070","솔루엠","16590","230","1.41","812","20.43","1102","15.05","9044","1.83","0","0.00"
"004430","송원산업","9050","50","0.56","1879","4.82",,,"31505","0.29","300","3.31"
"017550","수산세보틱스","1646","-49","-2.89","148","11.12",,,"2985","0.55","10","0.61"
"126720","수산인더스트리","21150","300","1.44","2779","7.61",,,"36665","0.58","800","3.78"
"053210","스카이라이프","5030","-60","-1.18",,,"715","7.03","11633","0.43","350","6.96"
"026890","스틱인베스트먼트","9380","-70","-0.74","256","36.64",,,"6887","1.36","250","2.67"
"134790","시디즈","21400","-100","-0.47","541","39.56",,,"39021","0.55","500","2.34"
"462870","시프트업","35500","-50","-0.14","2734","12.98","2101","16.89","13104","2.71","0","0.00"
"016590","신대양제지","13110","-110","-0.83","1126","11.64",,,"19591","0.67","200","1.53"
"029530","신도리코","48600","600","1.25","8489","5.73",,,"123427","0.39","1500","3.09"
"004970","신라교역","9200","10","0.11","2509","3.67",,,"38186","0.24","500","5.43"
"011930","신성이엔지","1589","-24","-1.49",,,"139","11.40","1170","1.36","0","0.00"
"004170","신세계","247000","-2500","-1.00","11776","20.97","24963","9.89","486461","0.51","4500","1.82"
"035510","신세계 I&C","16220","-100","-0.61","2575","6.30",,,"31082","0.52","430","2.65"
"031430","신세계인터내셔날","10950","50","0.46","929","11.79","983","11.14","24300","0.45","400","3.65"
"031440","신세계푸드","47900","0","0.00","2892","16.56","6456","7.42","75793","0.63","900","1.88"
"006880","신송홀딩스","6890","-40","-0.58","504","13.67",,,"9794","0.70","120","1.74"
"005800","신영와코루","16500","120","0.73","434","38.02",,,"40958","0.40","150","0.91"
"001720","신영증권","134100","-8900","-6.22","13618","9.85",,,"227883","0.59","5000","3.73"
"009270","신원","1532","-4","-0.26","84","18.24",,,"3054","0.50","70","4.57"
"002700","신일전자","1308","8","0.62","20","65.40",,,"1170","1.12","10","0.76"
"002870","신풍","1126","0","0.00","11","102.36",,,"2588","0.44","0","0.00"
"019170","신풍제약","14040","-40","-0.28",,,,,"5010","2.80","0","0.00"
"019175","신풍제약우","23500","700","3.07",,,,,,,"0","0.00"
"055550","신한지주","76900","-1000","-1.28","8441","9.11","10806","7.12","112364","0.68","2160","2.81"
"004080","신흥","13990","-10","-0.07","554","25.25",,,"12242","1.14","290","2.07"
"004770","써니전자","1560","12","0.78","120","13.00",,,"2308","0.68","30","1.92"
"403550","쏘카","11470","-110","-0.95",,,"236","48.61","5587","2.05","0","0.00"
"004920","씨아이테크","1069","15","1.42",,,,,"1094","0.98","0","0.00"
"112610","씨에스윈드","41600","-500","-1.19","3434","12.11","4307","9.66","27720","1.50","1000","2.40"
"480370","씨케이솔루션","8420","-70","-0.82","2396","3.51",,,"9659","0.87","0","0.00"
"308170","씨티알모빌리티","6820","260","3.96",,,,,"8310","0.82","0","0.00"
"008700","아남전자","1318","-24","-1.79","123","10.72",,,"1699","0.78","0","0.00"
"090430","아모레퍼시픽","119500","-200","-0.17","8601","13.89","5361","22.29","76149","1.57","1125","0.94"
"090435","아모레퍼시픽우","43750","250","0.57",,,,,,,"1130","2.58"
"002790","아모레퍼시픽홀딩스","26850","50","0.19","2782","9.65","1668","16.10","37167","0.72","330","1.23"
"00279K","아모레퍼시픽홀딩스3우C","21650","0","0.00",,,,,,,"667","3.08"
"002795","아모레퍼시픽홀딩스우","11990","0","0.00",,,,,,,"335","2.79"
"002030","아세아","326500","7500","2.35","37523","8.70",,,"689472","0.47","5330","1.63"
"183190","아세아시멘트","12020","50","0.42","2187","5.50","2233","5.38","29491","0.41","260","2.16"
"002310","아세아제지","7970","-20","-0.25","587","13.58",,,"21027","0.38","220","2.76"
"012170","아센디오","1691","0","0.00",,,,,"1880","0.90","0","0.00"
"267850","아시아나IDT","11380","-100","-0.87","1060","10.74",,,"15201","0.75","500","4.39"
"020560","아시아나항공","7860","-20","-0.25",,,,,"4349","1.81","0","0.00"
"122900","아이마켓코리아","7880","0","0.00","857","9.19","568","13.86","11438","0.69","600","7.61"
"010780","아이에스동서","23350","-50","-0.21",,,"2427","9.62","45642","0.51","1000","4.28"
"031820","아이티센씨티에스","592","1","0.17","154","3.84",,,"1479","0.40","0","0.00"
"139990","아주스틸","3335","45","1.37",,,,,"4469","0.75","0","0.00"
"009320","아진전자부품","920","-15","-1.60","19","48.42",,,"586","1.57","0","0.00"
"001780","알루코","2125","-35","-1.62","188","11.30",,,"3219","0.66","0","0.00"
"018250","애경산업","13140","-120","-0.90","1689","7.78","941","13.96","15580","0.84","580","4.41"
"161000","애경케미칼","9500","-270","-2.76","82","115.85",,,"15259","0.62","281","2.96"
"011090","에넥스","546","9","1.68","65","8.40",,,"718","0.76","0","0.00"
"137310","에스디바이오센서","8900","-60","-0.67",,,,,"24236","0.37","200","2.25"
"005850","에스엘","42850","100","0.23","7998","5.36","7718","5.55","49934","0.86","1200","2.80"
"010580","에스엠벡셀","2345","-195","-7.68","10","234.50",,,"606","3.87","0","0.00"
"012750","에스원","72100","-900","-1.23","5227","13.79","5038","14.31","49117","1.47","2700","3.74"
"023960","에쓰씨엔지니어링","1300","-30","-2.26","112","11.61",,,"1308","0.99","0","0.00"
"298690","에어부산","1719","-6","-0.35",,,,,"1193","1.44","0","0.00"
"078520","에이블씨엔씨","10470","180","1.75","559","18.73",,,"3509","2.98","411","3.93"
"015260","에이엔피","430","5","1.18",,,,,"573","0.75","0","0.00"
"007460","에이프로젠","697","-5","-0.71",,,,,"560","1.24","0","0.00"
"003060","에이프로젠바이오로직스","519","-11","-2.08",,,,,"1916","0.27","0","0.00"
"244920","에이플러스에셋","8940","-100","-1.11","109","82.02","863","10.36","6659","1.34","200","2.24"
"278470","에이피알","231000","-3500","-1.49","2875","80.35","10374","22.27","8687","26.59","0","0.00"
"450080","에코프로머티","52100","-3100","-5.62",,,"482","108.20","10577","4.93","0","0.00"
"019490","엑시큐어하이트론","541","0","0.00",,,,,"385","1.41","0","0.00"
"036570","엔씨소프트","201500","0","0.00","4728","42.62","15388","13.09","157673","1.28","1460","0.72"
"085310","엔케이","1167","-27","-2.26",,,,,"2205","0.53","10","0.86"
"066970","엘앤에프","95200","-10400","-9.85",,,"942","101.02","21264","4.48","0","0.00"
"097520","엠씨넥스","28850","-150","-0.52","3661","7.88","3595","8.03","22067","1.31","800","2.77"
"484870","엠앤씨솔루션","142800","4400","3.18","3361","42.49","8969","15.92","18067","7.90","1480","1.04"
"014440","영보화학","4830","-150","-3.01","1157","4.17",,,"9377","0.52","350","7.25"
"111770","영원무역","81800","-400","-0.49","9846","8.31","11206","7.30","86238","0.95","1400","1.71"
"009970","영원무역홀딩스","191500","1700","0.90","28777","6.65","28241","6.78","233944","0.82","5350","2.79"
"003520","영진약품","2000","-25","-1.23","7","285.71",,,"491","4.07","0","0.00"
"000670","영풍","47500","-400","-0.84",,,,,"196604","0.24","5","0.01"
"012280","영화금속","950","-2","-0.21","170","5.59",,,"1461","0.65","30","3.16"
"012160","영흥","489","-9","-1.81",,,,,"2729","0.18","0","0.00"
"007310","오뚜기","385000","0","0.00","40048","9.61","35680","10.79","597176","0.64","9000","2.34"
"002630","오리엔트바이오","601","-4","-0.66",,,,,"606","0.99","0","0.00"
"271560","오리온","105700","300","0.28","13271","7.96","11840","8.93","87815","1.20","2500","2.37"
"001800","오리온홀딩스","20650","50","0.24","2670","7.73","2347","8.80","39410","0.52","800","3.87"
"005320","온타이드","456","-2","-0.44",,,,,"1550","0.29","0","0.00"
"011690","와이투솔루션","4145","-95","-2.24","180","23.03",,,"2973","1.39","0","0.00"
"316140","우리금융지주","28000","-250","-0.88","3950","7.09","4425","6.33","45919","0.61","1200","4.29"
"006980","우성","16050","-100","-0.62","7672","2.09",,,"77989","0.21","300","1.87"
"017370","우신시스템","6200","-10","-0.16","2186","2.84","1403","4.42","8316","0.75","50","0.81"
"105840","우진","17070","-380","-2.18","687","24.85",,,"9602","1.78","250","1.46"
"010400","우진아이엔에스","4020","30","0.75",,,,,"10813","0.37","0","0.00"
"049800","우진플라임","1910","-7","-0.37","120","15.92",,,"5346","0.36","50","2.62"
"016880","웅진","2340","-40","-1.68","40","58.50",,,"919","2.55","0","0.00"
"095720","웅진씽크빅","1278","-10","-0.78",,,,,"2611","0.49","90","7.04"
"005820","원림","14900","60","0.40","1961","7.60",,,"60002","0.25","400","2.68"
"010600","웰바이오텍","545","0","0.00",,,,,"222","2.45","0","0.00"
"008600","윌비스","321","-9","-2.73",,,,,"1344","0.24","0","0.00"
"033270","유나이티드제약","19070","-100","-0.52","2209","8.63","2877","6.63","27612","0.69","450","2.36"
"014830","유니드","67200","200","0.30","11483","5.85","12928","5.20","152473","0.44","1800","2.68"
"446070","유니드비티플러스","3445","-20","-0.58","618","5.57",,,"18967","0.18","80","2.32"
"000910","유니온","4180","-20","-0.48",,,,,"5326","0.78","125","2.99"
"047400","유니온머티리얼","1336","-11","-0.82",,,,,"367","3.64","0","0.00"
"011330","유니켐","1264","1","0.08",,,,,"1343","0.94","0","0.00"
"077500","유니퀘스트","6600","120","1.85","245","26.94",,,"10743","0.61","100","1.52"
"002920","유성기업","2220","20","0.91",,,,,"11235","0.20","40","1.80"
"000700","유수홀딩스","5820","-40","-0.68","1288","4.52",,,"13098","0.44","350","6.01"
"003470","유안타증권","3690","-10","-0.27","340","10.85",,,"7953","0.46","200","5.42"
"003475","유안타증권우","3745","-15","-0.40",,,,,,,"250","6.68"
"072130","유엔젤","4555","-225","-4.71","305","14.93",,,"4864","0.94","70","1.54"
"000220","유유제약","4515","10","0.22","468","9.65",,,"6671","0.68","100","2.21"
"000225","유유제약1우","5190","-60","-1.14",,,,,,,"120","2.31"
"000227","유유제약2우B","11180","-20","-0.18",,,,,,,"120","1.07"
"001200","유진투자증권","3440","-15","-0.43","540","6.37",,,"11448","0.30","100","2.91"
"000100","유한양행","112400","-700","-0.62","943","119.19","2260","49.74","28030","4.01","500","0.44"
"000105","유한양행우","101300","-700","-0.69",,,,,,,"510","0.50"
"003460","유화증권","2725","-60","-2.15","291","9.36",,,"8432","0.32","160","5.87"
"003465","유화증권우","2745","-5","-0.18",,,,,,,"170","6.19"
"008730","율촌화학","25800","-1200","-4.44",,,,,"11731","2.20","250","0.97"
"008250","이건산업","4690","-110","-2.29",,,,,"19779","0.24","100","2.13"
"025820","이구산업","5570","-520","-8.54","377","14.77",,,"4080","1.37","50","0.90"
