종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"229640","LS에코에너지","31000","350","1.14","136","227.94","1133","27.36","4793","6.47","200","0.65"
"108320","LX세미콘","56900","300","0.53","6222","9.14","9430","6.03","60056","0.95","1800","3.16"
"001120","LX인터내셔널","27050","-250","-0.92","3255","8.31","7485","3.61","63172","0.43","1200","4.44"
"108670","LX하우시스","31900","-150","-0.47","6186","5.16","7543","4.23","83467","0.38","1700","5.33"
"108675","LX하우시스우","20900","-150","-0.71",,,,,,,"1750","8.37"
"383800","LX홀딩스","6860","20","0.29","1015","6.76","2071","3.31","21403","0.32","270","3.94"
"38380K","LX홀딩스1우","8040","70","0.88",,,,,,,"280","3.48"
"023150","MH에탄올","5550","-150","-2.63","718","7.73",,,"10724","0.52","250","4.50"
"035420","NAVER","198900","1200","0.61","6661","29.86","11110","17.90","154077","1.29","1205","0.61"
"181710","NHN","17650","-250","-1.40",,,"1962","9.00","48402","0.36","500","2.83"
"005940","NH투자증권","13950","0","0.00","1588","8.78","2113","6.60","21757","0.64","800","5.73"
"005945","NH투자증권우","12160","-90","-0.73",,,,,,,"850","6.99"
"034310","NICE","10870","-160","-1.45","110","98.82",,,"21341","0.51","451","4.15"
"030190","NICE평가정보","12180","-240","-1.93","946","12.88","1289","9.45","6249","1.95","410","3.37"
"008260","NI스틸","3495","50","1.45","1756","1.99",,,"8188","0.43","125","3.58"
"004250","NPC","4295","25","0.59","650","6.61",,,"8873","0.48","100","2.33"
"004255","NPC우","2600","-10","-0.38",,,,,,,"105","4.04"
"456040","OCI","58500","-400","-0.68","7052","8.30",,,"132933","0.44","2000","3.42"
"010060","OCI홀딩스","58800","-600","-1.01","36540","1.61","16866","3.49","190202","0.31","3300","5.61"
"178920","PI첨단소재","16890","-110","-0.65",,,"1262","13.39","10724","1.57","0","0.00"
"005490","POSCO홀딩스","253500","0","0.00","22382","11.33","26699","9.49","714069","0.36","10000","3.94"
"010950","S-Oil","54800","-200","-0.36","8149","6.72","5652","9.70","77629","0.71","1700","3.10"
"010955","S-Oil우","38100","200","0.53",,,,,,,"1725","4.53"
"034120","SBS","22150","450","2.07","2613","8.48","2036","10.88","47382","0.47","500","2.26"
"005090","SGC에너지","24700","-400","-1.59","2953","8.36","6146","4.02","49925","0.49","1700","6.88"
"001380","SG글로벌","3320","-75","-2.21","449","7.39",,,"3137","1.06","0","0.00"
"004060","SG세계물산","320","0","0.00",,,,,"1222","0.26","0","0.00"
"001770","SHD","13640","140","1.04","91","149.89",,,"42198","0.32","100","0.73"
"002360","SH에너지화학","527","24","4.77",,,,,"823","0.64","0","0.00"
"009160","SIMPAC","3755","0","0.00",,,,,"10735","0.35","100","2.66"
"033530","SJG세종","3950","-15","-0.38","149","26.51",,,"15243","0.26","150","3.80"
"123700","SJM","2880","-15","-0.52","1128","2.55",,,"12162","0.24","175","6.08"
"025530","SJM홀딩스","3230","-20","-0.62","709","4.56",,,"11504","0.28","225","6.97"
"034730","SK","131500","-3600","-2.66",,,"22801","5.77","373938","0.35","5000","3.80"
"011790","SKC","105100","-1800","-1.68",,,,,"41484","2.53","0","0.00"
"018670","SK가스","207000","5000","2.48","35241","5.87","35076","5.90","287583","0.72","8000","3.86"
"001740","SK네트웍스","4150","-15","-0.36",,,"294","14.12","10690","0.39","200","4.82"
"006120","SK디스커버리","38800","-550","-1.40","9699","4.00",,,"150811","0.26","1700","4.38"
"006125","SK디스커버리우","32000","100","0.31",,,,,,,"1750","5.47"
"210980","SK디앤디","7230","-130","-1.77","4177","1.73","2855","2.53","31495","0.23","800","11.07"
"302440","SK바이오사이언스","50400","450","0.90","291","173.20",,,"22178","2.27","0","0.00"
"326030","SK바이오팜","111100","7300","7.03",,,"1948","57.03","3622","30.67","0","0.00"
"402340","SK스퀘어","79300","-600","-0.75",,,"30241","2.62","112214","0.71","0","0.00"
"361610","SK아이이테크놀로지","22550","50","0.22","1152","19.57",,,"33825","0.67","0","0.00"
"100090","SK오션플랜트","12870","-50","-0.39","1041","12.36","981","13.12","11734","1.10","0","0.00"
"03473K","SK우","113000","-400","-0.35",,,,,,,"5050","4.47"
"096770","SK이노베이션","112000","1000","0.90","2808","39.89",,,"230169","0.49","0","0.00"
"096775","SK이노베이션우","73600","-300","-0.41",,,,,,,"0","0.00"
"475150","SK이터닉스","12050","220","1.86",,,"1089","11.06",,,"0","0.00"
"001510","SK증권","463","-2","-0.43","6","77.17",,,"1523","0.30","2","0.43"
"001515","SK증권우","1690","-38","-2.20",,,,,,,"7","0.41"
"285130","SK케미칼","44300","-1100","-2.42","2072","21.38","640","69.20","110405","0.40","650","1.47"
"28513K","SK케미칼우","19910","-140","-0.70",,,,,,,"700","3.52"
"017670","SK텔레콤","55200","-1100","-1.95","4954","11.14","5814","9.49","53545","1.03","3540","6.41"
"000660","SK하이닉스","173900","-600","-0.34",,,"35325","4.92","77752","2.24","1200","0.69"
"003570","SNT다이내믹스","18710","170","0.92","2212","8.46","2021","9.26","31290","0.60","700","3.74"
"064960","SNT모티브","40300","-100","-0.25","6579","6.13","6276","6.42","72007","0.56","1600","3.97"
"100840","SNT에너지","23900","650","2.80","1252","19.09","2062","11.59","15209","1.57","900","3.77"
"036530","SNT홀딩스","22500","-350","-1.53","6041","3.72","6502","3.46","73929","0.30","800","3.56"
"005610","SPC삼립","50300","0","0.00","6197","8.12","8170","6.16","51697","0.97","1700","3.38"
"011810","STX","4355","90","2.11",,,,,"2791","1.56","0","0.00"
"465770","STX그린로지스","7930","90","1.15","201","39.45",,,"4260","1.86","0","0.00"
"077970","STX엔진","20100","0","0.00","167","120.36","1002","20.07","9391","2.14","0","0.00"
"002820","SUN&L","2965","20","0.68",,,,,"19587","0.15","0","0.00"
"084870","TBH글로벌","1218","30","2.53","323","3.77",,,"3022","0.40","100","8.21"
"002710","TCC스틸","27200","50","0.18",,,"649","41.94","8808","3.09","80","0.29"
"069260","TKG휴켐스","17050","-520","-2.96","3512","4.85","2092","8.15","21904","0.78","1000","5.87"
"007980","TP","1412","-2","-0.14","130","10.86",,,"4274","0.33","35","2.48"
"002900","TYM","4390","70","1.62","1390","3.16",,,"8938","0.49","160","3.64"
"024070","WISCOM","2090","0","0.00",,,,,"7237","0.29","50","2.39"
"037270","YG PLUS","3615","10","0.28","340","10.63",,,"2564","1.41","0","0.00"
"000500","가온전선","54200","-1300","-2.34","2907","18.64",,,"46434","1.17","0","0.00"
"000860","강남제비스코","25300","-250","-0.98","2541","9.96",,,"93917","0.27","500","1.98"
"035250","강원랜드","15970","-190","-1.18","1681","9.50","1481","10.78","18141","0.88","930","5.82"
"011420","갤럭시아에스엠","1930","3","0.16","97","19.90",,,"2713","0.71","0","0.00"
"002100","경농","9000","20","0.22","1059","8.50",,,"13544","0.66","450","5.00"
"009450","경동나비엔","87800","-1200","-1.35","5753","15.26","9153","9.59","40448","2.17","550","0.63"
"267290","경동도시가스","17700","-40","-0.23","5196","3.41",,,"71387","0.25","875","4.94"
"012320","경동인베스트","61000","200","0.33","9133","6.68",,,"212135","0.29","750","1.23"
"000050","경방","6350","0","0.00",,,,,"29623","0.21","125","1.97"
"214390","경보제약","6220","760","13.92","124","50.16",,,"6039","1.03","50","0.80"
"012610","경인양행","2715","10","0.37",,,,,"5471","0.50","50","1.84"
"009140","경인전자","20250","0","0.00","4445","4.56",,,"54237","0.37","350","1.73"
"013580","계룡건설","12890","-10","-0.08","5334","2.42","6349","2.03","90108","0.14","400","3.10"
"012200","계양전기","1527","27","1.80",,,,,"4254","0.36","25","1.64"
"012205","계양전기우","3620","25","0.70",,,,,,,"30","0.83"
"002140","고려산업","2585","15","0.58","137","18.87",,,"4348","0.59","25","0.97"
"010130","고려아연","1006000","-21000","-2.04","26139","38.49",,,"451351","2.23","15000","1.49"
"002240","고려제강","17850","0","0.00","2648","6.74",,,"62163","0.29","350","1.96"
"009290","광동제약","5440","-170","-3.03","913","5.96",,,"13588","0.40","100","1.84"
"017040","광명전기","1553","42","2.78","239","6.50",,,"2838","0.55","10","0.64"
"017900","광전자","1719","22","1.30",,,,,"4594","0.37","50","2.91"
"037710","광주신세계","28850","300","1.05","6065","4.76",,,"102953","0.28","2200","7.63"
"030610","교보증권","5560","-10","-0.18","843","6.60",,,"16632","0.33","250","4.50"
"339770","교촌에프앤비","5460","-240","-4.21","287","19.02","803","6.80","3741","1.46","300","5.49"
"007690","국도화학","31600","500","1.61","921","34.31","3457","9.14","100047","0.32","1200","3.80"
"001140","국보","2110","0","0.00",,,,,"2367","0.89","0","0.00"
"002720","국제약품","5060","245","5.09",,,,,"4194","1.21","0","0.00"
"083420","그린케미칼","6830","520","8.24","144","47.43",,,"5160","1.32","230","3.37"
"014530","극동유화","3580","65","1.85","439","8.15",,,"6020","0.59","200","5.59"
"014280","금강공업","3900","-20","-0.51","1458","2.67",,,"14331","0.27","120","3.08"
"014285","금강공업우","6710","-30","-0.45",,,,,,,"130","1.94"
"008870","금비","58400","500","0.86",,,,,"97823","0.60","1300","2.23"
"001570","금양","21200","950","4.69",,,,,"3377","6.28","0","0.00"
"002990","금호건설","2680","-30","-1.11","31","86.45","211","12.68","13006","0.21","0","0.00"
"002995","금호건설우","13750","-40","-0.29",,,,,,,"0","0.00"
"011780","금호석유","90600","1500","1.68","16727","5.42","13413","6.75","221466","0.41","2900","3.20"
"011785","금호석유우","48150","-50","-0.10",,,,,,,"2950","6.13"
"214330","금호에이치티","624","-12","-1.89",,,,,"1630","0.38","0","0.00"
"001210","금호전기","940","43","4.79",,,,,"574","1.64","0","0.00"
"073240","금호타이어","4775","80","1.70","549","8.70","1263","3.78","4401","1.08","0","0.00"
"092440","기신정기","2465","0","0.00","59","41.78",,,"8537","0.29","120","4.87"
"000270","기아","100700","-200","-0.20","22168","4.54","25663","3.92","117495","0.86","5600","5.56"
"024110","기업은행","14330","-120","-0.83","3162","4.53","3533","4.06","39698","0.36","984","6.87"
"013700","까뮤이앤씨","1260","0","0.00","58","21.72",,,"1908","0.66","20","1.59"
"004540","깨끗한나라","2295","5","0.22",,,,,"5628","0.41","0","0.00"
"004545","깨끗한나라우","12120","-100","-0.82",,,,,,,"0","0.00"
"001260","남광토건","7960","180","2.31","610","13.05",,,"11506","0.69","0","0.00"
"008350","남선알미늄","1495","-16","-1.06",,,,,"2343","0.64","0","0.00"
"008355","남선알미우","16430","-70","-0.42",,,,,,,"0","0.00"
"004270","남성","1124","17","1.54",,,,,"3455","0.33","0","0.00"
"003920","남양유업","58700","200","0.34",,,,,"77097","0.76","100","0.17"
"003925","남양유업우","37000","0","0.00",,,,,,,"105","0.28"
"025860","남해화학","6130","10","0.16","250","24.52",,,"10642","0.58","60","0.98"
"005720","넥센","4570","-25","-0.54","778","5.87",,,"22055","0.21","125","2.74"
"005725","넥센우","3085","-5","-0.16",,,,,,,"130","4.21"
"002350","넥센타이어","6010","-130","-2.12","1001","6.00","1740","3.45","16524","0.36","115","1.91"
"002355","넥센타이어1우B","2825","-15","-0.53",,,,,,,"120","4.25"
"092790","넥스틸","7450","-230","-2.99","5470","1.36",,,"17112","0.44","700","9.40"
"251270","넷마블","51700","300","0.58",,,"2240","23.08","60774","0.85","0","0.00"
"090350","노루페인트","7940","20","0.25","1362","5.83",,,"18290","0.43","325","4.09"
"090355","노루페인트우","12850","-280","-2.13",,,,,,,"330","2.57"
"000320","노루홀딩스","12880","-60","-0.46","2429","5.30","2660","4.84","39422","0.33","500","3.88"
"000325","노루홀딩스우","29500","50","0.17",,,,,,,"505","1.71"
"006280","녹십자","179500","10400","6.15",,,"3431","52.31","113924","1.58","1500","0.84"
"005250","녹십자홀딩스","17320","430","2.55",,,,,"21591","0.80","300","1.73"
"005257","녹십자홀딩스2우","23650","950","4.19",,,,,,,"300","1.27"
"004370","농심","374000","-9500","-2.48","29728","12.58","30032","12.45","420264","0.89","5000","1.34"
"072710","농심홀딩스","63400","-900","-1.40","14478","4.38",,,"242037","0.26","2500","3.94"
"058730","다스코","2855","30","1.06","764","3.74",,,"8251","0.35","100","3.50"
"030210","다올투자증권","3135","-530","-14.46",,,,,"9510","0.33","150","4.78"
"023590","다우기술","17870","90","0.51","5237","3.41",,,"58374","0.31","700","3.92"
"145210","다이나믹디자인","1572","26","1.68",,,,,"1512","1.04","0","0.00"
"019680","대교","2520","0","0.00",,,"36","69.05","3754","0.67","0","0.00"
"019685","대교우B","1444","-12","-0.82",,,,,,,"45","3.12"
"006370","대구백화점","5250","0","0.00",,,,,"23714","0.22","50","0.95"
"008060","대덕","6600","-40","-0.60","364","18.13",,,"17308","0.38","400","6.06"
"00806K","대덕1우","7060","0","0.00",,,,,,,"405","5.74"
"353200","대덕전자","15500","-170","-1.08","492","31.50","1236","12.54","16857","0.92","300","1.94"
"35320K","대덕전자1우","7990","70","0.88",,,,,,,"305","3.82"
"000490","대동","9220","-10","-0.11","794","11.61",,,"19071","0.48","100","1.08"
"008110","대동전자","15040","0","0.00","3427","4.39",,,"32490","0.46","0","0.00"
"005750","대림B&Co","3655","45","1.25",,,,,"9208","0.40","110","3.01"
"006570","대림통상","2605","-10","-0.38",,,,,"4687","0.56","0","0.00"
"001680","대상","19190","-60","-0.31","1862","10.31","3191","6.01","36679","0.52","800","4.17"
"001685","대상우","15420","-110","-0.71",,,,,,,"810","5.25"
"084690","대상홀딩스","10180","370","3.77","568","17.92",,,"20000","0.51","270","2.65"
"084695","대상홀딩스우","16410","660","4.19",,,,,,,"280","1.71"
"128820","대성산업","3265","15","0.46",,,,,"15906","0.21","0","0.00"
"117580","대성에너지","8490","290","3.54","549","15.46",,,"11752","0.72","250","2.94"
"016710","대성홀딩스","7030","-20","-0.28","9558","0.74",,,"26059","0.27","250","3.56"
"003540","대신증권","16070","-280","-1.71","2036","7.89","1965","8.18","44804","0.36","1200","7.47"
"003547","대신증권2우B","14800","-30","-0.20",,,,,,,"1200","8.11"
"003545","대신증권우","15700","-90","-0.57",,,,,,,"1250","7.96"
"009190","대양금속","1541","-107","-6.49",,,,,"1938","0.80","0","0.00"
"014160","대영포장","1004","25","2.55","83","12.10",,,"1832","0.55","0","0.00"
"047040","대우건설","3105","-55","-1.74","1245","2.49","769","4.04","9847","0.32","0","0.00"
"003090","대웅","21600","1150","5.62","3692","5.85","2960","7.30","22861","0.94","100","0.46"
"069620","대웅제약","126400","4100","3.35","10656","11.86","10100","12.51","66686","1.90","600","0.47"
"000430","대원강업","3890","5","0.13","494","7.87",,,"8211","0.47","110","2.83"
"006340","대원전선","2975","-60","-1.98","129","23.06",,,"1345","2.21","0","0.00"
"006345","대원전선우","4140","-355","-7.90",,,,,,,"0","0.00"
"003220","대원제약","14250","260","1.86","1140","12.50","1731","8.23","12559","1.13","300","2.11"
"024890","대원화성","995","-9","-0.90",,,,,"1295","0.77","0","0.00"
"002880","대유에이텍","1150","-27","-2.29",,,,,"783","1.47","0","0.00"
"000300","대유플러스","1984","0","0.00",,,,,,,"0","0.00"
"012800","대창","1240","-3","-0.24",,,,,"2892","0.43","0","0.00"
"015230","대창단조","4980","15","0.30","1310","3.80",,,"10294","0.48","180","3.61"
"001070","대한방직","5310","40","0.76",,,,,"36246","0.15","0","0.00"
"006650","대한유화","77700","-300","-0.38",,,"8082","9.61","295460","0.26","1000","1.29"
"001440","대한전선","11150","-110","-0.98","519","21.48","551","20.23","6878","1.62","0","0.00"
"084010","대한제강","16620","-30","-0.18","4007","4.15","1965","8.46","42959","0.39","500","3.01"
"001790","대한제당","2670","-15","-0.56","354","7.54",,,"5764","0.46","115","4.31"
"001795","대한제당우","2370","-20","-0.84",,,,,,,"120","5.06"
"001130","대한제분","126400","200","0.16","60350","2.09",,,"603520","0.21","2500","1.98"
"003490","대한항공","22600","-700","-3.00","2866","7.89","4045","5.59","25793","0.88","750","3.32"
"003495","대한항공우","22700","0","0.00",,,,,,,"800","3.52"
"005880","대한해운","1674","15","0.90","220","7.61","569","2.94","5178","0.32","0","0.00"
"003830","대한화섬","104700","800","0.77","9283","11.28",,,"638399","0.16","750","0.72"
"016090","대현","2335","55","2.41","526","4.44",,,"5879","0.40","100","4.28"
"069460","대호에이엘","1281","-10","-0.77","52","24.63",,,"1404","0.91","0","0.00"
"475560","더본코리아","32000","650","2.07","1837","17.42",,,"11574","2.76","0","0.00"
"192080","더블유게임즈","53900","900","1.70","7635","7.06","8561","6.30","44663","1.21","1000","1.86"
"012510","더존비즈온","63700","1700","2.74","1082","58.87","1963","32.45","14903","4.27","217","0.34"
"004830","덕성","6720","190","2.91","366","18.36",,,"5653","1.19","45","0.67"
"004835","덕성우","9470","440","4.87",,,,,,,"50","0.53"
"024900","덕양산업","2980","70","2.41","383","7.78",,,"2927","1.02","50","1.68"
"145720","덴티움","62200","1900","3.15","11193","5.56","9256","6.72","53874","1.15","400","0.64"
"002150","도화엔지니어링","6540","0","0.00","623","10.50",,,"8202","0.80","280","4.28"
"460850","동국씨엠","5950","-30","-0.50","339","17.55",,,"32217","0.18","100","1.68"
"460860","동국제강","8000","-80","-0.99","2869","2.79","1897","4.22","34740","0.23","700","8.75"
"001230","동국홀딩스","7370","-60","-0.81","4500","1.64",,,"52450","0.14","600","8.14"
"023450","동남합성","31700","-150","-0.47","1706","18.58",,,"14865","2.13","1000","3.15"
"004140","동방","2165","30","1.41","310","6.98",,,"2969","0.73","20","0.92"
"007590","동방아그로","6180","40","0.65","978","6.32",,,"12845","0.48","300","4.85"
