종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"001080","만호제강","17500","-50","-0.28","420","41.67",,,"55976","0.31","200","1.14"
"138040","메리츠금융지주","9810","-140","-1.41","2797","3.51",,,"19600","0.50","550","5.61"
"008560","메리츠증권","3665","-10","-0.27","924","3.97",,,"5695","0.64","200","5.46"
"000060","메리츠화재","14600","-450","-2.99","2693","5.42",,,"21397","0.68","850","5.82"
"090370","메타랩스","1070","10","0.94",,,,,"1022","1.05","0","0.00"
"017180","명문제약","7270","90","1.25",,,,,"2912","2.50","0","0.00"
"009900","명신산업","45650","4650","11.34","1419","32.17",,,"2235","20.43","0","0.00"
"012690","모나리자","5040","70","1.41","66","76.36",,,"1781","2.83","50","0.99"
"005360","모나미","5490","-20","-0.36",,,,,"3873","1.42","70","1.28"
"009680","모토닉","11800","50","0.43","514","22.96",,,"12362","0.95","300","2.54"
"009580","무림P&P","3620","60","1.69","162","22.35",,,"9842","0.37","175","4.83"
"009200","무림페이퍼","2705","35","1.31",,,,,"10529","0.26","50","1.85"
"033920","무학","7180","110","1.56","849","8.46",,,"18067","0.40","0","0.00"
"008420","문배철강","3420","45","1.33","121","28.26",,,"5430","0.63","50","1.46"
"025560","미래산업","3040","-60","-1.94",,,,,"3850","0.79","0","0.00"
"007120","미래아이앤지","394","-6","-1.50","109","3.61",,,"537","0.73","0","0.00"
"006800","미래에셋대우","9440","150","1.61","956","9.87",,,"11236","0.84","260","2.75"
"00680K","미래에셋대우2우B","4560","5","0.11",,,,,,,"286","6.27"
"006805","미래에셋대우우","5110","20","0.39",,,,,,,"286","5.60"
"085620","미래에셋생명","3850","-40","-1.03","682","5.65",,,"11792","0.33","170","4.42"
"002840","미원상사","121500","3500","2.97","6163","19.71",,,"44134","2.75","654","0.54"
"268280","미원에스씨","104500","1000","0.97","7559","13.82",,,"47326","2.21","1700","1.63"
"107590","미원홀딩스","77300","800","1.05","6591","11.73",,,"62937","1.23","400","0.52"
"134380","미원화학","61900","0","0.00","6719","9.21",,,"46438","1.33","1000","1.62"
"003650","미창석유","64300","-100","-0.16","11366","5.66",,,"148274","0.43","2000","3.11"
"003610","방림","1910","35","1.87","144","13.26",,,"4475","0.43","40","2.09"
"001340","백광산업","3315","0","0.00","373","8.89",,,"3726","0.89","75","2.26"
"035150","백산","5540","150","2.78","288","19.24",,,"5853","0.95","100","1.81"
"002410","범양건영","4855","145","3.08","794","6.11",,,"2819","1.72","0","0.00"
"007210","벽산","2505","125","5.25",,,,,"3390","0.74","0","0.00"
"002760","보락","2455","35","1.45","11","223.18",,,"734","3.34","5","0.20"
"003850","보령제약","19050","0","0.00","701","27.18",,,"5858","3.25","100","0.52"
"000890","보해양조","917","-1","-0.11",,,,,"635","1.44","0","0.00"
"003000","부광약품","28100","800","2.93",,,,,"4489","6.26","200","0.71"
"001270","부국증권","21300","-200","-0.93","3070","6.94",,,"36295","0.59","1200","5.63"
"001275","부국증권우","19600","-100","-0.51",,,,,,,"1250","6.38"
"026940","부국철강","4455","160","3.73","92","48.42",,,"5627","0.79","75","1.68"
"015350","부산가스","51000","200","0.39","4892","10.43",,,"60885","0.84","1000","1.96"
"011390","부산산업","115000","2000","1.77","3684","31.22",,,"52812","2.18","250","0.22"
"005030","부산주공","719","37","5.43",,,,,"709","1.01","0","0.00"
"002070","비비안","3780","65","1.75",,,,,"6310","0.60","0","0.00"
"100220","비상교육","6650","20","0.30","921","7.22",,,"16496","0.40","250","3.76"
"030790","비케이탑스","15900","800","5.30",,,,,"6679","2.38","0","0.00"
"352820","빅히트","160000","1500","0.95","2951","54.22",,,"6113","26.17","0","0.00"
"005180","빙그레","57100","-500","-0.87","4644","12.30",,,"57976","0.98","1450","2.54"
"003960","사조대림","16300","100","0.62","12182","1.34",,,"34643","0.47","150","0.92"
"008040","사조동아원","957","17","1.81","7","136.71",,,"1394","0.69","0","0.00"
"007160","사조산업","31200","300","0.97",,,,,"79920","0.39","150","0.48"
"014710","사조씨푸드","6020","270","4.70",,,,,"11862","0.51","0","0.00"
"006090","사조오양","9840","90","0.92","1402","7.02",,,"17782","0.55","100","1.02"
"001470","삼부토건","4580","355","8.40","61","75.08",,,"1531","2.99","0","0.00"
"006400","삼성SDI","628000","27000","4.49","5331","117.80",,,"175114","3.59","1000","0.16"
"006405","삼성SDI우","305000","5000","1.67",,,,,,,"1050","0.34"
"006660","삼성공조","7220","50","0.70","593","12.18",,,"26712","0.27","60","0.83"
"028260","삼성물산","138000","1500","1.10","6366","21.68",,,"125948","1.10","2000","1.45"
"02826K","삼성물산우B","125500","-500","-0.40",,,,,,,"2050","1.63"
"207940","삼성바이오로직스","826000","4000","0.49","3067","269.32",,,"65812","12.55","0","0.00"
"032830","삼성생명","79100","0","0.00","5443","14.53",,,"178335","0.44","2650","3.35"
"018260","삼성에스디에스","178500","1000","0.56","9521","18.75",,,"84595","2.11","2400","1.34"
"028050","삼성엔지니어링","13250","300","2.32","1493","8.87",,,"6749","1.96","0","0.00"
"009150","삼성전기","178000","1000","0.56","6806","26.15",,,"68106","2.61","1100","0.62"
"009155","삼성전기우","92100","300","0.33",,,,,,,"1150","1.25"
"005930","삼성전자","81000","2700","3.45","3166","25.58",,,"37528","2.16","1416","1.75"
"005935","삼성전자우","73600","1400","1.94",,,,,,,"1417","1.93"
"001360","삼성제약","6050","-70","-1.14","118","51.27",,,"2421","2.50","0","0.00"
"010140","삼성중공업","7040","70","1.00",,,,,"8324","0.85","0","0.00"
"010145","삼성중공우","345500","5000","1.47",,,,,,,"0","0.00"
"016360","삼성증권","40450","-250","-0.61","4388","9.22",,,"55423","0.73","1700","4.20"
"068290","삼성출판사","23950","500","2.13","487","49.18",,,"9069","2.64","100","0.42"
"029780","삼성카드","32500","-600","-1.81","3225","10.08",,,"59525","0.55","1600","4.92"
"000810","삼성화재","187500","-500","-0.27","15126","12.40",,,"282791","0.66","8500","4.53"
"000815","삼성화재우","143000","-4000","-2.72",,,,,,,"8505","5.95"
"006110","삼아알미늄","11550","1650","16.67","450","25.67",,,"9893","1.17","110","0.95"
"145990","삼양사","60400","400","0.67","3375","17.90",,,"104070","0.58","1000","1.66"
"145995","삼양사우","45900","500","1.10",,,,,,,"1050","2.29"
"003230","삼양식품","101000","1800","1.81","7906","12.78",,,"37661","2.68","800","0.79"
"002170","삼양통상","62700","100","0.16","15112","4.15",,,"109582","0.57","1000","1.59"
"272550","삼양패키징","21250","50","0.24","1998","10.64",,,"20142","1.06","750","3.53"
"000070","삼양홀딩스","74500","400","0.54","3987","18.69",,,"160079","0.47","2000","2.68"
"000075","삼양홀딩스우","49600","200","0.40",,,,,,,"2050","4.13"
"002810","삼영무역","14000","-150","-1.06","1987","7.05",,,"19563","0.72","350","2.50"
"005680","삼영전자","10200","330","3.34","428","23.83",,,"24220","0.42","250","2.45"
"003720","삼영화학","2595","-35","-1.33",,,,,"1285","2.02","0","0.00"
"023000","삼원강재","2635","20","0.76","261","10.10",,,"5249","0.50","115","4.36"
"004380","삼익THK","12050","200","1.69","158","76.27",,,"8969","1.34","150","1.24"
"002450","삼익악기","1460","-10","-0.68","163","8.96",,,"2478","0.59","50","3.42"
"004440","삼일씨엔에스","9430","10","0.11","211","44.69",,,"21895","0.43","38","0.40"
"000520","삼일제약","20600","-100","-0.48","129","159.69",,,"9580","2.15","150","0.73"
"009770","삼정펄프","29900","100","0.34","1868","16.01",,,"73851","0.40","0","0.00"
"005500","삼진제약","27250","-150","-0.55","917","29.72",,,"14207","1.92","800","2.94"
"004690","삼천리","81400","400","0.49","10614","7.67",,,"316716","0.26","3000","3.69"
"010960","삼호개발","4275","50","1.18","907","4.71",,,"7624","0.56","190","4.44"
"004450","삼화왕관","39400","-450","-1.13","4547","8.67",,,"67349","0.59","1350","3.43"
"009470","삼화전기","20800","700","3.48","460","45.22",,,"6665","3.12","100","0.48"
"011230","삼화전자","3935","80","2.08",,,,,"1132","3.48","0","0.00"
"001820","삼화콘덴서","65900","1400","2.17","2889","22.81",,,"14698","4.48","250","0.38"
"000390","삼화페인트","14100","0","0.00","167","84.43",,,"10625","1.33","125","0.89"
"001290","상상인증권","1060","5","0.47",,,,,"1587","0.67","0","0.00"
"041650","상신브레이크","3210","80","2.56","210","15.29",,,"7924","0.41","100","3.12"
"075180","새론오토모티브","6180","30","0.49",,,,,"11092","0.56","140","2.27"
"007540","샘표","49000","500","1.03","5441","9.01",,,"56153","0.87","200","0.41"
"248170","샘표식품","52600","-200","-0.38","5872","8.96",,,"34375","1.53","200","0.38"
"007860","서연","9690","-150","-1.52",,,,,"17990","0.54","50","0.52"
"200880","서연이화","7320","0","0.00",,,,,"22608","0.32","100","1.37"
"017390","서울가스","90500","100","0.11","7512","12.05",,,"192791","0.47","1750","1.93"
"004410","서울식품","235","-3","-1.26",,,,,"73","3.22","0","0.00"
"004415","서울식품우","5310","270","5.36",,,,,,,"0","0.00"
"021050","서원","2770","115","4.33","67","41.34",,,"2159","1.28","10","0.36"
"008490","서흥","51000","500","0.99","2853","17.88",,,"25552","2.00","400","0.78"
"007610","선도전기","3015","80","2.73",,,,,"4797","0.63","25","0.83"
"136490","선진","11300","200","1.80","899","12.57",,,"13439","0.84","50","0.44"
"002820","선창산업","5050","10","0.20",,,,,"17354","0.29","0","0.00"
"014910","성문전자","1855","35","1.92",,,,,"1356","1.37","0","0.00"
"014915","성문전자우","8400","150","1.82",,,,,,,"5","0.06"
"003080","성보화학","4460","-105","-2.30",,,,,"7324","0.61","135","3.03"
"004980","성신양회","7320","40","0.55","700","10.46",,,"15851","0.46","150","2.05"
"004985","성신양회우","12300","500","4.24",,,,,,,"200","1.63"
"011300","성안","347","4","1.17",,,,,"1131","0.31","0","0.00"
"000180","성창기업지주","2235","0","0.00",,,,,"7529","0.30","0","0.00"
"002420","세기상사","61600","0","0.00",,,,,"55045","1.12","0","0.00"
"004360","세방","11650","50","0.43","240","48.54",,,"35497","0.33","175","1.50"
"004365","세방우","7030","-60","-0.85",,,,,,,"180","2.56"
"004490","세방전지","68900","1400","2.07","5701","12.09",,,"75298","0.92","500","0.73"
"001430","세아베스틸","10600","150","1.44","483","21.95",,,"51512","0.21","300","2.83"
"306200","세아제강","90500","2200","2.49","8768","10.32",,,"201388","0.45","2000","2.21"
"003030","세아제강지주","44550","-50","-0.11",,,,,"232984","0.19","1500","3.37"
"019440","세아특수강","11800","-50","-0.42","1304","9.05",,,"37014","0.32","900","7.63"
"058650","세아홀딩스","76500","800","1.06","7707","9.93",,,"491403","0.16","2250","2.94"
"013000","세우글로벌","3000","45","1.52","3","1000.00",,,"1387","2.16","0","0.00"
"091090","세원셀론텍","2975","25","0.85",,,,,"2896","1.03","0","0.00"
"021820","세원정공","8090","0","0.00","760","10.64",,,"41536","0.19","25","0.31"
"067830","세이브존I&C","2945","40","1.38","590","4.99",,,"10914","0.27","30","1.02"
"033530","세종공업","9230","320","3.59","257","35.91",,,"16554","0.56","50","0.54"
"075580","세진중공업","6690","10","0.15","42","159.29",,,"2765","2.42","20","0.30"
"027970","세하","1800","10","0.56","323","5.57",,,"1090","1.65","0","0.00"
"145210","세화아이엠씨","567","-24","-4.06",,,,,"588","0.96","0","0.00"
"308170","센트랄모텍","26750","950","3.68","782","34.21",,,"11636","2.30","0","0.00"
"012600","센트럴인사이트","9200","-10","-0.11",,,,,"801","11.49","0","0.00"
"068270","셀트리온","359000","-1500","-0.42","2196","163.48",,,"20421","17.58","0","0.00"
"336370","솔루스첨단소재","49550","-350","-0.70","113","438.50",,,"3551","13.95","0","0.00"
"33637K","솔루스첨단소재1우","15950","100","0.63",,,,,,,"0","0.00"
"33637L","솔루스첨단소재2우B","31550","300","0.96",,,,,,,"0","0.00"
"004430","송원산업","15950","150","0.95","1448","11.02",,,"17983","0.89","150","0.94"
"017550","수산중공업","3050","20","0.66","3","1016.67",,,"1859","1.64","10","0.33"
"053210","스카이라이프","8810","-10","-0.11","1147","7.68",,,"14620","0.60","350","3.97"
"134790","시디즈","55500","-100","-0.18","4655","11.92",,,"16020","3.46","300","0.54"
"016590","신대양제지","63800","1800","2.90","13849","4.61",,,"103836","0.61","625","0.98"
"029530","신도리코","26500","100","0.38","1473","17.99",,,"86372","0.31","1000","3.77"
"004970","신라교역","9140","-90","-0.98","645","14.17",,,"32378","0.28","500","5.47"
"011930","신성이엔지","3440","155","4.72","15","229.33",,,"704","4.89","0","0.00"
"005390","신성통상","1715","5","0.29","51","33.63",,,"1652","1.04","0","0.00"
"004170","신세계","239500","5000","2.13","52658","4.55",,,"398826","0.60","2000","0.84"
"035510","신세계 I&C","125500","2000","1.62","6512","19.27",,,"115835","1.08","2000","1.59"
"034300","신세계건설","26850","500","1.90","4379","6.13",,,"49395","0.54","800","2.98"
"031430","신세계인터내셔날","161500","2500","1.57","10361","15.59",,,"83650","1.93","1100","0.68"
"031440","신세계푸드","65300","100","0.15","1124","58.10",,,"81369","0.80","750","1.15"
"006880","신송홀딩스","4085","15","0.37",,,,,"7609","0.54","80","1.96"
"005800","신영와코루","104500","500","0.48","4238","24.66",,,"343727","0.30","1500","1.44"
"001720","신영증권","52700","100","0.19","2324","22.68",,,"69280","0.76","2500","4.74"
"001725","신영증권우","51000","-300","-0.58",,,,,,,"2550","5.00"
"009270","신원","1410","30","2.17","19","74.21",,,"2373","0.59","0","0.00"
"009275","신원우","38300","100","0.26",,,,,,,"0","0.00"
"002700","신일전자","1875","0","0.00","61","30.74",,,"978","1.92","20","1.07"
"019170","신풍제약","124000","3500","2.90","35","3542.86",,,"3782","32.79","0","0.00"
"019175","신풍제약우","122500","2500","2.08",,,,,,,"0","0.00"
"002870","신풍제지","3500","55","1.60","709","4.94",,,"1981","1.77","60","1.71"
"055550","신한지주","32050","50","0.16","7000","4.58",,,"79682","0.40","1850","5.77"
"001770","신화실업","20400","150","0.74","793","25.73",,,"28118","0.73","100","0.49"
"004080","신흥","11000","400","3.77","214","51.40",,,"9162","1.20","200","1.82"
"102280","쌍방울","630","5","0.80",,,,,"1083","0.58","0","0.00"
"003410","쌍용양회","6680","-70","-1.04","259","25.79",,,"3566","1.87","42","0.63"
"003620","쌍용차","2770","0","0.00",,,,,"2690","1.03","0","0.00"
"004770","써니전자","5090","40","0.79","20","254.50",,,"1598","3.19","0","0.00"
"015540","쎌마테라퓨틱스","8580","420","5.15",,,,,"346","24.80","0","0.00"
"004920","씨아이테크","899","6","0.67",,,,,"1692","0.53","0","0.00"
"112610","씨에스윈드","177000","9000","5.36","1955","90.54",,,"18709","9.46","460","0.26"
"008700","아남전자","3410","265","8.43","12","284.17",,,"748","4.56","0","0.00"
"002790","아모레G","54900","100","0.18","1444","38.02",,,"35078","1.57","300","0.55"
"00279K","아모레G3우(전환)","35800","0","0.00",,,,,,,"834","2.33"
"002795","아모레G우","20200","300","1.51",,,,,,,"305","1.51"
"090430","아모레퍼시픽","206000","-500","-0.24","3477","59.25",,,"65050","3.17","1000","0.49"
"090435","아모레퍼시픽우","62000","-900","-1.43",,,,,,,"1005","1.62"
"002030","아세아","90500","200","0.22","25353","3.57",,,"354657","0.26","1750","1.93"
"183190","아세아시멘트","72500","100","0.14","7159","10.13",,,"204892","0.35","1500","2.07"
"002310","아세아제지","37250","0","0.00","6860","5.43",,,"65302","0.57","600","1.61"
"267850","아시아나IDT","24050","450","1.91",,,,,"12737","1.89","500","2.08"
"020560","아시아나항공","4210","0","0.00",,,,,"3552","1.19","0","0.00"
"122900","아이마켓코리아","8740","-110","-1.24","483","18.10",,,"10185","0.86","600","6.86"
"010780","아이에스동서","53400","0","0.00","2141","24.94",,,"35551","1.50","700","1.31"
"033660","아주캐피탈","12200","-100","-0.81","1784","6.84",,,"14145","0.86","650","5.33"
"001780","알루코","4735","205","4.53",,,,,"2755","1.72","0","0.00"
"018250","애경산업","24500","450","1.87","1581","15.50",,,"12817","1.91","450","1.84"
"161000","애경유화","8940","0","0.00","966","9.25",,,"11336","0.79","350","3.91"
"011090","에넥스","1205","15","1.26",,,,,"903","1.33","0","0.00"
"005850","에스엘","16250","50","0.31","1979","8.21",,,"28224","0.58","400","2.46"
"012750","에스원","85000","0","0.00","4337","19.60",,,"34937","2.43","2500","2.94"
"023960","에쓰씨엔지니어링","6400","300","4.92",,,,,"994","6.44","0","0.00"
"298690","에어부산","3275","35","1.08",,,,,"1862","1.76","0","0.00"
"078520","에이블씨엔씨","7400","120","1.65",,,,,"9140","0.81","0","0.00"
"015260","에이엔피","1635","10","0.62",,,,,"4707","0.35","0","0.00"
"007460","에이프로젠 KIC","2045","40","2.00","86","23.78",,,"1973","1.04","0","0.00"
"003060","에이프로젠제약","1315","10","0.77",,,,,"968","1.36","0","0.00"
"244920","에이플러스에셋","5550","-20","-0.36","610","9.10",,,"2262","2.45","15","0.27"
"036570","엔씨소프트","931000","18000","1.97","17387","53.55",,,"113836","8.18","5220","0.56"
"138250","엔에스쇼핑","12100","50","0.41",,,,,"12609","0.96","150","1.24"
"085310","엔케이","1145","25","2.23",,,,,"1121","1.02","0","0.00"
"009810","엔케이물산","558","36","6.90",,,,,"802","0.70","0","0.00"
"014440","영보화학","3705","85","2.35","263","14.09",,,"7274","0.51","100","2.70"
"111770","영원무역","31700","250","0.79","3791","8.36",,,"41602","0.76","400","1.26"
"009970","영원무역홀딩스","37750","-100","-0.26","10421","3.62",,,"100896","0.37","1000","2.65"
"003520","영진약품","8040","70","0.88","28","287.14",,,"633","12.70","0","0.00"
"000670","영풍","538000","3000","0.56","135469","3.97",,,"1767872","0.30","10000","1.86"
"006740","영풍제지","6380","-120","-1.85","516","12.36",,,"5383","1.19","40","0.63"
"012280","영화금속","2300","40","1.77","6","383.33",,,"1556","1.48","0","0.00"
"012160","영흥","1165","10","0.87","20","58.25",,,"1937","0.60","30","2.58"
"015360","예스코홀딩스","35000","-400","-1.13","4611","7.59",,,"91813","0.38","1750","5.00"
"007310","오뚜기","577000","3000","0.52","29693","19.43",,,"354385","1.63","7500","1.30"
"002630","오리엔트바이오","1265","45","3.69",,,,,"510","2.48","0","0.00"
"271560","오리온","124000","1500","1.22","5454","22.74",,,"41042","3.02","600","0.48"
"001800","오리온홀딩스","13200","-100","-0.75","804","16.42",,,"30747","0.43","650","4.92"
"070960","용평리조트","4255","95","2.28",,,,,"8222","0.52","0","0.00"
"316140","우리금융지주","9730","40","0.41","2727","3.57",,,"29782","0.33","700","7.19"
"004720","우리들제약","11300","100","0.89","26","434.62",,,"4801","2.35","0","0.00"
"118000","우리들휴브레인","2845","70","2.52",,,,,"1020","2.79","0","0.00"
"010050","우리종금","537","1","0.19","78","6.88",,,"536","1.00","0","0.00"
"006980","우성사료","3000","-10","-0.33","464","6.47",,,"5612","0.53","15","0.50"
"017370","우신시스템","3565","110","3.18","347","10.27",,,"6224","0.57","0","0.00"
"105840","우진","4395","230","5.52",,,,,"5704","0.77","100","2.28"
"010400","우진아이엔에스","8070","70","0.88","279","28.92",,,"14032","0.58","250","3.10"
"049800","우진플라임","6060","40","0.66",,,,,"5263","1.15","0","0.00"
"016880","웅진","1085","0","0.00",,,,,"917","1.18","0","0.00"
"095720","웅진씽크빅","2755","-70","-2.48",,,,,"3510","0.78","310","11.25"
"005820","원림","19700","350","1.81","1450","13.59",,,"39414","0.50","250","1.27"
"010600","웰바이오텍","2340","10","0.43",,,,,"1774","1.32","0","0.00"
"008600","윌비스","1345","-10","-0.74",,,,,"1697","0.79","0","0.00"
"033270","유나이티드제약","66400","1200","1.84","2087","31.82",,,"15716","4.22","330","0.50"
"014830","유니드","48300","500","1.05","7600","6.36",,,"79982","0.60","1200","2.48"
"000910","유니온","5950","80","1.36",,,,,"6355","0.94","100","1.68"
"047400","유니온머티리얼","3900","105","2.77","57","68.42",,,"2045","1.91","50","1.28"
"011330","유니켐","1415","5","0.35","235","6.02",,,"1238","1.14","0","0.00"
"077500","유니퀘스트","14700","300","2.08","953","15.42",,,"7830","1.88","150","1.02"
"002920","유성기업","2750","0","0.00","678","4.06",,,"10636","0.26","200","7.27"
"000700","유수홀딩스","5740","-60","-1.03","163","35.21",,,"8702","0.66","0","0.00"
"003470","유안타증권","3055","85","2.86","394","7.75",,,"5947","0.51","0","0.00"
"003475","유안타증권우","2395","0","0.00",,,,,,,"0","0.00"
"011690","유양디앤유","1220","0","0.00",,,,,"1985","0.61","0","0.00"
"072130","유엔젤","4065","45","1.12",,,,,"2745","1.48","0","0.00"
"000220","유유제약","14600","150","1.04","756","19.31",,,"11570","1.26","210","1.44"
"000225","유유제약1우","13850","150","1.09",,,,,,,"220","1.59"
"000227","유유제약2우B","33300","-100","-0.30",,,,,,,"220","0.66"
"001200","유진투자증권","3950","150","3.95","427","9.25",,,"8151","0.48","70","1.77"
"000100","유한양행","75100","1200","1.62","616","121.92",,,"23178","3.24","400","0.53"
"000105","유한양행우","70000","600","0.86",,,,,,,"410","0.59"
"003460","유화증권","2310","-5","-0.22","99","23.33",,,"6180","0.37","120","5.19"
"003465","유화증권우","2435","-5","-0.20",,,,,,,"130","5.34"
"008730","율촌화학","20550","50","0.24","734","28.00",,,"13790","1.49","500","2.43"
"008250","이건산업","10700","740","7.43","73","146.58",,,"16294","0.66","200","1.87"
"025820","이구산업","1980","115","6.17",,,,,"3027","0.65","30","1.52"
"214320","이노션","59600","100","0.17","3681","16.19",,,"38184","1.56","1500","2.52"
"139480","이마트","151500","1000","0.66","7620","19.88",,,"315997","0.48","2000","1.32"
"007660","이수페타시스","3995","5","0.13",,,,,"1842","2.17","60","1.50"
"005950","이수화학","13200","50","0.38",,,,,"18013","0.73","400","3.03"
"015020","이스타코","677","-8","-1.17","307","2.21",,,"1141","0.59","0","0.00"
"093230","이아이디","325","-5","-1.52","1","325.00",,,"251","1.29","0","0.00"
"074610","이엔플러스","3590","140","4.06",,,,,"1232","2.91","0","0.00"
"102460","이연제약","22100","950","4.49","352","62.78",,,"12879","1.72","350","1.58"
"084680","이월드","3190","75","2.41","27","118.15",,,"2729","1.17","0","0.00"
"000760","이화산업","15950","-150","-0.93",,,,,"36329","0.44","0","0.00"
"014990","인디에프","1495","40","2.75",,,,,"1063","1.41","0","0.00"
"101140","인바이오젠","5240","-720","-12.08","410","12.78",,,"1664","3.15","0","0.00"
"006490","인스코비","2110","30","1.44",,,,,"260","8.12","0","0.00"
"023800","인지컨트롤스","14950","1450","10.74",,,,,"11832","1.26","100","0.67"
"034590","인천도시가스","25000","-50","-0.20","2598","9.62",,,"42280","0.59","1250","5.00"
"129260","인터지스","3300","20","0.61",,,,,"5900","0.56","0","0.00"
"023810","인팩","6090","80","1.33",,,,,"9376","0.65","120","1.97"
"249420","일동제약","18900","100","0.53",,,,,"10643","1.78","0","0.00"
"000230","일동홀딩스","13850","150","1.09",,,,,"11931","1.16","100","0.72"
"013360","일성건설","1140","5","0.44","30","38.00",,,"1688","0.68","15","1.32"
"003120","일성신약","82700","0","0.00","4859","17.02",,,"129883","0.64","750","0.91"
"003200","일신방직","80100","100","0.13","3084","25.97",,,"293218","0.27","1500","1.87"
"007110","일신석재","1885","20","1.07","12","157.08",,,"671","2.81","0","0.00"
"007570","일양약품","65800","700","1.08","548","120.07",,,"10081","6.53","120","0.18"
"007575","일양약품우","80000","2000","2.56",,,,,,,"145","0.18"
"008500","일정실업","18400","850","4.84",,,,,"24611","0.75","0","0.00"
"081000","일진다이아","47900","1400","3.01","914","52.41",,,"12656","3.78","300","0.63"
"020760","일진디스플","6740","30","0.45",,,,,"1777","3.79","0","0.00"
"020150","일진머티리얼즈","50900","400","0.79","1016","50.10",,,"12390","4.11","50","0.10"
"103590","일진전기","3170","55","1.77","97","32.68",,,"8191","0.39","0","0.00"
"015860","일진홀딩스","5560","-60","-1.07","274","20.29",,,"5815","0.96","100","1.80"
"226320","잇츠한불","26050","850","3.37",,,,,"18789","1.39","100","0.38"
"317400","자이에스앤디","12550","150","1.21","677","18.54",,,"5419","2.32","100","0.80"
"033240","자화전자","22800","0","0.00",,,,,"15564","1.46","0","0.00"
"000950","전방","29850","200","0.67",,,,,"50283","0.59","0","0.00"
"194370","제이에스코퍼레이션","7520","60","0.80","646","11.64",,,"11755","0.64","500","6.65"
"025620","제이준코스메틱","2410","20","0.84",,,,,"1906","1.26","0","0.00"
"036420","제이콘텐트리","37950","3700","10.80","79","480.38",,,"22129","1.71","0","0.00"
"030000","제일기획","20600","150","0.73","1363","15.11",,,"8229","2.50","820","3.98"
"271980","제일약품","62600","1000","1.62",,,,,"11564","5.41","70","0.11"
"001560","제일연마","7220","40","0.56","853","8.46",,,"8396","0.86","220","3.05"
"002620","제일파마홀딩스","21200","300","1.44",,,,,"24634","0.86","70","0.33"
"006220","제주은행","3310","-5","-0.15","796","4.16",,,"15491","0.21","100","3.02"
"089590","제주항공","18350","300","1.66",,,,,"11248","1.63","0","0.00"
"004910","조광페인트","6780","30","0.44",,,,,"13495","0.50","200","2.95"
"004700","조광피혁","59300","1900","3.31","4076","14.55",,,"41361","1.43","0","0.00"
"001550","조비","18900","650","3.56",,,,,"9237","2.05","0","0.00"
"000480","조선내화","80600","-200","-0.25","7493","10.76",,,"147942","0.54","4000","4.96"
"120030","조선선재","107000","0","0.00","11834","9.04",,,"87844","1.22","1500","1.40"
"018470","조일알미늄","620","-124","-16.67",,,,,"1617","0.38","0","0.00"
"002600","조흥","175000","500","0.29","13076","13.38",,,"215770","0.81","6000","3.43"
"185750","종근당","226500","10000","4.62","4751","47.67",,,"41506","5.46","900","0.40"
"063160","종근당바이오","79900","0","0.00","2280","35.04",,,"28890","2.77","200","0.25"
"001630","종근당홀딩스","127500","3500","2.82","8988","14.19",,,"93600","1.36","1300","1.02"
"044380","주연테크","1075","15","1.42",,,,,"731","1.47","0","0.00"
"013890","지누스","103000","2000","1.98","5999","17.17",,,"26336","3.91","1250","1.21"
"013870","지엠비코리아","7950","300","3.92","143","55.59",,,"11858","0.67","30","0.38"
"071320","지역난방공사","40350","-100","-0.25",,,,,"132086","0.31","0","0.00"
"010580","지코","306","0","0.00",,,,,"314","0.97","0","0.00"
"035000","지투알","5700","-70","-1.21","941","6.06",,,"8625","0.66","300","5.26"
"088790","진도","4230","15","0.36",,,,,"8030","0.53","100","2.36"
"003780","진양산업","5060","10","0.20","525","9.64",,,"3159","1.60","200","3.95"
"010640","진양폴리","3870","125","3.34","755","5.13",,,"2658","1.46","100","2.58"
"100250","진양홀딩스","2815","0","0.00","276","10.20",,,"5507","0.51","170","6.04"
"051630","진양화학","5450","230","4.41",,,,,"2221","2.45","0","0.00"
"272450","진에어","13500","0","0.00",,,,,"5750","2.35","0","0.00"
"011000","진원생명과학","21550","150","0.70",,,,,"898","24.00","0","0.00"
"002780","진흥기업","2595","-5","-0.19","140","18.54",,,"664","3.91","0","0.00"
"002787","진흥기업2우B","11900","-150","-1.24",,,,,,,"0","0.00"
"002785","진흥기업우B","6250","-350","-5.30",,,,,,,"0","0.00"
"009310","참엔지니어링","1480","50","3.50",,,,,"1002","1.48","0","0.00"
"000650","천일고속","70400","-500","-0.71","506","139.13",,,"35686","1.97","5000","7.10"
"033250","체시스","1975","125","6.76",,,,,"954","2.07","0","0.00"
"035720","카카오","389500","5000","1.30",,,,,"60603","6.43","127","0.03"
"006380","카프로","3880","215","5.87",,,,,"4613","0.84","0","0.00"
"109070","컨버즈","4100","0","0.00",,,,,"1010","4.06","0","0.00"
"001620","케이비아이동국실업","694","14","2.06",,,,,"2665","0.26","0","0.00"
"029460","케이씨","27650","50","0.18","4054","6.82",,,"33184","0.83","250","0.90"
"344820","케이씨씨글라스","36800","-1500","-3.92",,,,,,,"0","0.00"
"281820","케이씨텍","30750","50","0.16","1859","16.54",,,"14541","2.11","200","0.65"
"007815","코리아써우","7760","180","2.37",,,,,,,"0","0.00"
