종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"001120","LG상사","24700","250","1.02","739","33.42",,,"30224","0.82","300","1.21"
"051900","LG생활건강","1620000","1000","0.06","46431","34.89",,,"234042","6.92","11000","0.68"
"051905","LG생활건강우","718000","12000","1.70",,,,,,,"11050","1.54"
"003555","LG우","66900","100","0.15",,,,,,,"2250","3.36"
"032640","LG유플러스","11750","50","0.43","1005","11.69",,,"16218","0.72","400","3.40"
"011070","LG이노텍","182500","-1000","-0.54","4323","42.22",,,"93151","1.96","300","0.16"
"066570","LG전자","135000","3500","2.66","169","798.82",,,"79245","1.70","750","0.56"
"066575","LG전자우","63800","3000","4.93",,,,,,,"800","1.25"
"108670","LG하우시스","78000","1900","2.50","1154","67.59",,,"91420","0.85","250","0.32"
"108675","LG하우시스우","32750","600","1.87",,,,,,,"300","0.92"
"037560","LG헬로비전","3880","10","0.26",,,,,"12283","0.32","75","1.93"
"051910","LG화학","824000","11000","1.35","4085","201.71",,,"217230","3.79","2000","0.24"
"051915","LG화학우","381500","4500","1.19",,,,,,,"2050","0.54"
"079550","LIG넥스원","30500","350","1.16","145","210.34",,,"28817","1.06","600","1.97"
"006260","LS","71400","-800","-1.11","912","78.29",,,"98330","0.73","1450","2.03"
"010120","LS ELECTRIC","63100","1900","3.10","3542","17.81",,,"45353","1.39","1200","1.90"
"000680","LS네트웍스","2690","30","1.13",,,,,"6590","0.41","0","0.00"
"229640","LS전선아시아","7780","-40","-0.51","523","14.88",,,"4591","1.69","180","2.31"
"023150","MH에탄올","8410","-80","-0.94",,,,,"7785","1.08","350","4.16"
"035420","NAVER","292500","9500","3.36","4006","73.02",,,"35223","8.30","376","0.13"
"181710","NHN","74600","1600","2.19","656","113.72",,,"80696","0.92","0","0.00"
"005940","NH투자증권","11300","150","1.35","1585","7.13",,,"17934","0.63","500","4.42"
"005945","NH투자증권우","8760","0","0.00",,,,,,,"550","6.28"
"034310","NICE","19450","-100","-0.51","771","25.23",,,"18100","1.07","230","1.18"
"008260","NI스틸","2565","25","0.98","224","11.45",,,"3877","0.66","50","1.95"
"004250","NPC","3280","-20","-0.61","343","9.56",,,"6745","0.49","100","3.05"
"004255","NPC우","2285","0","0.00",,,,,,,"105","4.60"
"010060","OCI","93000","1200","1.31",,,,,"110515","0.84","0","0.00"
"005490","POSCO","272000","2000","0.74","22823","11.92",,,"510076","0.53","10000","3.68"
"100840","S&TC","15650","0","0.00","2148","7.29",,,"32631","0.48","800","5.11"
"064960","S&T모티브","49400","350","0.71","181","272.93",,,"50329","0.98","1400","2.83"
"003570","S&T중공업","5890","120","2.08","622","9.47",,,"18558","0.32","300","5.09"
"036530","S&T홀딩스","14900","100","0.68","4072","3.66",,,"46992","0.32","500","3.36"
"010950","S-Oil","69200","1200","1.76","561","123.35",,,"55715","1.24","200","0.29"
"010955","S-Oil우","38550","250","0.65",,,,,,,"225","0.58"
"034120","SBS","23550","-150","-0.63","1114","21.14",,,"31799","0.74","150","0.64"
"101060","SBS미디어홀딩스","1860","10","0.54",,,,,"4162","0.45","0","0.00"
"005090","SGC에너지","39250","50","0.13",,,,,"56341","0.70","1000","2.55"
"004060","SG세계물산","605","9","1.51","48","12.60",,,"1012","0.60","0","0.00"
"001380","SG충방","2075","0","0.00","17","122.06",,,"2893","0.72","0","0.00"
"002360","SH에너지화학","835","36","4.51",,,,,"876","0.95","0","0.00"
"009160","SIMPAC","2470","15","0.61","157","15.73",,,"6743","0.37","60","2.43"
"123700","SJM","3295","-75","-2.23","438","7.52",,,"10621","0.31","125","3.79"
"025530","SJM홀딩스","3050","20","0.66","363","8.40",,,"10066","0.30","175","5.74"
"034730","SK","240500","5000","2.12","12917","18.62",,,"235255","1.02","5000","2.08"
"011790","SKC","94000","600","0.64","1686","55.75",,,"41542","2.26","1000","1.06"
"018670","SK가스","104500","0","0.00","17794","5.87",,,"180030","0.58","3000","2.87"
"001740","SK네트웍스","4855","85","1.78",,,,,"8713","0.56","120","2.47"
"001745","SK네트웍스우","100000","1300","1.32",,,,,,,"145","0.15"
"006120","SK디스커버리","65700","-800","-1.20","8846","7.43",,,"82498","0.80","700","1.07"
"006125","SK디스커버리우","56500","-100","-0.18",,,,,,,"750","1.33"
"210980","SK디앤디","43150","0","0.00","2365","18.25",,,"19032","2.27","600","1.39"
"068400","SK렌터카","9050","20","0.22","740","12.23",,,"9639","0.94","0","0.00"
"326030","SK바이오팜","169000","1000","0.60",,,,,,,"0","0.00"
"03473K","SK우","240000","3500","1.48",,,,,,,"5050","2.10"
"096770","SK이노베이션","190000","7000","3.83",,,,,"186398","1.02","3000","1.58"
"096775","SK이노베이션우","137000","3000","2.24",,,,,,,"3050","2.23"
"001510","SK증권","802","6","0.75","67","11.97",,,"1197","0.67","10","1.25"
"001515","SK증권우","5150","140","2.79",,,,,,,"15","0.29"
"285130","SK케미칼","392500","-9000","-2.24","802","489.40",,,"54214","7.24","450","0.11"
"28513K","SK케미칼우","174000","-3500","-1.97",,,,,,,"500","0.29"
"017670","SK텔레콤","238000","500","0.21","12144","19.60",,,"284310","0.84","10000","4.20"
"000660","SK하이닉스","118500","2500","2.16","2943","40.27",,,"65836","1.80","1000","0.84"
"005610","SPC삼립","72000","-500","-0.69","2492","28.89",,,"37411","1.92","1104","1.53"
"011810","STX","5600","90","1.63",,,,,"2864","1.96","0","0.00"
"077970","STX엔진","7280","30","0.41","737","9.88",,,"8586","0.85","0","0.00"
"071970","STX중공업","3860","30","0.78",,,,,"4813","0.80","0","0.00"
"084870","TBH글로벌","1750","5","0.29",,,,,"5163","0.34","0","0.00"
"002710","TCC스틸","5290","130","2.52","225","23.51",,,"4962","1.07","30","0.57"
"024070","WISCOM","2735","70","2.63","70","39.07",,,"7697","0.36","50","1.83"
"037270","YG PLUS","5060","225","4.65",,,,,"1562","3.24","0","0.00"
"000500","가온전선","21800","150","0.69","1391","15.67",,,"61708","0.35","600","2.75"
"000860","강남제비스코","22000","750","3.53","2250","9.78",,,"81019","0.27","500","2.27"
"035250","강원랜드","23500","50","0.21","1651","14.23",,,"17377","1.35","900","3.83"
"011420","갤럭시아에스엠","1430","0","0.00",,,,,"791","1.81","0","0.00"
"002100","경농","12000","350","3.00","254","47.24",,,"8484","1.41","220","1.83"
"009450","경동나비엔","52100","0","0.00","2207","23.61",,,"23612","2.21","300","0.58"
"267290","경동도시가스","18600","-50","-0.27","4167","4.46",,,"57537","0.32","875","4.70"
"012320","경동인베스트","31200","500","1.63","4007","7.79",,,"171962","0.18","500","1.60"
"000050","경방","12400","100","0.81","1630","7.61",,,"27050","0.46","125","1.01"
"214390","경보제약","16350","200","1.24","221","73.98",,,"6239","2.62","100","0.61"
"012610","경인양행","7040","150","2.18","344","20.47",,,"5357","1.31","50","0.71"
"009140","경인전자","25050","400","1.62","182","137.64",,,"34673","0.72","250","1.00"
"013580","계룡건설","28000","600","2.19","8363","3.35",,,"50766","0.55","600","2.14"
"012200","계양전기","4320","150","3.60","4","1080.00",,,"5425","0.80","35","0.81"
"012205","계양전기우","7270","-50","-0.68",,,,,,,"40","0.55"
"002140","고려산업","4900","5","0.10","182","26.92",,,"3842","1.28","30","0.61"
"010130","고려아연","401500","-1500","-0.37","35811","11.21",,,"355878","1.13","14000","3.49"
"002240","고려제강","14700","-200","-1.34","434","33.87",,,"59916","0.25","350","2.38"
"009290","광동제약","10250","150","1.49","582","17.61",,,"8069","1.27","80","0.78"
"017040","광명전기","2010","40","2.03","185","10.86",,,"2255","0.89","15","0.75"
"017900","광전자","2350","35","1.51","66","35.61",,,"3805","0.62","50","2.13"
"037710","광주신세계","153000","1000","0.66","29953","5.11",,,"413244","0.37","3500","2.29"
"030610","교보증권","7640","0","0.00","2391","3.20",,,"26692","0.29","400","5.24"
"339770","교촌에프앤비","19450","100","0.52","1411","13.78",,,"3835","5.07","96","0.49"
"007690","국도화학","54000","700","1.31","6219","8.68",,,"88911","0.61","1500","2.78"
"005320","국동","4200","100","2.44",,,,,"2337","1.80","0","0.00"
"001140","국보","1805","115","6.80",,,,,"1333","1.35","0","0.00"
"002720","국제약품","10100","130","1.30",,,,,"3311","3.05","0","0.00"
"083420","그린케미칼","9970","220","2.26","236","42.25",,,"4521","2.21","170","1.71"
"014530","극동유화","3455","-40","-1.14","422","8.19",,,"4825","0.72","160","4.63"
"014280","금강공업","5370","60","1.13",,,,,"10865","0.49","80","1.49"
"014285","금강공업우","11900","-600","-4.80",,,,,,,"90","0.76"
"008870","금비","78000","-2000","-2.50","8088","9.64",,,"103528","0.75","1700","2.18"
"001570","금양","6620","100","1.53",,,,,"1535","4.31","0","0.00"
"002990","금호산업","9080","0","0.00","332","27.35",,,"10364","0.88","500","5.51"
"002995","금호산업우","33200","-300","-0.90",,,,,,,"550","1.66"
"011780","금호석유","145000","2500","1.75","10549","13.75",,,"78488","1.85","1500","1.03"
"011785","금호석유우","55400","100","0.18",,,,,,,"1550","2.80"
"214330","금호에이치티","2640","15","0.57",,,,,"2439","1.08","0","0.00"
"001210","금호전기","3245","205","6.74",,,,,"3098","1.05","0","0.00"
"073240","금호타이어","3785","15","0.40",,,,,"4383","0.86","0","0.00"
"092440","기신정기","3635","30","0.83","298","12.20",,,"8125","0.45","150","4.13"
"000270","기아차","62400","100","0.16","4556","13.70",,,"71487","0.87","1150","1.84"
"024110","기업은행","8840","-40","-0.45","2242","3.94",,,"33567","0.26","670","7.58"
"013700","까뮤이앤씨","2995","0","0.00","305","9.82",,,"1571","1.91","30","1.00"
"004540","깨끗한나라","4310","-10","-0.23",,,,,"4260","1.01","0","0.00"
"004545","깨끗한나라우","20900","750","3.72",,,,,,,"0","0.00"
"001260","남광토건","13400","400","3.08","394","34.01",,,"5379","2.49","0","0.00"
"008350","남선알미늄","4695","150","3.30","131","35.84",,,"1621","2.90","0","0.00"
"008355","남선알미우","46250","2350","5.35",,,,,,,"0","0.00"
"004270","남성","4225","265","6.69",,,,,"2379","1.78","25","0.59"
"003920","남양유업","285000","2000","0.71","34527","8.25",,,"1028846","0.28","1000","0.35"
"003925","남양유업우","140000","3000","2.19",,,,,,,"1050","0.75"
"025860","남해화학","8210","70","0.86","335","24.51",,,"8735","0.94","60","0.73"
"005720","넥센","4630","65","1.42","1055","4.39",,,"18028","0.26","80","1.73"
"005725","넥센우","3185","-35","-1.09",,,,,,,"85","2.67"
"002350","넥센타이어","6190","140","2.31","1153","5.37",,,"14921","0.41","105","1.70"
"002355","넥센타이어1우B","2645","15","0.57",,,,,,,"110","4.16"
"003580","넥스트사이언스","5400","80","1.50",,,,,"2692","2.01","0","0.00"
"251270","넷마블","131500","5500","4.37","1883","69.84",,,"51919","2.53","0","0.00"
"090350","노루페인트","9910","380","3.99","923","10.74",,,"15754","0.63","275","2.77"
"090355","노루페인트우","13200","0","0.00",,,,,,,"280","2.12"
"000320","노루홀딩스","10950","50","0.46","439","24.94",,,"27108","0.40","400","3.65"
"000325","노루홀딩스우","17850","-50","-0.28",,,,,,,"405","2.27"
"006280","녹십자","406000","18000","4.64",,,,,"89738","4.52","1000","0.25"
"005250","녹십자홀딩스","41500","5600","15.60","59","703.39",,,"16407","2.53","325","0.78"
"005257","녹십자홀딩스2우","127000","14000","12.39",,,,,,,"325","0.26"
"004370","농심","300000","-1000","-0.33","12277","24.44",,,"316955","0.95","4000","1.33"
"072710","농심홀딩스","77400","2400","3.20","7887","9.81",,,"198514","0.39","2000","2.58"
"058730","다스코","5020","25","0.50","125","40.16",,,"8008","0.63","0","0.00"
"023590","다우기술","21900","0","0.00","4283","5.11",,,"29783","0.74","400","1.83"
"019680","대교","3685","45","1.24","190","19.39",,,"5848","0.63","170","4.61"
"019685","대교우B","2520","5","0.20",,,,,,,"180","7.14"
"006370","대구백화점","9140","400","4.58",,,,,"25376","0.36","100","1.09"
"008060","대덕","6980","70","1.01","976","7.15",,,"12786","0.55","300","4.30"
"00806K","대덕1우","8690","450","5.46",,,,,,,"305","3.51"
"353200","대덕전자","12600","300","2.44",,,,,,,"0","0.00"
"35320K","대덕전자1우","8900","120","1.37",,,,,,,"0","0.00"
"000490","대동공업","6820","30","0.44","150","45.47",,,"9019","0.76","60","0.88"
"008110","대동전자","4415","-10","-0.23","512","8.62",,,"13257","0.33","500","11.33"
"005750","대림B&Co","6370","290","4.77","132","48.26",,,"9607","0.66","130","2.04"
"001880","대림건설","30550","550","1.83","6265","4.88",,,"30161","1.01","400","1.31"
"000210","대림산업","83000","0","0.00","17223","4.82",,,"153815","0.54","1300","1.57"
"000215","대림산업우","53200","0","0.00",,,,,,,"1350","2.54"
"006570","대림통상","3975","5","0.13",,,,,"6005","0.66","140","3.52"
"001680","대상","26050","50","0.19","2976","8.75",,,"27896","0.93","600","2.30"
"001685","대상우","17950","-300","-1.64",,,,,,,"610","3.40"
"084690","대상홀딩스","10200","50","0.49","1946","5.24",,,"15703","0.65","200","1.96"
"084695","대상홀딩스우","8270","60","0.73",,,,,,,"210","2.54"
"128820","대성산업","3120","-5","-0.16",,,,,"9118","0.34","0","0.00"
"117580","대성에너지","5330","-30","-0.56","474","11.24",,,"11145","0.48","250","4.69"
"016710","대성홀딩스","24750","150","0.61","837","29.57",,,"26020","0.95","250","1.01"
"003540","대신증권","13000","-200","-1.52","1310","9.92",,,"22870","0.57","1000","7.69"
"003547","대신증권2우B","9710","-260","-2.61",,,,,,,"1050","10.81"
"003545","대신증권우","10150","-200","-1.93",,,,,,,"1050","10.34"
"009190","대양금속","3845","200","5.49","230","16.72",,,"1907","2.02","0","0.00"
"014160","대영포장","1655","-20","-1.19","100","16.55",,,"1389","1.19","0","0.00"
"047040","대우건설","4985","325","6.97","508","9.81",,,"5916","0.84","0","0.00"
"009320","대우부품","2775","75","2.78",,,,,"775","3.58","0","0.00"
"042660","대우조선해양","27400","450","1.67",,,,,"35025","0.78","0","0.00"
"003090","대웅","50300","-600","-1.18","1446","34.79",,,"10795","4.66","100","0.20"
"069620","대웅제약","165000","500","0.30","2132","77.39",,,"44820","3.68","600","0.36"
"000430","대원강업","3825","25","0.66","258","14.83",,,"7743","0.49","115","3.01"
"006340","대원전선","1080","40","3.85",,,,,"1136","0.95","0","0.00"
"006345","대원전선우","2560","25","0.99",,,,,,,"0","0.00"
"003220","대원제약","19400","250","1.31","1369","14.17",,,"10124","1.92","260","1.34"
"024890","대원화성","1790","-20","-1.10","104","17.21",,,"1925","0.93","10","0.56"
"002880","대유에이텍","845","15","1.81","94","8.99",,,"1013","0.83","0","0.00"
"000300","대유플러스","777","23","3.05","152","5.11",,,"953","0.82","0","0.00"
"012800","대창","1540","190","14.07","66","23.33",,,"2023","0.76","10","0.65"
"015230","대창단조","6940","-80","-1.14","1039","6.68",,,"12724","0.55","220","3.17"
"001070","대한방직","39950","100","0.25",,,,,"23893","1.67","0","0.00"
"006650","대한유화","230000","10000","4.55","17218","13.36",,,"273632","0.84","2500","1.09"
"001440","대한전선","1370","10","0.74",,,,,"345","3.97","0","0.00"
"084010","대한제강","10400","480","4.84","1340","7.76",,,"18665","0.56","200","1.92"
"001790","대한제당","22950","150","0.66","1717","13.37",,,"48261","0.48","675","2.94"
"001795","대한제당우","14450","100","0.70",,,,,,,"700","4.84"
"001130","대한제분","166000","4000","2.47","10196","16.28",,,"449614","0.37","2000","1.20"
"003490","대한항공","27200","300","1.12",,,,,"23149","1.17","0","0.00"
"003495","대한항공우","43500","650","1.52",,,,,,,"0","0.00"
"005880","대한해운","3040","15","0.50","374","8.13",,,"3394","0.90","0","0.00"
"003830","대한화섬","102000","1500","1.49","20048","5.09",,,"401661","0.25","410","0.40"
"016090","대현","1895","10","0.53","376","5.04",,,"4498","0.42","100","5.28"
"069460","대호에이엘","2475","-65","-2.56",,,,,"972","2.55","0","0.00"
"192080","더블유게임즈","60200","400","0.67","6541","9.20",,,"35440","1.70","350","0.58"
"012510","더존비즈온","104000","500","0.48","1684","61.76",,,"11427","9.10","470","0.45"
"004830","덕성","7850","-130","-1.63","10","785.00",,,"3690","2.13","20","0.25"
"004835","덕성우","15000","-450","-2.91",,,,,,,"25","0.17"
"024900","덕양산업","1710","30","1.79",,,,,"1439","1.19","0","0.00"
"145720","덴티움","41100","350","0.86","1714","23.98",,,"18695","2.20","0","0.00"
"002150","도화엔지니어링","8150","30","0.37","519","15.70",,,"7490","1.09","250","3.07"
"001230","동국제강","8120","300","3.84",,,,,"19382","0.42","0","0.00"
"023450","동남합성","49300","-300","-0.60","4926","10.01",,,"20576","2.40","200","0.41"
"004140","동방","2290","10","0.44",,,,,"2695","0.85","0","0.00"
"007590","동방아그로","6400","40","0.63","555","11.53",,,"10032","0.64","250","3.91"
"005960","동부건설","13550","150","1.12","2814","4.82",,,"19059","0.71","700","5.17"
"005965","동부건설우","23100","0","0.00",,,,,,,"750","3.25"
"026960","동서","33950","1100","3.35","1388","24.46",,,"13419","2.53","700","2.06"
"002210","동성제약","12450","0","0.00",,,,,"2689","4.63","0","0.00"
"102260","동성코퍼레이션","4945","15","0.30","128","38.63",,,"6198","0.80","200","4.04"
"005190","동성화학","16250","-50","-0.31","2517","6.46",,,"21972","0.74","600","3.69"
"000640","동아쏘시오홀딩스","122500","500","0.41","3220","38.04",,,"121392","1.01","1000","0.82"
"170900","동아에스티","88600","600","0.68","8404","10.54",,,"76488","1.16","1000","1.13"
"028100","동아지질","15700","100","0.64","1686","9.31",,,"16860","0.93","200","1.27"
"282690","동아타이어","9880","-60","-0.60","1799","5.49",,,"25988","0.38","500","5.06"
"001520","동양","1190","25","2.15",,,,,"3428","0.35","40","3.36"
"001527","동양2우B","12100","200","1.68",,,,,,,"150","1.24"
"001529","동양3우B","28950","150","0.52",,,,,,,"150","0.52"
"084670","동양고속","25000","-200","-0.79","12104","2.07",,,"45514","0.55","4700","18.80"
"002900","동양물산","1575","15","0.96","61","25.82",,,"882","1.79","0","0.00"
"082640","동양생명","3520","0","0.00","739","4.76",,,"16121","0.22","230","6.53"
"001525","동양우","7010","10","0.14",,,,,,,"90","1.28"
"008970","동양철관","1120","10","0.90","15","74.67",,,"671","1.67","0","0.00"
"092780","동양피스톤","5770","-30","-0.52","753","7.66",,,"8059","0.72","120","2.08"
"049770","동원F&B","179000","1000","0.56","17015","10.52",,,"176519","1.01","3000","1.68"
"018500","동원금속","744","6","0.81","350","2.13",,,"1363","0.55","0","0.00"
"006040","동원산업","222500","-500","-0.22","12635","17.61",,,"282744","0.79","2000","0.90"
"030720","동원수산","9280","80","0.87","1304","7.12",,,"10939","0.85","0","0.00"
"014820","동원시스템즈","35700","1250","3.63","1485","24.04",,,"17529","2.04","500","1.40"
"014825","동원시스템즈우","31100","300","0.97",,,,,,,"550","1.77"
"163560","동일고무벨트","9860","-110","-1.10","597","16.52",,,"13940","0.71","100","1.01"
"004890","동일산업","75900","400","0.53","1726","43.97",,,"145886","0.52","750","0.99"
"002690","동일제강","2440","60","2.52","74","32.97",,,"8703","0.28","10","0.41"
"000020","동화약품","19650","500","2.61","341","57.62",,,"10772","1.82","120","0.61"
"000150","두산","52400","-200","-0.38","21900","2.39",,,"72969","0.72","5200","9.92"
"000157","두산2우B","65700","-200","-0.30",,,,,,,"5200","7.91"
"241560","두산밥캣","29650","200","0.68","2716","10.92",,,"39692","0.75","1200","4.05"
"000155","두산우","42800","-800","-1.83",,,,,,,"5250","12.27"
"042670","두산인프라코어","7920","90","1.15","1153","6.87",,,"10677","0.74","0","0.00"
"034020","두산중공업","13500","450","3.45",,,,,"11643","1.16","0","0.00"
"336260","두산퓨얼셀","53500","700","1.33","162","330.25",,,"2277","23.50","0","0.00"
"33626K","두산퓨얼셀1우","14300","350","2.51",,,,,,,"0","0.00"
"33626L","두산퓨얼셀2우B","19650","100","0.51",,,,,,,"0","0.00"
"016740","두올","3375","35","1.05","374","9.02",,,"5223","0.65","80","2.37"
"192650","드림텍","11700","400","3.54","417","28.06",,,"3575","3.27","160","1.37"
"024090","디씨엠","12250","100","0.82","2385","5.14",,,"14933","0.82","500","4.08"
"003160","디아이","4775","230","5.06","23","207.61",,,"4256","1.12","50","1.05"
"092200","디아이씨","2940","140","5.00",,,,,"3969","0.74","0","0.00"
"013570","디와이","4530","60","1.34","646","7.01",,,"13449","0.34","150","3.31"
"210540","디와이파워","11900","200","1.71","1729","6.88",,,"15129","0.79","200","1.68"
"007340","디티알오토모티브","25750","-150","-0.58","7539","3.42",,,"60240","0.43","1500","5.83"
"026890","디피씨","8910","150","1.71","287","31.05",,,"3705","2.40","80","0.90"
"115390","락앤락","10150","0","0.00","302","33.61",,,"12620","0.80","0","0.00"
"032350","롯데관광개발","15000","200","1.35",,,,,"4348","3.45","0","0.00"
"000400","롯데손해보험","1750","15","0.86",,,,,"3112","0.56","0","0.00"
"023530","롯데쇼핑","102500","2000","1.99",,,,,"376333","0.27","3800","3.71"
"004000","롯데정밀화학","55200","1800","3.37","6611","8.35",,,"57873","0.95","1700","3.08"
"286940","롯데정보통신","40150","600","1.52","3720","10.79",,,"25357","1.58","700","1.74"
"280360","롯데제과","102000","0","0.00","5936","17.18",,,"188501","0.54","1300","1.27"
"004990","롯데지주","35300","1000","2.92",,,,,"63267","0.56","1100","3.12"
"00499K","롯데지주우","63700","400","0.63",,,,,,,"1150","1.81"
"005300","롯데칠성","108500","-1000","-0.91",,,,,"138233","0.78","2700","2.49"
"005305","롯데칠성우","59900","-500","-0.83",,,,,,,"2705","4.52"
"011170","롯데케미칼","276000","11500","4.35","20860","13.23",,,"385244","0.72","6700","2.43"
"002270","롯데푸드","331500","-5500","-1.63","41242","8.04",,,"625100","0.53","12000","3.62"
"071840","롯데하이마트","31150","150","0.48",,,,,"81410","0.38","1000","3.21"
"027740","마니커","683","1","0.15",,,,,"522","1.31","0","0.00"
"204320","만도","58800","-100","-0.17","2360","24.92",,,"32193","1.83","550","0.94"
