일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2021/12/30","1033.98","5.93","0.58","1029.74","1034.87","1021.59","907418457","10102608496296","446297029881938"
"2021/12/29","1028.05","0.61","0.06","1028.46","1034.05","1022.73","950937045","11683612739396","443469160171658"
"2021/12/28","1027.44","16.08","1.59","1016.29","1027.45","1014.39","1286746402","13243096735294","444227877043742"
"2021/12/27","1011.36","3.94","0.39","1008.90","1013.70","1006.87","1151529210","10044619548010","437280772439099"
"2021/12/24","1007.42","4.11","0.41","1008.05","1010.98","1005.61","1235763775","10866440448675","439628750148269"
"2021/12/23","1003.31","3.18","0.32","1004.45","1007.42","1001.48","1435842578","11870959043649","437820806126368"
"2021/12/22","1000.13","3.53","0.35","1004.10","1005.23","999.05","1182499203","10925724483426","436198794272414"
"2021/12/21","996.60","6.09","0.61","994.53","997.30","982.43","1371817709","11768346637023","434549269899128"
"2021/12/20","990.51","-10.75","-1.07","1001.17","1004.75","990.51","1009820662","10568759886075","431776419073318"
"2021/12/17","1001.26","-6.60","-0.65","1001.51","1005.36","995.93","1095248020","10335780047776","436220014726675"
"2021/12/16","1007.86","4.34","0.43","1013.05","1016.32","1006.90","1336914031","12447275181054","438852179769454"
"2021/12/15","1003.52","0.71","0.07","1002.18","1007.44","999.21","1125306039","10406637581192","436595791418957"
"2021/12/14","1002.81","-3.15","-0.31","1001.11","1007.73","996.85","1081580537","10304040060288","436213478092887"
"2021/12/13","1005.96","-5.61","-0.55","1014.27","1014.90","1005.96","1339322710","11497778932588","437471422879508"
"2021/12/10","1011.57","-11.30","-1.10","1016.34","1018.42","1010.02","1153420893","11060443518846","439846924196262"
"2021/12/09","1022.87","16.83","1.67","1009.29","1022.87","1009.29","1060993102","11094331065320","443671151691760"
"2021/12/08","1006.04","9.40","0.94","1006.61","1012.64","1003.92","1065606558","12033920414527","436475610108375"
"2021/12/07","996.64","4.77","0.48","996.89","999.52","991.07","1017251343","11173734150755","432398081907593"
"2021/12/06","991.87","-6.60","-0.66","990.07","994.15","980.87","1060487530","10411792834236","430237684596149"
"2021/12/03","998.47","21.04","2.15","981.65","998.49","977.91","1211827400","10563290752183","433213610767510"
"2021/12/02","977.43","0.28","0.03","967.34","978.16","961.98","1091537350","12346721801988","423999641982597"
"2021/12/01","977.15","11.52","1.19","969.90","977.73","949.86","1079797538","12150973154702","423861519579088"
"2021/11/30","965.63","-26.71","-2.69","1003.04","1004.83","960.84","1356752020","15438608276619","418808272904352"
"2021/11/29","992.34","-13.55","-1.35","986.64","1002.79","980.26","1347690421","13027892641875","429666318680950"
"2021/11/26","1005.89","-9.77","-0.96","1017.90","1021.15","999.40","1239981144","14129245038385","435589065367490"
"2021/11/25","1015.66","-4.47","-0.44","1023.41","1025.90","1015.62","1097455962","11633756355210","439680919576126"
"2021/11/24","1020.13","6.41","0.63","1015.23","1021.13","1003.19","1023600040","11197105285054","442042985564224"
"2021/11/23","1013.72","-18.59","-1.80","1024.33","1029.08","1012.95","1037747986","11656504011083","439265359557293"
"2021/11/22","1032.31","-9.61","-0.92","1043.55","1045.36","1023.13","1320324223","14537344182526","447133257664301"
"2021/11/19","1041.92","9.15","0.89","1032.07","1042.40","1029.54","1268957422","13397520463189","450938406584796"
"2021/11/18","1032.77","1.51","0.15","1033.16","1034.51","1018.13","1467430336","14920600398097","446203604074411"
"2021/11/17","1031.26","-4.20","-0.41","1039.36","1039.36","1028.02","1410240728","16138328944504","445377127450418"
"2021/11/16","1035.46","6.43","0.62","1029.35","1035.98","1027.07","995271359","13408979760445","446578961130180"
"2021/11/15","1029.03","19.96","1.98","1016.35","1029.07","1016.16","932602849","11727310938119","444075252174115"
"2021/11/12","1009.07","16.42","1.65","999.29","1009.15","998.14","856017580","11961657280067","435405394416065"
"2021/11/11","992.65","4.90","0.50","981.42","994.69","979.68","1108639885","12919701760092","427847548553403"
"2021/11/10","987.75","-20.93","-2.07","1006.59","1006.90","983.82","1476502817","14354186393141","425780255167798"
"2021/11/09","1008.68","6.18","0.62","1002.51","1010.79","1002.51","1245497354","11659256395296","433588443941298"
"2021/11/08","1002.50","1.15","0.11","999.08","1003.18","988.36","1254164590","10375408483886","430895728191855"
"2021/11/05","1001.35","-0.08","-0.01","1006.04","1006.04","995.35","1253704592","11271591794126","430421532035926"
"2021/11/04","1001.43","-3.57","-0.36","1012.62","1015.72","995.73","1227813093","11418124829686","430353454538720"
"2021/11/03","1005.00","-4.44","-0.44","1011.20","1013.68","1003.66","1099571601","10258777705298","432055399313600"
"2021/11/02","1009.44","10.87","1.09","1000.96","1012.20","1000.96","1399930759","10826784587141","433942487239632"
"2021/11/01","998.57","6.24","0.63","995.56","1001.25","994.28","1173729999","10938622668484","429084558556825"
"2021/10/29","992.33","-7.80","-0.78","1004.91","1005.19","991.03","1318558678","10407000817514","425205954505588"
"2021/10/28","1000.13","-8.82","-0.87","1008.93","1011.50","999.59","1311944369","11407407913073","428184000016564"
"2021/10/27","1008.95","-2.81","-0.28","1012.91","1013.17","1006.03","1273224675","11207852223318","431939999325316"
"2021/10/26","1011.76","17.45","1.75","1000.32","1011.76","1000.29","1330616766","9991541408685","432990292153404"
"2021/10/25","994.31","-0.76","-0.08","994.75","995.39","986.55","1061836072","8737161207277","425437548603624"
"2021/10/22","995.07","1.37","0.14","992.22","1000.15","989.43","1161757809","10771157419543","425781067107259"
"2021/10/21","993.70","-7.92","-0.79","1003.48","1004.61","992.04","1559956716","11817299443322","424749090561410"
"2021/10/20","1001.62","-3.73","-0.37","1009.11","1011.55","1001.10","1552193249","11827293635053","427826189364811"
"2021/10/19","1005.35","11.49","1.16","997.57","1005.35","997.10","1375183920","12240802751841","429310538619943"
"2021/10/18","993.86","3.32","0.34","992.57","997.92","985.14","1188921086","9740207830369","424330514996207"
"2021/10/15","990.54","7.11","0.72","990.24","992.16","981.83","1365015404","11764984606769","422904129256407"
"2021/10/14","983.43","29.96","3.14","960.58","983.63","960.52","1191419853","11105866087309","419563013621520"
"2021/10/13","953.47","13.32","1.42","939.40","954.63","939.28","1049502909","9340619809442","406746302690497"
"2021/10/12","940.15","-12.96","-1.36","951.12","951.12","936.95","1142383534","8629240929449","401105990838963"
"2021/10/08","953.11","-0.32","-0.03","959.81","961.72","948.02","1339875035","11200342898141","406605402466677"
"2021/10/07","953.43","31.07","3.37","932.65","953.48","932.32","1353557216","10685912221155","406545805846351"
"2021/10/06","922.36","-33.01","-3.46","962.62","967.67","922.36","1651916244","13277921283319","392727529211677"
"2021/10/05","955.37","-27.83","-2.83","974.24","974.24","950.09","1346265019","11661440540237","405150027566390"
