일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2023/10/13","822.78","-12.71","-1.52","831.21","834.66","817.66","1060106942","7235300891607","401114166692247"
"2023/10/12","835.49","18.37","2.25","822.27","835.79","822.27","1040121117","7385408709164","407243123910342"
"2023/10/11","817.12","22.12","2.78","805.03","821.83","805.03","856188114","6752783042807","398258712587184"
"2023/10/10","795.00","-21.39","-2.62","821.22","823.27","792.91","978040985","7609404014661","387316819638019"
"2023/10/06","816.39","15.37","1.92","803.88","818.37","803.88","776644942","5803548847689","397696147011453"
"2023/10/05","801.02","-6.38","-0.79","817.89","820.06","800.36","874561729","6864715425179","389801454612856"
"2023/10/04","807.40","-33.62","-4.00","832.30","832.30","806.47","816987613","7405860799076","392910795423150"
"2023/09/27","841.02","13.20","1.59","823.20","841.97","821.71","844483850","7303345736826","408940675177800"
"2023/09/26","827.82","-11.35","-1.35","841.80","845.30","827.82","1122471901","7865138888455","402456733401798"
"2023/09/25","839.17","-18.18","-2.12","856.79","859.04","839.17","869428222","8324833078139","407862919775921"
"2023/09/22","857.35","-3.33","-0.39","851.93","860.68","847.56","1029356352","8521320755251","416270899616597"
"2023/09/21","860.68","-22.04","-2.50","875.52","879.82","859.51","1046442413","9560388701961","417773828305269"
"2023/09/20","882.72","-1.17","-0.13","883.74","886.65","874.92","1015725765","8814260998398","428558685865818"
"2023/09/19","883.89","-7.40","-0.83","891.57","894.26","882.42","1045779155","8723086713441","429135295907356"
"2023/09/18","891.29","-7.74","-0.86","892.18","896.37","889.99","906664638","8284956174836","432560040384961"
"2023/09/15","899.03","-0.44","-0.05","900.62","902.40","897.11","941816269","9637188906601","435690978647815"
"2023/09/14","899.47","16.75","1.90","888.19","899.47","886.46","1020175628","10239898986832","435744846795615"
"2023/09/13","882.72","-15.32","-1.71","895.94","899.80","882.27","1077222122","10593923166041","427779339434136"
"2023/09/12","898.04","-14.51","-1.59","918.10","918.96","895.96","1178572090","13214420107040","435289563130455"
"2023/09/11","912.55","-1.63","-0.18","918.43","918.43","907.90","975185905","12312929562055","442065156842420"
"2023/09/08","914.18","7.82","0.86","908.08","914.18","902.77","1252895043","12406452820114","442804786933213"
"2023/09/07","906.36","-11.59","-1.26","914.63","921.79","902.95","1282928651","14635136391307","438903708396168"
"2023/09/06","917.95","-3.53","-0.38","923.61","927.28","916.08","1091540956","13524715656220","444379723550669"
"2023/09/05","921.48","2.32","0.25","918.85","922.65","913.02","1084503924","12885819207284","446045836292084"
"2023/09/04","919.16","-0.58","-0.06","918.12","921.63","913.04","1113978179","13183976920231","444921502645236"
"2023/09/01","919.74","-8.66","-0.93","926.37","928.00","919.74","1071432398","14041354798243","445146060262928"
"2023/08/31","928.40","4.59","0.50","925.57","930.42","923.40","1277534743","17037702276490","449317149907098"
"2023/08/30","923.81","7.57","0.83","925.08","926.44","921.05","1275514494","12229250051505","447220311649114"
"2023/08/29","916.24","6.86","0.75","911.94","918.39","907.82","1312285387","12119876513592","443514841224954"
"2023/08/28","909.38","10.00","1.11","907.53","909.48","901.84","1072274426","9798808110500","440166085727053"
"2023/08/25","899.38","-2.36","-0.26","891.21","902.81","890.08","1163466806","10987193580868","435370241626392"
"2023/08/24","901.74","18.87","2.14","893.46","902.64","892.12","1277063374","12336262388525","436356997642281"
"2023/08/23","882.87","-10.46","-1.17","892.65","892.65","881.40","1436368175","12719265998466","427031001522470"
"2023/08/22","893.33","4.62","0.52","898.40","899.21","889.71","1230524856","12045691549361","432030558011584"
"2023/08/21","888.71","11.39","1.30","881.09","894.58","879.80","1057472367","10331387410916","429635002358685"
"2023/08/18","877.32","-8.72","-0.98","878.52","882.08","874.27","1122467744","10118534840757","423332043652265"
"2023/08/17","886.04","7.75","0.88","875.15","887.67","863.32","1108792128","12366249413879","427494238868875"
"2023/08/16","878.29","-23.39","-2.59","893.93","895.42","877.85","1218844755","11871578403621","423722659451219"
"2023/08/14","901.68","-10.52","-1.15","907.43","908.13","894.08","1181117277","10959792266814","434975779332580"
"2023/08/11","912.20","0.91","0.10","913.97","918.18","908.27","1393876361","12114987929856","443015508574880"
"2023/08/10","911.29","2.31","0.25","904.68","912.65","899.01","1260880165","11837433980853","442526218430911"
"2023/08/09","908.98","16.64","1.86","891.08","912.94","889.94","1008549151","10654751734490","441076164676548"
"2023/08/08","892.34","-5.88","-0.65","901.76","903.78","889.25","1152204796","12944716388906","433028307783190"
"2023/08/07","898.22","-20.21","-2.20","913.25","913.25","894.48","1097671474","13572939610576","436603247933806"
"2023/08/04","918.43","-1.89","-0.21","921.16","922.89","914.30","1059449436","11110784464821","445124361055303"
"2023/08/03","920.32","10.56","1.16","911.28","920.41","897.89","1149308726","13189339893286","445604063527432"
"2023/08/02","909.76","-29.91","-3.18","931.17","940.06","907.87","951132825","11809032273269","440343830637426"
"2023/08/01","939.67","3.70","0.40","944.71","952.12","926.75","924066636","14537384611931","454817075945774"
"2023/07/31","935.97","22.23","2.43","923.01","938.43","921.39","691575579","10891085105633","453032138636820"
"2023/07/28","913.74","29.95","3.39","880.23","914.60","877.96","677661358","11997142808582","442183475626650"
"2023/07/27","883.79","-16.84","-1.87","897.44","912.57","878.80","892726452","16018967148825","427799727761563"
"2023/07/26","900.63","-39.33","-4.18","945.57","956.40","886.14","1236849184","26481196768146","435360980324054"
"2023/07/25","939.96","10.06","1.08","932.17","945.47","924.31","932865875","14807760560656","454570559190489"
"2023/07/24","929.90","-4.68","-0.50","934.99","935.55","920.89","966471740","15065765051016","449613086398779"
"2023/07/21","934.58","2.98","0.32","918.51","937.29","918.19","992316458","13390189537646","451830150446042"
"2023/07/20","931.60","7.88","0.85","918.27","931.79","913.98","978780675","14070930953102","450317137849340"
"2023/07/19","923.72","9.58","1.05","917.51","923.90","910.25","1016893563","15723854281309","446179346656537"
"2023/07/18","914.14","15.85","1.76","901.43","914.18","901.12","1139854017","14311263004082","441367892486646"
"2023/07/17","898.29","2.01","0.22","894.75","899.44","891.18","1119416578","10494368668897","433666352790006"
"2023/07/14","896.28","3.21","0.36","898.17","899.68","890.21","1056686324","12330830601818","432702966197944"
"2023/07/13","893.07","13.19","1.50","885.21","895.23","884.33","1122333065","12568445693662","430068141680691"
"2023/07/12","879.88","1.15","0.13","878.97","880.53","873.91","1043118519","10595066049150","423618918101672"
"2023/07/11","878.73","18.38","2.14","866.55","878.76","865.65","935391511","9082924297629","423229062701988"
"2023/07/10","860.35","-6.92","-0.80","868.00","870.18","857.35","1014982128","9721572767552","414366972436263"
"2023/07/07","867.27","-3.26","-0.37","868.08","872.29","861.20","1035427219","8009251371917","417718584854565"
"2023/07/06","870.53","-20.65","-2.32","889.30","889.77","869.46","1134506228","11130338336470","419190995639896"
"2023/07/05","891.18","1.18","0.13","890.49","895.63","889.23","918615508","10531837749987","428780437481783"
"2023/07/04","890.00","0.71","0.08","890.94","894.70","883.41","972953790","11545129929440","428161725511757"
"2023/07/03","889.29","21.05","2.42","873.91","889.29","873.66","884082214","10603651052559","427893116022242"
"2023/06/30","868.24","6.45","0.75","862.70","869.24","853.68","1000068755","9203747446624","417824127926909"
"2023/06/29","861.79","-5.18","-0.60","868.65","870.75","859.77","1173907181","9264784435756","414020562323732"
"2023/06/28","866.97","-7.17","-0.82","879.61","880.23","866.70","1164022550","9622908094376","416385717099030"
"2023/06/27","874.14","-5.36","-0.61","877.88","878.43","867.68","1220801453","8984996257499","419653192029387"
"2023/06/26","879.50","4.66","0.53","874.31","881.24","869.29","1293505724","8706697495459","422225553318677"
"2023/06/23","874.84","-1.54","-0.18","880.37","880.46","872.28","1287180970","8428578901317","420135043459337"
"2023/06/22","876.38","0.68","0.08","870.79","880.12","869.79","1339789200","8569944364185","420999395898834"
"2023/06/21","875.70","-10.71","-1.21","887.26","890.94","875.33","1216521534","9389170738503","420589876465360"
"2023/06/20","886.41","-2.20","-0.25","886.47","891.00","883.09","1301283713","9662579558943","425695312580482"
"2023/06/19","888.61","0.66","0.07","888.52","889.49","881.14","1153900000","8640472533924","427630918821185"
"2023/06/16","887.95","9.91","1.13","882.45","888.27","878.99","949462148","8563052418754","427288976709558"
"2023/06/15","878.04","6.21","0.71","877.62","884.55","865.48","1122318243","10229845236190","422504860760674"
"2023/06/14","871.83","-24.98","-2.79","899.35","899.85","870.48","1336224834","12864526941055","419369212191680"
"2023/06/13","896.81","11.05","1.25","890.81","898.28","889.58","1117251805","10586020590719","431291955086062"
"2023/06/12","885.76","2.05","0.23","887.20","887.20","881.76","1008594343","9019577046745","425893644281940"
"2023/06/09","883.71","7.58","0.87","882.11","886.52","880.76","1068151786","9546943342458","424756543749504"
"2023/06/08","876.13","-4.59","-0.52","878.86","879.44","871.50","1123246616","9008146310954","421092952327398"
"2023/06/07","880.72","10.44","1.20","872.10","880.81","872.10","1093663073","8890240570016","422517053595658"
"2023/06/05","870.28","2.22","0.26","871.05","872.95","865.13","1049549658","6970226548105","417523271282702"
"2023/06/02","868.06","4.28","0.50","866.16","868.17","864.97","1112160220","7616450583636","416464845548968"
"2023/06/01","863.78","6.84","0.80","855.95","863.86","855.46","982023283","7202518016543","414191912523594"
"2023/05/31","856.94","5.44","0.64","851.37","860.30","850.88","1074919531","8105781998329","410762791557526"
"2023/05/30","851.50","8.27","0.98","850.00","851.53","844.48","1226447934","7854306769558","408184728304838"
"2023/05/26","843.23","-4.49","-0.53","849.80","853.06","842.17","1181354772","8079179393245","404185880967502"
"2023/05/25","847.72","-7.74","-0.90","857.30","860.01","845.84","1253501257","7822284012069","405817262001947"
"2023/05/24","855.46","-3.70","-0.43","856.25","857.84","853.00","1150652782","8377743615308","409368563614244"
"2023/05/23","859.16","7.12","0.84","853.57","861.30","853.57","1270087198","9609898273798","409997583196510"
"2023/05/22","852.04","10.32","1.23","840.97","852.33","837.49","1093157114","8473090601489","406363100428462"
"2023/05/19","841.72","5.83","0.70","839.56","842.21","836.68","1310478449","10360407975534","401619667898589"
"2023/05/18","835.89","1.70","0.20","839.27","841.10","833.73","1324825944","8967180906308","398516466299375"
"2023/05/17","834.19","17.44","2.14","815.58","834.20","814.65","1270384258","8988008350479","397733210799111"
"2023/05/16","816.75","2.22","0.27","818.96","822.64","813.32","1373516422","9642552831108","389297675536962"
"2023/05/15","814.53","-7.90","-0.96","820.50","820.50","806.47","1279890362","9782681530871","388206484427628"
"2023/05/12","822.43","-2.11","-0.26","824.11","828.14","820.24","1689715968","8856679949064","391877219766128"
"2023/05/11","824.54","-5.20","-0.63","836.60","840.66","821.94","1751057901","9489239369523","392851021963899"
"2023/05/10","829.74","-6.11","-0.73","836.02","839.86","827.88","1319935509","8033545016176","395234782269020"
"2023/05/09","835.85","-6.43","-0.76","841.41","843.40","827.78","1176449933","9281836897549","397912770736515"
"2023/05/08","842.28","-2.78","-0.33","851.52","854.32","842.07","1267793826","9012187564880","400978834907052"
"2023/05/04","845.06","1.88","0.22","842.13","847.69","839.08","1185031376","8820723883788","402231442046667"
"2023/05/03","843.18","-12.43","-1.45","848.05","852.23","841.81","1172736399","9278434480185","401047065132996"
"2023/05/02","855.61","12.78","1.52","845.18","855.61","844.68","1031526536","9361705366742","406823810826825"
"2023/04/28","842.83","-7.38","-0.87","860.11","860.11","839.67","1157792081","12059368535500","401309247871832"
"2023/04/27","850.21","19.77","2.38","831.89","850.88","823.19","1461893463","10760729470630","403491546416466"
"2023/04/26","830.44","-8.27","-0.99","835.94","846.42","829.19","1260644962","9968275309691","394071418199052"
"2023/04/25","838.71","-16.52","-1.93","857.54","858.91","828.25","1540091899","11771864758043","397824367613523"
"2023/04/24","855.23","-13.59","-1.56","867.38","870.08","852.48","1308672542","10547590468540","405538682580775"
"2023/04/21","868.82","-16.89","-1.91","884.27","888.21","868.36","2021045955","13125995750077","411902039051204"
"2023/04/20","885.71","-23.49","-2.58","905.81","906.00","884.33","2324112321","13974830133200","419231110265497"
"2023/04/19","909.20","0.18","0.02","908.87","913.97","907.59","1878192262","14839360491784","430184410576079"
"2023/04/18","909.02","-0.48","-0.05","910.75","910.75","902.90","1973947340","16619154094369","431287161226592"
"2023/04/17","909.50","5.66","0.63","905.35","909.50","898.84","1543775299","13443511061462","431395913487050"
"2023/04/14","903.84","9.59","1.07","902.56","906.69","900.70","1463219786","13980550011471","428656711360164"
"2023/04/13","894.25","3.63","0.41","885.50","895.29","875.42","1698995237","16889537267849","423574251022428"
"2023/04/12","890.62","-8.32","-0.93","897.11","900.83","888.63","1987419195","17250515448378","421877162148019"
"2023/04/11","898.94","11.16","1.26","893.20","899.37","879.73","1555495545","16842487400613","425634975713436"
"2023/04/10","887.78","7.71","0.88","882.75","890.96","877.31","1590085779","17822665408444","418754179964574"
"2023/04/07","880.07","14.49","1.67","871.83","880.07","866.58","1669012618","14090088087819","414870489420584"
"2023/04/06","865.58","-6.78","-0.78","869.65","869.94","859.13","1418014429","12406329224599","408022459534572"
"2023/04/05","872.36","15.18","1.77","857.54","872.44","856.15","1500672632","13396403443642","411050883520240"
"2023/04/04","857.18","2.22","0.26","853.92","861.13","852.02","1310437645","13297190656343","403961765614704"
"2023/04/03","854.96","7.44","0.88","850.86","855.20","847.70","1145928489","13203018060184","402741110536531"
"2023/03/31","847.52","-2.96","-0.35","849.98","851.13","842.61","1282318439","13809848648802","399097446427679"
"2023/03/30","850.48","6.54","0.77","850.78","852.59","846.10","1502135159","15325502771118","400365537565452"
"2023/03/29","843.94","10.43","1.25","833.90","843.94","832.44","1309614395","14690132558379","396799314710996"
"2023/03/28","833.51","5.82","0.70","831.07","833.68","825.40","1222376505","13869710258035","391491400113686"
"2023/03/27","827.69","3.58","0.43","827.95","829.18","817.81","1176552750","13400561434542","388588093717020"
"2023/03/24","824.11","11.92","1.47","820.16","824.11","814.07","1292725293","13796536815740","386895184121892"
"2023/03/23","812.19","-1.24","-0.15","807.53","824.20","806.40","1177436814","17941127148489","381704111823252"
"2023/03/22","813.43","10.90","1.36","811.17","813.43","807.91","1117238787","12635103045628","382341032320615"
"2023/03/21","802.53","0.33","0.04","806.51","809.33","802.42","1062910296","11841971249509","377289756737026"
"2023/03/20","802.20","4.81","0.60","793.04","803.42","791.45","1097773310","11521937840437","377052534644858"
"2023/03/17","797.39","15.41","1.97","791.18","798.62","785.98","1146052772","14408936955743","374945162115715"
"2023/03/16","781.98","0.81","0.10","780.53","785.54","767.11","1109314318","12290180356964","367720334540747"
"2023/03/15","781.17","23.12","3.05","774.53","784.59","773.65","1030708174","10695497522005","368139424343113"
"2023/03/14","758.05","-30.84","-3.91","788.44","789.22","758.05","1140138741","10903713293362","357461172609841"
"2023/03/13","788.89","0.29","0.04","784.02","789.18","771.03","1178495051","10709010999333","372176398769848"
"2023/03/10","788.60","-20.62","-2.55","796.57","798.96","785.66","1204572401","10596319347695","371906517641291"
"2023/03/09","809.22","-4.73","-0.58","817.03","817.12","801.10","1367967960","11685234349063","381522431004330"
"2023/03/08","813.95","-1.81","-0.22","809.14","817.17","807.95","1261649247","12564614444845","383607754458222"
"2023/03/07","815.76","-0.75","-0.09","814.27","818.56","810.47","1387403737","13160788244787","384474106386699"
"2023/03/06","816.51","14.09","1.76","810.61","816.62","804.47","1110188043","12501426767453","384639511424349"
"2023/03/03","802.42","15.23","1.93","792.90","802.45","792.61","1102273010","11038716785758","378059877027936"
"2023/03/02","787.19","-4.41","-0.56","793.63","797.01","786.52","1020089923","10853202033853","370075760790550"
"2023/02/28","791.60","11.30","1.45","784.23","793.65","783.66","1005903187","10411152630191","371912984933647"
"2023/02/27","780.30","1.42","0.18","775.01","781.54","769.75","1146531764","10516965244726","366628524556680"
"2023/02/24","778.88","-4.40","-0.56","784.94","786.09","774.21","1192537980","10444720873784","366037810529367"
"2023/02/23","783.28","4.77","0.61","782.18","784.59","774.10","927833109","9911740145966","368151719875675"
"2023/02/22","778.51","-14.91","-1.88","782.83","787.85","774.54","1125363718","10019625958257","365904573571717"
"2023/02/21","793.42","4.53","0.57","789.45","793.42","786.48","1020994847","9639630272262","372841940875971"
"2023/02/20","788.89","13.27","1.71","777.68","789.26","773.86","889521303","8887053338794","370746475379803"
"2023/02/17","775.62","-9.09","-1.16","775.03","780.78","772.96","862495804","8911920587474","364469232408772"
"2023/02/16","784.71","19.25","2.51","772.17","784.71","772.16","1242737840","9390497539425","368439501627773"
"2023/02/15","765.46","-14.12","-1.81","782.55","784.38","763.81","1416003278","10724452319144","358813760540798"
"2023/02/14","779.58","7.03","0.91","778.05","780.13","774.61","1273741863","9632666955757","364997188932796"
"2023/02/13","772.55","0.11","0.01","771.50","774.08","767.64","1198564825","9602981944224","361652493885227"
"2023/02/10","772.44","-12.14","-1.55","783.07","784.52","771.62","1309834875","10589209653850","361579872170428"
"2023/02/09","784.58","4.60","0.59","776.60","784.64","776.26","1411565323","9920451537909","367173795818580"
"2023/02/08","779.98","7.19","0.93","777.43","779.98","776.30","1461520222","9573057233799","364938932575631"
"2023/02/07","772.79","11.46","1.51","762.47","773.79","762.30","1261551684","9579662960807","361544964041108"
"2023/02/06","761.33","-5.46","-0.71","763.66","766.23","760.65","1185407618","8029937901748","355964477004747"
"2023/02/03","766.79","2.17","0.28","765.37","768.03","761.82","1136574420","9265712633432","358449971540544"
"2023/02/02","764.62","13.66","1.82","759.53","764.84","758.72","1220834721","8757933896696","356981668435985"
"2023/02/01","750.96","10.47","1.41","744.90","752.50","744.03","1065396559","8786552313425","350460923570265"
"2023/01/31","740.49","1.87","0.25","735.19","740.98","732.33","975258796","8044582854225","345558866757648"
"2023/01/30","738.62","-2.63","-0.35","743.73","746.33","736.90","1050895012","7484991890565","344704325436817"
"2023/01/27","741.25","2.31","0.31","741.20","742.07","737.90","1135404760","7465456180852","345741980309055"
"2023/01/26","738.94","6.59","0.90","734.37","740.99","733.23","1207458460","9151210987978","344416794892032"
"2023/01/25","732.35","14.38","2.00","725.23","732.42","725.23","1016337377","7703890930377","341163277030754"
"2023/01/20","717.97","5.08","0.71","712.32","718.03","712.32","1006210961","6147616035795","334506823768744"
"2023/01/19","712.89","1.14","0.16","707.66","712.94","705.76","1008732586","6275312810268","331969248601759"
"2023/01/18","711.75","2.04","0.29","711.12","713.28","708.79","1175236186","6534155029258","331005187288778"
"2023/01/17","709.71","-7.18","-1.00","716.70","718.90","708.54","1162082903","6282539324111","330058542928887"
"2023/01/16","716.89","5.07","0.71","714.71","718.15","713.19","1230665863","5646744491823","333362222147532"
"2023/01/13","711.82","1.00","0.14","712.24","714.75","709.26","1082281898","5228817012586","330987809068553"
"2023/01/12","710.82","1.05","0.15","713.56","714.10","707.54","1246163428","5282576216473","330354754662007"
"2023/01/11","709.77","13.72","1.97","701.29","710.29","701.29","1247665887","5513943719806","329777375205274"
"2023/01/10","696.05","-5.16","-0.74","700.16","704.60","694.92","1158010390","6117171540235","323644848790326"
"2023/01/09","701.21","12.27","1.78","695.02","701.21","695.02","1008250417","5133008656994","325718026654199"
"2023/01/06","688.94","9.02","1.33","677.28","691.17","676.40","818505863","5526770459644","320090411554481"
"2023/01/05","679.92","-3.75","-0.55","685.78","688.35","677.77","885279201","5386582895251","315902966634724"
"2023/01/04","683.67","8.72","1.29","670.18","683.67","667.30","901765440","5078751515147","317540886338069"
"2023/01/03","674.95","3.44","0.51","672.18","675.75","660.32","935983853","5089081840536","313443983727042"
"2023/01/02","671.51","-7.78","-1.15","683.84","688.77","670.38","742766883","4368090675028","311897723962202"
"2022/12/29","679.29","-13.08","-1.89","691.35","693.12","675.80","952158164","4811065003230","315498720104122"
"2022/12/28","692.37","-11.82","-1.68","699.24","699.39","691.01","834832047","5137454012918","321475844186489"
"2022/12/27","704.19","9.51","1.37","697.25","704.21","697.25","901437356","5092351194343","327910002219152"
"2022/12/26","694.68","3.43","0.50","691.94","696.96","686.80","797707556","4331951164904","323390640890782"
"2022/12/23","691.25","-23.77","-3.32","704.93","704.93","691.25","1107302430","5147797944521","321813279703994"
"2022/12/22","715.02","9.32","1.32","710.47","715.35","709.52","851987960","4454190720079","332311677394446"
"2022/12/21","705.70","2.57","0.37","708.13","709.95","701.61","938032477","5181366913552","327971511518424"
"2022/12/20","703.13","-14.09","-1.96","715.13","715.29","701.44","977951443","5388784442362","326822623464700"
"2022/12/19","717.22","-0.19","-0.03","716.80","722.42","714.63","776382980","4424672451571","333338382026031"
"2022/12/16","717.41","-5.27","-0.73","711.33","720.48","710.20","889444273","4729865927302","333728481678709"
"2022/12/15","722.68","-6.32","-0.87","725.32","730.51","721.46","957408065","4765903194878","335706650690362"
"2022/12/14","729.00","13.84","1.94","718.17","729.17","718.17","1082237656","5359244088087","338621742436927"
"2022/12/13","715.16","-0.06","-0.01","717.64","719.33","712.21","1191298483","4878762164837","332194007303160"
"2022/12/12","715.22","-4.27","-0.59","716.88","718.31","714.26","964001067","4713130416393","332248030270132"
"2022/12/09","719.49","6.97","0.98","717.24","721.14","712.40","1278548475","6153962230900","334174610218005"
"2022/12/08","712.52","-5.62","-0.78","718.37","719.69","711.08","1069811230","5819829414081","330917120166935"
"2022/12/07","718.14","-1.30","-0.18","715.63","722.62","711.63","982850616","5033008873398","333420326905253"
"2022/12/06","719.44","-13.88","-1.89","726.32","727.34","719.29","926869131","5019200256718","333769906652176"
"2022/12/05","733.32","0.37","0.05","736.45","739.77","731.07","1058482673","5258240835790","339917270391513"
"2022/12/02","732.95","-7.65","-1.03","740.13","740.18","732.41","856591397","6105784023168","339643001144892"
"2022/12/01","740.60","11.06","1.52","740.97","744.56","739.16","825110488","5758034113830","343075080230538"
"2022/11/30","729.54","2.00","0.27","726.56","729.54","722.40","813568793","5003807646157","337947065677640"
"2022/11/29","727.54","9.64","1.34","715.02","727.60","713.26","794007803","4828375894525","336927388299632"
"2022/11/28","717.90","-15.66","-2.13","731.81","731.81","717.13","878676916","5419027909882","332414215094245"
"2022/11/25","733.56","-4.66","-0.63","737.46","737.53","732.48","710328850","4723353329704","339637553238086"
"2022/11/24","738.22","12.63","1.74","729.41","738.70","729.41","793573958","5222187019960","341717146968777"
"2022/11/23","725.59","13.33","1.87","718.29","725.64","718.29","830056173","5035913098123","335667394857994"
"2022/11/22","712.26","-6.31","-0.88","716.24","719.80","711.92","895809089","5004877586727","329829714579478"
"2022/11/21","718.57","-13.35","-1.82","733.00","733.65","717.55","981797456","5315208041133","332699337394302"
"2022/11/18","731.92","-5.62","-0.76","738.34","742.17","731.53","1297151301","6078255258263","338951690005533"
