month,ticker,name,excess_return
2020-01,000020,동화약품,
2020-02,000020,동화약품,-0.13754186367467344
2020-03,000020,동화약품,-0.041825607613469984
2020-04,000020,동화약품,0.7169239185750637
2020-05,000020,동화약품,0.02610749999999995
2020-06,000020,동화약품,0.4064164069264069
2020-07,000020,동화약품,0.5010434615384615
2020-08,000020,동화약품,-0.039424426229508154
2020-09,000020,동화약품,-0.06876027718550112
2020-10,000020,동화약품,-0.18130469870327992
2020-11,000020,동화약품,0.06929323556797017
2020-12,000020,동화약품,0.025562993907745774
2021-01,000020,동화약품,-0.2345550254452926
2021-02,000020,동화약품,-0.03696735049833889
2021-03,000020,동화약품,-0.017658879310344863
2021-04,000020,동화약품,0.07678798245614037
2021-05,000020,동화약품,-0.04599593919652554
2021-06,000020,동화약품,0.06784021899886225
2021-07,000020,동화약품,-0.06439693024494147
2021-08,000020,동화약품,0.013093543799772449
2021-09,000020,동화약품,0.2013785353535353
2021-10,000020,동화약품,-0.08470444677871151
2021-11,000020,동화약품,-0.07108055810397552
2021-12,000020,동화약품,-0.04030701754385966
2022-01,000020,동화약품,-0.19961430365296806
2022-02,000020,동화약품,0.0801807478632478
2022-03,000020,동화약품,0.07803805006587614
2022-04,000020,동화약품,-0.07077206959706957
2022-05,000020,동화약품,-0.06427129265091863
2022-06,000020,동화약품,-0.18722428571428573
2022-07,000020,동화약품,0.08694545665634673
2022-08,000020,동화약품,-0.04939919826224333
2022-09,000020,동화약품,-0.18036611940298505
2022-10,000020,동화약품,0.09069533898305082
2022-11,000020,동화약품,-0.0038957530454041783
2022-12,000020,동화약품,0.023737538802660756
2023-01,000020,동화약품,0.010075629949604108
2023-02,000020,동화약품,-0.04126619758351099
2023-03,000020,동화약품,-0.08157563562453808
2023-04,000020,동화약품,0.0057227527075812
2023-05,000020,동화약품,0.14276972553699285
2023-06,000020,동화약품,0.07935999999999999
2023-07,000020,동화약품,-0.044374281360282285
2023-08,000020,동화약품,3.9548192771121475e-05
2023-09,000020,동화약품,-0.022024019019019035
2023-10,000020,동화약품,-0.014255323129251724
2023-11,000020,동화약품,-0.021582518059855515
2023-12,000020,동화약품,0.07698004468980016
2024-01,000020,동화약품,-0.06321667640376505
2024-02,000020,동화약품,0.004394719343695921
2024-03,000020,동화약품,-0.03580764403292177
2024-04,000020,동화약품,-0.07522625886524822
2024-05,000020,동화약품,-0.053331215596330306
2024-06,000020,동화약품,-0.029439214975845417
2024-07,000020,동화약품,0.03193112076095957
2024-08,000020,동화약품,-0.03511160071942448
2024-09,000020,동화약품,-0.04108221189591083
2024-10,000020,동화약품,-0.03350616838487973
2024-11,000020,동화약품,-0.12354647163120562
2024-12,000020,동화약품,-0.049372805093293004
2025-01,000020,동화약품,-0.03573416666666666
2025-02,000020,동화약품,0.01732943349753692
2025-03,000020,동화약품,-0.0376908977455717
2025-04,000020,동화약품,0.04628569003895384
2025-05,000020,동화약품,0.048861247346072174
2025-06,000020,동화약품,0.01914545454545457
2025-07,000020,동화약품,-0.006466038575667643
2025-08,000020,동화약품,-0.07350252235469444
2025-09,000020,동화약품,0.01890260700909573
2025-10,000020,동화약품,-0.017684937106918236
2025-11,000020,동화약품,-0.00042505591054316574
2025-12,000020,동화약품,-0.005209792663476853
2020-01,000040,KR모터스,
2020-02,000040,KR모터스,1.6270933402203858
2020-03,000040,KR모터스,-0.05900610062893086
2020-04,000040,KR모터스,0.3349259321090707
2020-05,000040,KR모터스,-0.10930916666666668
2020-06,000040,KR모터스,-0.06362360448807856
2020-07,000040,KR모터스,0.06537326347305386
2020-08,000040,KR모터스,-0.0103214606741573
2020-09,000040,KR모터스,0.08741326241134742
2020-10,000040,KR모터스,0.23154634506736194
2020-11,000040,KR모터스,0.4597782936507936
2020-12,000040,KR모터스,-0.17808289855072465
2021-01,000040,KR모터스,-0.20926890602055803
2021-02,000040,KR모터스,0.3748558964365256
2021-03,000040,KR모터스,0.06435982793522262
2021-04,000040,KR모터스,-0.05363693916349811
2021-05,000040,KR모터스,-0.060634297188754994
2021-06,000040,KR모터스,0.0465893803418804
2021-07,000040,KR모터스,0.00766409863945588
2021-08,000040,KR모터스,-0.08962715924426445
2021-09,000040,KR모터스,-0.0984194444444444
2021-10,000040,KR모터스,0.01903360016420359
2021-11,000040,KR모터스,-0.1988117995169082
2021-12,000040,KR모터스,0.04133534136546193
2022-01,000040,KR모터스,-0.11774717244701348
2022-02,000040,KR모터스,0.025162177137870827
2022-03,000040,KR모터스,0.13291523809523806
2022-04,000040,KR모터스,-0.07541571991001124
2022-05,000040,KR모터스,-0.06689277541514788
2022-06,000040,KR모터스,-0.1965685175552666
2022-07,000040,KR모터스,0.17428463516424347
2022-08,000040,KR모터스,-0.0528300091575092
2022-09,000040,KR모터스,-0.07895710082006756
2022-10,000040,KR모터스,-0.12634945141065834
